出發時段,出發機場代號,抵達時段,航空聯盟,機型分類,假期,是否為平日,飛行時間_分鐘,經濟指標,機場指標,competing_flights,平均價格,預測_平均價格,預測中位數,下界,上界,抵達機場代號
晚間班機,TPE,晚間抵達,1,1,2,1,235,-1.882734,0.4139873,6,12294,13327.269,12405.228,10857.903086060753,13900.382718951547,BKK
上午班機,TPE,下午抵達,2,1,2,1,240,-1.882734,0.4139873,3,19907,18240.209,17622.441,15493.639242160312,20292.664970479997,BKK
上午班機,TPE,下午抵達,5,1,0,1,250,-1.882734,0.4139873,6,7002,8049.744,7825.144,7056.48620774363,8738.061771178054,BKK
早晨班機,TPE,上午抵達,1,0,0,1,235,-1.882734,0.4139873,7,6513,6453.288,6278.3564,5960.893526862851,6615.5369932244785,BKK
下午班機,TPE,下午抵達,1,1,0,1,235,-1.882734,0.4139873,7,6092,6263.654,6173.727,5985.38340602306,6391.251880420696,BKK
下午班機,TPE,晚間抵達,6,0,0,1,235,-1.882734,0.4139873,7,5010,4899.6157,4789.3945,4486.794144198556,5034.993560770582,BKK
晚間班機,TPE,晚間抵達,1,1,2,1,235,-1.882734,0.4139873,6,13246,13327.269,12405.228,10857.903086060753,13900.382718951547,BKK
上午班機,TPE,下午抵達,5,1,0,0,250,-1.882734,0.4139873,6,8791,8225.82,8125.641,6753.436494119702,9824.843327274177,BKK
早晨班機,TPE,上午抵達,1,0,2,1,235,-1.882734,0.4139873,4,13421,12064.756,11982.83,10242.121603638388,14948.057893631205,BKK
早晨班機,TPE,上午抵達,2,1,0,1,230,-1.882734,0.4139873,7,6573,8181.338,7763.7075,7118.520932849217,8462.825181128153,BKK
上午班機,TPE,下午抵達,2,1,0,1,240,-1.882734,0.4139873,6,10334,8771.743,8442.691,7557.109972849779,9470.331158360776,BKK
晚間班機,TPE,晚間抵達,1,1,0,0,235,-1.882734,0.4139873,8,6996,6517.5845,6349.098,6052.601370746311,6708.370845154429,BKK
晚間班機,TPE,凌晨抵達,1,1,0,1,235,-1.882734,0.4139873,9,6127,6242.3315,5937.517,5779.319606228523,6121.040855733118,BKK
凌晨班機,TPE,凌晨抵達,6,0,2,0,240,-1.882734,0.4139873,1,4512,10346.145,9465.944,7866.31242934596,11158.972191861483,BKK
下午班機,TPE,下午抵達,5,1,2,1,240,-1.882734,0.4139873,4,15443,14564.743,13853.013,12097.283049343514,15728.083131539957,BKK
晚間班機,TPE,凌晨抵達,2,0,0,0,245,-1.882734,0.4139873,7,5448,7425.524,7426.6147,6493.021053391807,9322.2886976421,BKK
早晨班機,TPE,上午抵達,1,1,0,0,250,-1.882734,0.4139873,9,11447,8147.3164,8095.711,7306.4405340964295,9123.20765397444,BKK
晚間班機,TPE,凌晨抵達,2,0,1,1,245,-1.882734,0.4139873,8,7203,15585.962,14002.878,9710.21365650634,16641.831455192376,BKK
下午班機,TPE,下午抵達,2,1,0,0,235,-1.882734,0.4139873,7,5480,7150.5806,6919.7104,6152.350278180955,7885.272630290434,BKK
早晨班機,TPE,上午抵達,1,0,2,1,235,-1.882734,0.4139873,7,10790,11637.723,10847.183,9519.554910754086,12624.654802165503,BKK
早晨班機,TPE,上午抵達,2,1,0,0,230,-1.882734,0.4139873,9,9548,7615.006,7916.022,6524.943977452468,9224.082577196068,BKK
早晨班機,TPE,上午抵達,1,1,0,1,245,-1.882734,0.4139873,7,6509,8539.698,8418.906,7652.474711059048,9276.741520116564,BKK
早晨班機,TPE,上午抵達,2,1,0,0,230,-1.882734,0.4139873,9,14552,7615.006,7916.022,6524.943977452468,9224.082577196068,BKK
上午班機,TPE,下午抵達,5,1,2,0,250,-1.882734,0.4139873,2,22135,19988.43,19462.684,14654.784103456182,22083.497341546088,BKK
晚間班機,TPE,晚間抵達,1,1,0,0,235,-1.882734,0.4139873,7,12069,7018.4194,6963.475,6415.453327798796,7455.685581824376,BKK
下午班機,TPE,下午抵達,5,1,0,1,240,-1.882734,0.4139873,7,6472,6995.3486,6806.7446,6247.131731222575,7432.956826891619,BKK
下午班機,TPE,晚間抵達,6,0,2,1,235,-1.882734,0.4139873,4,12184,10317.98,9897.731,8301.423943621929,11782.259478034386,BKK
上午班機,TPE,下午抵達,2,1,2,0,240,-1.882734,0.4139873,6,20347,13854.837,14259.769,11775.66637885687,16506.470382399813,BKK
下午班機,TPE,下午抵達,1,1,0,1,235,-1.882734,0.4139873,5,7725,7214.9175,7123.44,5738.595542748976,8671.51207066929,BKK
下午班機,TPE,下午抵達,1,1,1,1,235,-1.882734,0.4139873,7,7607,7967.523,7747.9062,6771.764770129836,9153.550387811812,BKK
上午班機,TPE,下午抵達,2,1,0,0,240,-1.882734,0.4139873,6,6509,8031.2466,8054.675,6932.683070235096,9316.117233020126,BKK
早晨班機,TPE,上午抵達,1,1,0,0,245,-1.882734,0.4139873,9,6292,7929.125,8047.1567,7134.617290836406,8751.833239285515,BKK
晚間班機,TPE,凌晨抵達,2,0,0,1,245,-1.882734,0.4139873,8,5328,7720.8843,7067.08,5827.506581923644,8582.103868446122,BKK
下午班機,TPE,下午抵達,5,0,0,0,240,-1.882734,0.4139873,7,7397,6412.73,6262.525,5699.54642460785,6750.245307762997,BKK
晚間班機,TPE,晚間抵達,1,1,0,1,235,-1.882734,0.4139873,8,6050,6546.7744,6423.2407,6204.182660345056,6677.775264746003,BKK
晚間班機,TPE,晚間抵達,6,0,0,1,240,-1.882734,0.4139873,8,4751,4299.34,4187.2183,3911.379218821951,4437.5625652231965,BKK
早晨班機,TPE,上午抵達,2,1,0,1,230,-1.882734,0.4139873,7,13068,8181.338,7763.7075,7118.520932849217,8462.825181128153,BKK
下午班機,TPE,下午抵達,2,1,0,1,235,-1.882734,0.4139873,7,5663,7697.2153,7397.714,6834.235579785275,8194.402080947884,BKK
早晨班機,TPE,上午抵達,1,1,0,1,245,-1.882734,0.4139873,8,6173,7275.835,7226.3433,6626.616718945782,7861.005763242605,BKK
上午班機,TPE,下午抵達,2,1,2,0,240,-1.882734,0.4139873,2,20909,19095.744,19497.35,15795.035605771756,22688.009114067474,BKK
早晨班機,TPE,上午抵達,1,1,0,0,245,-1.882734,0.4139873,7,6523,8444.326,8139.464,7501.399358021018,8935.373239896247,BKK
下午班機,TPE,下午抵達,2,1,0,0,235,-1.882734,0.4139873,7,10765,7150.5806,6919.7104,6152.350278180955,7885.272630290434,BKK
早晨班機,TPE,上午抵達,1,0,0,0,235,-1.882734,0.4139873,7,6283,6322.1343,6130.6084,5810.06210533283,6500.612753547935,BKK
早晨班機,TPE,上午抵達,1,1,2,0,245,-1.882734,0.4139873,3,20773,21517.111,20853.12,18221.385482382862,22931.401797893766,BKK
早晨班機,TPE,上午抵達,1,0,0,1,235,-1.882734,0.4139873,7,6457,6453.288,6278.3564,5960.893526862851,6615.5369932244785,BKK
晚間班機,TPE,凌晨抵達,6,0,0,1,240,-1.882734,0.4139873,7,3434,4478.1836,4380.887,3906.9587365996526,5104.875848092952,BKK
晚間班機,TPE,凌晨抵達,1,1,0,0,235,-1.882734,0.4139873,9,5809,6026.584,5890.3027,5666.42229528479,6194.416493970941,BKK
早晨班機,TPE,上午抵達,1,1,0,1,245,-1.882734,0.4139873,7,7098,8539.698,8418.906,7652.474711059048,9276.741520116564,BKK
上午班機,TPE,下午抵達,1,1,1,1,235,-1.882734,0.4139873,6,9582,9735.915,9638.403,7863.173299038365,10800.055856051567,BKK
晚間班機,TPE,晚間抵達,1,1,0,0,235,-1.882734,0.4139873,7,6041,7018.4194,6963.475,6415.453327798796,7455.685581824376,BKK
上午班機,TPE,下午抵達,5,1,0,0,250,-1.882734,0.4139873,4,8653,7819.086,7496.7446,6898.064040498244,8382.465739552585,BKK
晚間班機,TPE,凌晨抵達,2,0,0,0,245,-1.882734,0.4139873,7,12157,7425.524,7426.6147,6493.021053391807,9322.2886976421,BKK
上午班機,TPE,下午抵達,5,1,0,1,250,-1.882734,0.4139873,4,6249,8077.863,7904.8857,6870.758193270272,9537.955724193178,BKK
早晨班機,TPE,上午抵達,1,1,0,1,250,-1.882734,0.4139873,9,9627,8152.9985,7990.5366,7033.224496436708,9297.987159667824,BKK
下午班機,TPE,晚間抵達,6,0,0,1,235,-1.882734,0.4139873,7,6218,4899.6157,4789.3945,4486.794144198556,5034.993560770582,BKK
早晨班機,TPE,上午抵達,1,0,0,1,235,-1.882734,0.4139873,9,5993,6429.9834,6212.9756,5912.6038869632885,6560.269474338832,BKK
早晨班機,TPE,上午抵達,2,1,0,1,230,-1.882734,0.4139873,7,9112,8181.338,7763.7075,7118.520932849217,8462.825181128153,BKK
早晨班機,TPE,上午抵達,1,1,2,1,245,-1.882734,0.4139873,4,18025,17809.412,16821.82,14992.087972770461,18607.308684035757,BKK
上午班機,TPE,下午抵達,5,1,0,1,250,-1.882734,0.4139873,6,13931,8049.744,7825.144,7056.48620774363,8738.061771178054,BKK
早晨班機,TPE,上午抵達,1,1,0,0,250,-1.882734,0.4139873,9,8530,8147.3164,8095.711,7306.4405340964295,9123.20765397444,BKK
早晨班機,TPE,上午抵達,2,1,0,0,230,-1.882734,0.4139873,7,6517,7596.435,7494.307,6657.558155938004,8550.749068463114,BKK
下午班機,TPE,下午抵達,1,1,0,0,235,-1.882734,0.4139873,5,5944,7243.7124,7009.6284,5940.127913480125,8390.927419375206,BKK
早晨班機,TPE,上午抵達,2,1,0,0,230,-1.882734,0.4139873,9,10024,7615.006,7916.022,6524.943977452468,9224.082577196068,BKK
早晨班機,TPE,上午抵達,1,1,2,1,245,-1.882734,0.4139873,5,13808,15547.465,15094.9375,13790.154984112394,16898.525231805812,BKK
晚間班機,TPE,晚間抵達,1,1,0,1,235,-1.882734,0.4139873,9,6373,6739.4805,6544.09,6290.762230365635,6795.55851509466,BKK
上午班機,TPE,下午抵達,1,1,0,1,235,-1.882734,0.4139873,6,6679,7971.2554,7625.5303,6993.034917328869,8341.229644031151,BKK
早晨班機,TPE,上午抵達,1,1,2,1,250,-1.882734,0.4139873,5,17112,15256.811,14857.75,13584.742878660138,16663.329054568396,BKK
下午班機,TPE,下午抵達,5,1,0,0,240,-1.882734,0.4139873,7,6139,6974.0503,6813.045,6037.839665058275,7502.328114459966,BKK
上午班機,TPE,下午抵達,5,1,0,0,250,-1.882734,0.4139873,4,6510,7819.086,7496.7446,6898.064040498244,8382.465739552585,BKK
下午班機,TPE,下午抵達,1,1,0,0,235,-1.882734,0.4139873,7,7734,6163.2427,6039.981,5795.706773136222,6376.126416080934,BKK
早晨班機,TPE,上午抵達,1,0,2,1,235,-1.882734,0.4139873,9,12536,12373.395,10826.025,9583.61703924759,12403.933767363738,BKK
早晨班機,TPE,上午抵達,1,1,0,1,245,-1.882734,0.4139873,7,8339,8539.698,8418.906,7652.474711059048,9276.741520116564,BKK
晚間班機,TPE,凌晨抵達,6,0,2,1,240,-1.882734,0.4139873,5,6481,8985.223,8834.21,7904.736913469974,9404.666151938027,BKK
晚間班機,TPE,凌晨抵達,6,0,0,0,240,-1.882734,0.4139873,9,3633,3817.358,3771.8435,3541.123650747686,3945.294014001734,BKK
晚間班機,TPE,晚間抵達,1,1,0,0,235,-1.882734,0.4139873,9,5948,6758.954,6536.5415,6244.263879707059,6873.096523359295,BKK
早晨班機,TPE,上午抵達,1,1,0,1,250,-1.882734,0.4139873,7,5837,7889.9937,7608.131,7007.190857822753,8701.399569908463,BKK
晚間班機,TPE,凌晨抵達,1,1,0,1,235,-1.882734,0.4139873,9,5797,6242.3315,5937.517,5779.319606228523,6121.040855733118,BKK
晚間班機,TPE,凌晨抵達,1,1,0,1,235,-1.882734,0.4139873,9,5817,6242.3315,5937.517,5779.319606228523,6121.040855733118,BKK
上午班機,TPE,下午抵達,1,1,0,1,235,-1.882734,0.4139873,6,8671,7971.2554,7625.5303,6993.034917328869,8341.229644031151,BKK
早晨班機,TPE,上午抵達,2,1,0,0,230,-1.882734,0.4139873,7,6252,7596.435,7494.307,6657.558155938004,8550.749068463114,BKK
凌晨班機,TPE,凌晨抵達,6,0,0,1,240,-1.882734,0.4139873,1,3520,4079.1208,4009.6902,3706.2807558559225,4555.368772025359,BKK
上午班機,TPE,下午抵達,2,1,0,1,240,-1.882734,0.4139873,4,6355,8196.1,7709.0664,6697.433122976747,8984.578211562413,BKK
下午班機,TPE,下午抵達,1,1,0,1,235,-1.882734,0.4139873,7,6532,6263.654,6173.727,5985.38340602306,6391.251880420696,BKK
下午班機,TPE,晚間抵達,6,0,0,1,235,-1.882734,0.4139873,7,5776,4899.6157,4789.3945,4486.794144198556,5034.993560770582,BKK
下午班機,TPE,下午抵達,2,1,2,1,235,-1.882734,0.4139873,3,19634,18390.396,17848.607,15306.537025792915,21075.963695121347,BKK
晚間班機,TPE,凌晨抵達,2,0,0,1,245,-1.882734,0.4139873,9,6034,6415.985,6168.018,5678.588196141559,6748.80372298863,BKK
早晨班機,TPE,上午抵達,1,0,2,1,235,-1.882734,0.4139873,5,12971,11802.801,11608.822,9778.472070213746,13653.264181433375,BKK
早晨班機,TPE,上午抵達,1,1,0,1,245,-1.882734,0.4139873,8,5917,7275.835,7226.3433,6626.616718945782,7861.005763242605,BKK
晚間班機,TPE,晚間抵達,1,1,1,1,235,-1.882734,0.4139873,8,7599,6930.021,6905.9497,6185.079829717563,7909.724733410257,BKK
凌晨班機,TPE,凌晨抵達,6,0,0,1,240,-1.882734,0.4139873,1,3585,4079.1208,4009.6902,3706.2807558559225,4555.368772025359,BKK
下午班機,TPE,下午抵達,1,1,0,1,235,-1.882734,0.4139873,7,5963,6263.654,6173.727,5985.38340602306,6391.251880420696,BKK
早晨班機,TPE,上午抵達,1,0,1,1,235,-1.882734,0.4139873,7,6482,8022.4727,8215.775,7379.816703911081,9211.663279091972,BKK
早晨班機,TPE,上午抵達,1,1,0,1,245,-1.882734,0.4139873,9,6787,7970.2363,7728.569,7001.248544227995,8836.40113512339,BKK
早晨班機,TPE,上午抵達,1,1,2,1,245,-1.882734,0.4139873,7,17705,15840.362,15677.351,13695.592627925926,17854.44081074419,BKK
晚間班機,TPE,晚間抵達,1,1,0,1,235,-1.882734,0.4139873,8,6026,6546.7744,6423.2407,6204.182660345056,6677.775264746003,BKK
晚間班機,TPE,晚間抵達,1,1,0,1,235,-1.882734,0.4139873,9,6385,6739.4805,6544.09,6290.762230365635,6795.55851509466,BKK
晚間班機,TPE,凌晨抵達,2,0,2,1,245,-1.882734,0.4139873,5,14873,14477.258,14138.431,11885.211590173132,18860.843400453683,BKK
早晨班機,TPE,上午抵達,1,1,0,1,245,-1.882734,0.4139873,9,9881,7970.2363,7728.569,7001.248544227995,8836.40113512339,BKK
上午班機,TPE,下午抵達,1,1,0,1,235,-1.882734,0.4139873,6,9176,7971.2554,7625.5303,6993.034917328869,8341.229644031151,BKK
上午班機,TPE,下午抵達,5,1,0,1,250,-1.882734,0.4139873,4,8819,8077.863,7904.8857,6870.758193270272,9537.955724193178,BKK
上午班機,TPE,下午抵達,2,1,0,1,240,-1.882734,0.4139873,4,6080,8196.1,7709.0664,6697.433122976747,8984.578211562413,BKK
下午班機,TPE,下午抵達,5,1,0,0,240,-1.882734,0.4139873,7,5620,6974.0503,6813.045,6037.839665058275,7502.328114459966,BKK
晚間班機,TPE,凌晨抵達,1,1,2,1,235,-1.882734,0.4139873,5,11897,13660.813,13340.431,11962.800404219754,14638.541534298158,BKK
上午班機,TPE,下午抵達,5,1,0,1,250,-1.882734,0.4139873,5,7351,8030.825,7778.8433,6833.911776565583,9426.29216639187,BKK
早晨班機,TPE,上午抵達,2,1,1,1,230,-1.882734,0.4139873,9,18982,14851.97,13360.332,10766.679218769003,17919.448085074066,BKK
上午班機,TPE,下午抵達,2,1,0,1,240,-1.882734,0.4139873,6,6027,8771.743,8442.691,7557.109972849779,9470.331158360776,BKK
上午班機,TPE,下午抵達,5,1,2,1,250,-1.882734,0.4139873,3,22722,16220.36,16089.612,13436.618559960854,19395.44031108826,BKK
下午班機,TPE,下午抵達,5,0,0,1,240,-1.882734,0.4139873,7,6761,6519.083,6296.6777,5891.408951982346,7158.973566150523,BKK
下午班機,TPE,下午抵達,5,1,0,1,240,-1.882734,0.4139873,7,6950,6995.3486,6806.7446,6247.131731222575,7432.956826891619,BKK
上午班機,TPE,下午抵達,2,1,0,1,240,-1.882734,0.4139873,6,6577,8771.743,8442.691,7557.109972849779,9470.331158360776,BKK
晚間班機,TPE,晚間抵達,1,1,1,1,235,-1.882734,0.4139873,9,8679,7630.9434,7321.7397,6418.6402369400885,9141.258957077316,BKK
早晨班機,TPE,上午抵達,2,1,0,1,230,-1.882734,0.4139873,9,9720,8351.518,7675.6763,6702.029197252429,9499.869578502621,BKK
晚間班機,TPE,凌晨抵達,6,0,2,1,240,-1.882734,0.4139873,4,13136,10220.155,9701.617,8339.69253197234,11164.258480701787,BKK
早晨班機,TPE,上午抵達,1,1,0,0,250,-1.882734,0.4139873,9,6346,8147.3164,8095.711,7306.4405340964295,9123.20765397444,BKK
上午班機,TPE,下午抵達,1,1,0,0,235,-1.882734,0.4139873,6,8850,7943.742,7595.877,6959.750704176111,8463.752472214343,BKK
上午班機,TPE,下午抵達,5,1,0,1,250,-1.882734,0.4139873,6,8650,8049.744,7825.144,7056.48620774363,8738.061771178054,BKK
早晨班機,TPE,上午抵達,1,1,0,1,245,-1.882734,0.4139873,9,6338,7970.2363,7728.569,7001.248544227995,8836.40113512339,BKK
晚間班機,TPE,凌晨抵達,2,0,0,0,245,-1.882734,0.4139873,8,7587,6153.5796,6041.2603,5398.550856973454,7275.02685797573,BKK
晚間班機,TPE,晚間抵達,1,1,0,1,235,-1.882734,0.4139873,8,5961,6546.7744,6423.2407,6204.182660345056,6677.775264746003,BKK
下午班機,TPE,下午抵達,1,1,0,1,235,-1.882734,0.4139873,6,6109,6689.5073,6556.0977,5830.599455179218,7385.570250666571,BKK
