出發時段,出發機場代號,抵達時段,航空聯盟組合,航空公司組合,航空聯盟,停靠站數量,機型分類,假期,飛行時間兩段分類,是否為平日,停留時間_分鐘,實際飛行時間_分鐘,經濟指標,機場指標,competing_flights,平均價格,預測_平均價格,預測中位數,預測區間下界,預測區間上界,抵達機場代號
上午班機,TSA,下午抵達,1,0,3,1,1,0,2,0,230,965,0.5468126,0.5891658,26,78665.0,61321.547,63952.668,49777.218817241686,85483.51248328785,JFK
早晨班機,TPE,晚間抵達,1,0,5,1,1,0,2,0,615,1075,0.5468126,0.5891658,18,50632.0,49111.76,45354.09,38249.8179460341,50027.62870520489,JFK
晚間班機,TPE,凌晨抵達,1,1,3,1,1,2,2,0,345,1050,0.5468126,0.5891658,43,48204.0,50840.137,44526.54,38222.37747934983,56217.62831421786,JFK
凌晨班機,TPE,下午抵達,1,0,2,1,1,0,1,1,150,1407,0.5468126,0.5891658,9,57086.0,56239.867,58930.04,48800.770855050156,74811.39881025546,JFK
晚間班機,TPE,下午抵達,1,0,2,1,1,0,1,1,831,963,0.5468126,0.5891658,67,39145.0,37477.324,35496.81,31351.22013962315,42616.44759076904,JFK
下午班機,TPE,凌晨抵達,1,1,3,1,1,2,2,0,770,1050,0.5468126,0.5891658,34,50983.0,57321.066,51771.297,42847.44802363534,65133.401588277506,JFK
下午班機,TPE,晚間抵達,1,0,5,1,1,2,2,1,140,1075,0.5468126,0.5891658,22,62357.0,67911.58,67649.914,56419.13724338273,81267.8252597924,JFK
下午班機,TPE,下午抵達,1,0,2,1,1,2,2,1,1015,1020,0.5468126,0.5891658,59,45808.0,54763.48,51324.18,44372.69918214853,62104.47669659825,JFK
晚間班機,TPE,下午抵達,1,0,2,1,1,0,1,0,340,1470,0.5468126,0.5891658,53,57020.0,57032.062,60057.402,53013.75919975904,67647.83122871841,JFK
晚間班機,TPE,下午抵達,1,0,5,1,1,0,1,0,1019,960,0.5468126,0.5891658,54,28420.0,34594.965,32583.562,28823.99013806758,41539.93595063222,JFK
凌晨班機,TPE,下午抵達,1,0,2,1,1,2,1,1,150,1413,0.5468126,0.5891658,8,56947.0,54629.94,61048.637,51098.53400194882,70607.50150842266,JFK
凌晨班機,TPE,下午抵達,1,1,2,1,1,0,1,0,315,1390,0.5468126,0.5891658,11,59095.0,68842.7,64651.883,57208.4747873222,72045.91991056745,JFK
晚間班機,TPE,下午抵達,1,1,3,1,1,0,2,0,770,1065,0.5468126,0.5891658,66,27894.0,27419.852,27200.752,24397.671875361713,31122.71122245555,JFK
上午班機,TPE,下午抵達,1,0,1,1,1,0,1,0,141,999,0.5468126,0.5891658,33,27773.0,32022.938,31395.812,28591.85953867512,34865.70507189464,JFK
晚間班機,TPE,下午抵達,1,1,3,1,1,2,2,0,670,1065,0.5468126,0.5891658,41,27548.0,33075.113,35258.742,30177.29610607715,41954.62996439483,JFK
下午班機,TPE,下午抵達,1,1,3,1,1,0,2,1,1140,1065,0.5468126,0.5891658,52,22828.0,22640.596,23915.527,22104.898206609705,28363.734560859102,JFK
上午班機,TPE,下午抵達,1,1,2,1,1,2,1,0,65,999,0.5468126,0.5891658,15,27215.0,33028.965,36867.188,32796.25226653122,44936.99355356199,JFK
晚間班機,TPE,凌晨抵達,1,1,3,1,1,2,2,0,335,1050,0.5468126,0.5891658,43,46289.0,51146.176,47292.12,39337.51412002895,55293.496266076385,JFK
凌晨班機,TPE,下午抵達,1,0,3,1,1,0,2,0,645,980,0.5468126,0.5891658,7,47571.0,41246.746,42781.816,36513.430345729095,52039.51020460615,JFK
下午班機,TPE,晚間抵達,1,0,5,1,1,0,2,1,1695,1075,0.5468126,0.5891658,52,40386.0,38300.254,39615.383,34741.07402707449,44409.48352221225,JFK
晚間班機,TPE,下午抵達,1,0,2,1,0,0,1,0,743,962,0.5468126,0.5891658,52,24223.0,29900.39,31995.402,26811.447385784366,37337.00243961923,JFK
下午班機,TPE,晚間抵達,1,0,5,1,1,0,2,1,255,1075,0.5468126,0.5891658,58,48125.0,46847.17,44942.844,39470.32073728592,50339.048371833094,JFK
上午班機,TSA,晚間抵達,1,1,3,1,1,0,2,1,385,945,0.5468126,0.5891658,33,41646.0,37331.527,34315.918,30203.285077775694,41774.6330519059,JFK
晚間班機,TPE,下午抵達,1,1,3,1,1,2,2,1,705,1065,0.5468126,0.5891658,52,26757.0,38111.367,36238.94,30184.398472318833,42340.60283105984,JFK
晚間班機,TPE,凌晨抵達,1,1,3,1,1,0,2,1,335,1050,0.5468126,0.5891658,72,23728.0,23894.46,24530.275,22899.028575627744,27242.777314598203,JFK
下午班機,TSA,上午抵達,1,1,1,1,1,0,2,1,1085,955,0.5468126,0.5891658,52,33189.0,44553.258,43302.188,37682.018928250465,53846.5480440606,JFK
下午班機,TSA,晚間抵達,1,0,1,1,1,0,2,1,1595,930,0.5468126,0.5891658,58,41949.0,47175.043,44209.527,38622.50935659637,51178.39916667805,JFK
晚間班機,TPE,凌晨抵達,1,1,3,1,1,1,2,0,345,1050,0.5468126,0.5891658,59,22416.0,25288.666,26066.426,23477.21511364249,28624.40569211376,JFK
下午班機,TSA,上午抵達,1,1,1,1,1,0,2,1,895,945,0.5468126,0.5891658,51,59907.0,52083.188,47793.773,40654.11623474536,60662.89187998074,JFK
下午班機,TSA,晚間抵達,1,0,1,1,1,0,2,1,210,930,0.5468126,0.5891658,56,89901.0,87254.055,82716.53,69234.55423834032,101880.1735069049,JFK
晚間班機,TPE,上午抵達,1,1,2,1,2,0,2,1,665,990,0.5468126,0.5891658,51,25203.0,26219.938,26424.23,23412.645694990108,31557.752370126385,JFK
上午班機,TPE,晚間抵達,1,1,3,1,1,0,2,1,210,1070,0.5468126,0.5891658,37,26706.0,26929.674,27692.271,25105.593799080758,31430.450670450493,JFK
上午班機,TPE,凌晨抵達,1,1,3,1,1,0,2,1,930,1045,0.5468126,0.5891658,29,24880.0,24745.748,24599.436,23017.106221654572,27967.68500808899,JFK
下午班機,TPE,下午抵達,1,1,3,1,1,2,2,0,935,1065,0.5468126,0.5891658,34,43389.0,60731.574,50052.01,41189.664933859654,61241.847345746835,JFK
