出發時段,出發機場代號,抵達時段,航空聯盟組合,航空公司組合,航空聯盟,停靠站數量,機型分類,假期,飛行時間兩段分類,是否為平日,停留時間_分鐘,實際飛行時間_分鐘,經濟指標,機場指標,competing_flights,平均價格,預測_平均價格,預測中位數,預測區間下界,預測區間上界,抵達機場代號
晚間班機,TSA,上午抵達,1,1,2,1,1,0,2,1,2095,975,0.5468126,0.5891658,71,116114.0,123421.96,117848.21,109634.85231824042,128484.97448364888,JFK
上午班機,TSA,上午抵達,1,0,3,1,1,0,2,0,1335,945,0.5468126,0.5891658,30,159170.0,141571.89,146001.12,132291.8738630986,161398.9400123096,JFK
晚間班機,TPE,晚間抵達,1,0,1,0,1,0,1,1,0,885,0.5468126,0.5891658,35,129500.0,135952.27,122096.7,107721.21410332284,135117.22057248116,JFK
下午班機,TPE,下午抵達,1,1,1,1,1,0,2,1,835,1375,0.5468126,0.5891658,52,158831.0,164558.31,165354.02,149842.47454133563,178855.9472650623,JFK
上午班機,TPE,晚間抵達,1,1,3,1,1,0,2,1,280,1055,0.5468126,0.5891658,26,138230.0,123431.97,123945.805,115906.57681041937,133532.02328245188,JFK
晚間班機,TPE,凌晨抵達,1,1,3,1,1,0,2,0,345,1050,0.5468126,0.5891658,52,121713.0,131011.45,129296.93,119038.79013444949,137530.23589133305,JFK
下午班機,TSA,上午抵達,1,0,1,1,1,0,2,1,915,945,0.5468126,0.5891658,60,149925.0,147276.95,145605.95,134678.99145210488,161783.64338799144,JFK
上午班機,TPE,晚間抵達,1,0,3,1,1,1,2,0,375,955,0.5468126,0.5891658,33,118766.0,148122.94,127205.22,113619.60063190371,142473.776586764,JFK
晚間班機,TPE,下午抵達,1,1,3,1,1,0,2,1,670,1065,0.5468126,0.5891658,39,123822.0,119193.49,115140.086,105289.05496511147,122304.06542672304,JFK
晚間班機,TPE,晚間抵達,1,1,1,1,1,0,1,0,550,1430,0.5468126,0.5891658,78,170039.0,158126.97,164405.84,151722.2886135565,182549.38116175946,JFK
晚間班機,TPE,晚間抵達,1,0,1,1,1,0,1,1,996,953,0.5468126,0.5891658,77,122994.0,133578.38,121313.71,113295.21285719507,134775.15089518394,JFK
下午班機,TPE,上午抵達,1,0,1,1,1,1,2,1,905,1000,0.5468126,0.5891658,64,111145.0,119721.42,116317.05,108098.99613244494,125225.28740042991,JFK
上午班機,TPE,晚間抵達,1,1,1,1,1,0,1,0,1245,1430,0.5468126,0.5891658,22,168570.0,164001.98,165141.58,151126.38325553437,179750.83347354,JFK
下午班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,65,1060,0.5468126,0.5891658,59,146335.0,135739.67,136791.64,122419.38261396291,165219.62226925915,JFK
晚間班機,TPE,下午抵達,1,1,5,1,2,2,2,1,175,1460,0.5468126,0.5891658,61,181718.0,162125.3,158667.61,142698.1188354953,177567.3444946062,JFK
上午班機,TPE,凌晨抵達,1,1,3,1,1,0,2,1,860,1060,0.5468126,0.5891658,37,112677.0,113988.734,111699.04,103732.83078684205,117749.37515627293,JFK
下午班機,TPE,下午抵達,1,1,1,1,1,0,2,1,1040,1375,0.5468126,0.5891658,56,168845.0,162815.73,158835.97,137750.10775069566,181062.3223960555,JFK
晚間班機,TPE,上午抵達,1,1,2,1,2,0,2,1,665,990,0.5468126,0.5891658,55,92662.0,101355.63,102546.58,94940.20447195054,118134.60201051793,JFK
下午班機,TPE,凌晨抵達,1,1,3,1,1,1,2,1,495,1050,0.5468126,0.5891658,64,113118.0,111856.7,112481.75,104461.59900412,118898.06808309651,JFK
早晨班機,TPE,晚間抵達,1,0,2,1,2,0,2,0,540,985,0.5468126,0.5891658,17,194751.0,182684.69,171272.64,150667.04957188418,184986.25708553178,JFK
上午班機,TPE,早晨抵達,1,1,2,1,1,0,1,0,1010,1000,0.5468126,0.5891658,32,143751.0,113322.34,121976.59,108492.65737429095,142373.43462486594,JFK
上午班機,TPE,晚間抵達,1,0,1,1,1,0,1,1,474,995,0.5468126,0.5891658,37,124527.0,116236.43,124499.29,111516.13195715213,132933.11387608823,JFK
晚間班機,TPE,晚間抵達,1,0,1,1,1,0,1,0,956,953,0.5468126,0.5891658,73,135389.0,142986.84,127408.46,114422.27369141503,140110.31923115937,JFK
下午班機,TPE,凌晨抵達,1,1,3,1,1,0,2,1,770,1050,0.5468126,0.5891658,57,113065.0,115364.42,112556.97,104649.12866410507,117458.58344007884,JFK
晚間班機,TPE,下午抵達,1,1,3,1,1,0,2,1,605,1070,0.5468126,0.5891658,50,115310.0,117989.34,113464.875,104122.04062684886,120438.93244109268,JFK
早晨班機,TPE,晚間抵達,1,0,5,1,1,0,2,1,615,1075,0.5468126,0.5891658,17,139722.0,128408.12,118718.945,103532.84982385054,134915.44323771127,JFK
下午班機,TPE,凌晨抵達,1,1,3,1,1,0,2,1,770,1050,0.5468126,0.5891658,57,109776.0,115364.42,112556.97,104649.12866410507,117458.58344007884,JFK
下午班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,65,1060,0.5468126,0.5891658,24,185909.0,194046.55,184166.16,158023.36334087866,226249.45960240735,JFK
晚間班機,TPE,早晨抵達,1,0,1,1,0,0,1,1,340,939,0.5468126,0.5891658,63,125571.0,126156.33,112863.86,101528.11866537463,127140.8137106288,JFK
晚間班機,TSA,上午抵達,1,1,2,1,1,0,2,0,2095,975,0.5468126,0.5891658,52,113415.0,124010.24,122783.89,108657.31380815776,134319.8784440694,JFK
下午班機,TSA,上午抵達,1,1,1,1,1,1,2,0,895,945,0.5468126,0.5891658,50,105784.0,115837.05,108828.63,101845.81572267761,119060.61451455184,JFK
下午班機,TPE,下午抵達,1,1,3,1,1,0,2,1,935,1065,0.5468126,0.5891658,57,110947.0,114688.79,113531.984,106038.22381002606,117621.997122418,JFK
上午班機,TPE,凌晨抵達,1,1,3,1,1,0,2,1,800,1060,0.5468126,0.5891658,18,119838.0,115510.29,116515.78,107807.92132381615,123949.32339614499,JFK
上午班機,TSA,晚間抵達,1,1,3,1,1,0,2,1,385,945,0.5468126,0.5891658,15,176582.0,165266.2,156235.55,144209.6451209047,170991.79130187156,JFK
下午班機,TSA,晚間抵達,1,1,1,1,1,0,2,1,325,940,0.5468126,0.5891658,62,91834.0,108921.25,110873.234,104472.26422253944,121170.598902327,JFK
早晨班機,TPE,晚間抵達,1,0,3,1,1,0,2,1,435,1055,0.5468126,0.5891658,17,306115.0,299996.75,271526.8,225090.0805511645,302572.4396795071,JFK
晚間班機,TPE,上午抵達,1,1,2,1,2,0,2,1,665,990,0.5468126,0.5891658,55,89897.0,101355.63,102546.58,94940.20447195054,118134.60201051793,JFK
上午班機,TPE,晚間抵達,1,1,1,1,1,2,1,1,1245,1430,0.5468126,0.5891658,12,167497.0,165631.8,162827.38,149086.39053805423,174113.48702637464,JFK
下午班機,TSA,晚間抵達,1,1,3,1,1,0,2,1,1460,945,0.5468126,0.5891658,55,146669.0,136153.64,139392.55,129545.86246224777,162554.52035663193,JFK
早晨班機,TPE,晚間抵達,1,0,1,1,1,0,2,1,655,945,0.5468126,0.5891658,17,149477.0,140787.88,132450.27,120011.9278172827,143724.67554858394,JFK
早晨班機,TPE,晚間抵達,1,0,5,1,1,0,2,0,615,1075,0.5468126,0.5891658,19,142156.0,142952.2,136274.7,121051.13016861172,150821.91368012526,JFK
下午班機,TSA,下午抵達,1,0,2,1,1,0,2,1,1275,1000,0.5468126,0.5891658,32,175498.0,177030.44,173400.0,158710.73323171632,192465.3598473063,JFK
晚間班機,TPE,下午抵達,1,0,1,1,1,0,1,1,960,940,0.5468126,0.5891658,78,138106.0,140810.97,127713.81,115725.05805143157,146913.02698666268,JFK
早晨班機,TPE,凌晨抵達,1,1,3,1,1,0,2,1,1010,1055,0.5468126,0.5891658,15,109789.0,119072.72,115241.92,109920.60426782785,123612.30673728907,JFK
上午班機,TSA,下午抵達,1,0,3,1,1,0,2,1,230,965,0.5468126,0.5891658,37,127387.0,130790.37,141638.73,129551.79896028385,156892.4417272972,JFK
晚間班機,TPE,晚間抵達,1,0,1,0,1,2,1,1,0,885,0.5468126,0.5891658,36,181769.0,138500.89,133692.69,118302.18287781242,153485.949215757,JFK
下午班機,TSA,上午抵達,1,1,1,1,1,0,2,1,895,945,0.5468126,0.5891658,51,104704.0,111815.21,108999.914,100763.29496753895,125871.48619258738,JFK
晚間班機,TPE,下午抵達,1,0,2,1,1,0,1,0,831,963,0.5468126,0.5891658,78,154457.0,124091.63,126141.65,116016.94356195795,141267.04424301288,JFK
晚間班機,TPE,凌晨抵達,1,1,3,1,1,0,2,0,240,1050,0.5468126,0.5891658,73,148661.0,131799.2,131000.46,119681.00555126394,137249.16887505213,JFK
下午班機,TPE,凌晨抵達,1,1,3,1,1,0,2,1,770,1050,0.5468126,0.5891658,58,113055.0,114252.23,111753.06,104011.54423381925,116349.62347100329,JFK
下午班機,TPE,晚間抵達,1,1,1,1,1,0,2,1,1040,1375,0.5468126,0.5891658,31,183663.0,162722.28,162902.4,152040.64641797933,174058.44234419553,JFK
下午班機,TSA,下午抵達,1,0,3,1,1,0,2,0,1305,965,0.5468126,0.5891658,58,129949.0,123389.72,127691.4,115492.25964489528,150224.1971213631,JFK
上午班機,TPE,晚間抵達,1,0,1,1,1,0,1,1,479,1010,0.5468126,0.5891658,40,164664.0,123552.33,133992.78,120354.87530846818,147637.2844674888,JFK
下午班機,TPE,凌晨抵達,1,1,3,1,1,0,2,1,495,1050,0.5468126,0.5891658,58,110966.0,113350.45,113652.234,106159.97457520156,119077.45457773643,JFK
上午班機,TPE,晚間抵達,1,0,1,1,0,0,1,1,479,1010,0.5468126,0.5891658,39,162233.0,124117.67,131304.28,118616.8909424486,144337.31567757062,JFK
下午班機,TPE,上午抵達,1,0,2,1,2,0,2,1,885,990,0.5468126,0.5891658,57,130943.0,139264.47,132119.98,123900.23237239894,140893.414846163,JFK
下午班機,TSA,上午抵達,1,1,1,1,1,0,2,1,895,945,0.5468126,0.5891658,53,91168.0,106613.81,102637.47,96701.86168353831,116061.25361188229,JFK
上午班機,TPE,凌晨抵達,1,1,3,1,1,0,2,0,860,1060,0.5468126,0.5891658,30,123049.0,122290.15,122366.56,114925.63593415763,131248.70898019432,JFK
晚間班機,TPE,下午抵達,1,0,1,1,1,0,1,1,1030,938,0.5468126,0.5891658,65,155326.0,152698.6,131161.1,118879.0596036578,147999.3484013927,JFK
下午班機,TPE,晚間抵達,1,0,5,1,1,0,2,1,255,1075,0.5468126,0.5891658,57,129853.0,135538.64,128877.13,113942.71669665936,149101.36648454345,JFK
晚間班機,TPE,上午抵達,1,1,2,1,2,2,2,1,665,990,0.5468126,0.5891658,38,115676.0,107326.9,112310.57,101269.38686023238,137856.30523056263,JFK
下午班機,TSA,晚間抵達,1,0,1,1,1,0,2,1,1595,930,0.5468126,0.5891658,61,134456.0,127846.64,124853.85,114167.64173190028,141509.16137230303,JFK
晚間班機,TPE,下午抵達,1,0,1,1,0,0,1,1,871,999,0.5468126,0.5891658,77,124694.0,141123.94,130706.82,116789.86935129584,147106.96295752074,JFK
下午班機,TPE,下午抵達,1,1,3,1,1,0,2,1,865,1065,0.5468126,0.5891658,49,114589.0,117541.0,115007.516,107822.48085412293,122739.26934525048,JFK
上午班機,TSA,下午抵達,1,0,3,1,1,0,2,1,230,965,0.5468126,0.5891658,37,126424.0,130790.37,141638.73,129551.79896028385,156892.4417272972,JFK
晚間班機,TPE,下午抵達,1,0,1,1,1,0,1,1,1020,940,0.5468126,0.5891658,73,187644.0,150004.97,129493.63,118715.09674222313,147612.3018272878,JFK
下午班機,TPE,凌晨抵達,1,1,3,1,1,0,2,1,565,1050,0.5468126,0.5891658,57,109799.0,115865.22,114023.63,107012.13199011938,119715.65990600733,JFK
下午班機,TPE,凌晨抵達,1,1,3,1,1,0,2,1,495,1050,0.5468126,0.5891658,51,146613.0,146052.1,135236.64,121965.40668852281,145176.21247006903,JFK
晚間班機,TPE,晚間抵達,1,1,3,1,1,0,2,1,1025,1065,0.5468126,0.5891658,62,112541.0,115514.695,119537.4,107000.37837321109,132537.13726926543,JFK
下午班機,TSA,上午抵達,1,1,3,1,1,0,2,0,940,945,0.5468126,0.5891658,49,148589.0,160145.58,157706.05,143214.15818544294,183181.76788435006,JFK
下午班機,TPE,上午抵達,1,1,2,1,2,0,2,1,1090,985,0.5468126,0.5891658,59,90306.0,98276.01,98157.516,93611.50467413398,105679.10726089629,JFK
晚間班機,TPE,凌晨抵達,1,1,3,1,1,0,2,1,235,1055,0.5468126,0.5891658,52,126575.0,132706.94,126819.91,118235.58264361131,134887.76672900302,JFK
上午班機,TPE,晚間抵達,1,1,2,1,1,0,1,1,465,1009,0.5468126,0.5891658,37,114904.0,110583.89,116023.45,104955.38714633873,131245.96466811313,JFK
上午班機,TPE,下午抵達,1,0,1,1,1,0,1,1,141,999,0.5468126,0.5891658,39,127406.0,128745.445,128613.16,118921.23611874435,139430.60862094487,JFK
下午班機,TPE,凌晨抵達,1,1,3,1,1,0,2,1,565,1050,0.5468126,0.5891658,49,114443.0,120594.38,118152.51,112204.35728425054,126060.39884969073,JFK
下午班機,TPE,晚間抵達,1,1,3,1,1,0,2,1,65,1060,0.5468126,0.5891658,58,115949.0,125113.695,121942.516,113860.86416859538,130093.06756015177,JFK
下午班機,TPE,晚間抵達,1,1,2,1,2,0,2,1,220,985,0.5468126,0.5891658,52,91508.0,94293.56,93949.055,89140.45846295108,98682.94179079674,JFK
凌晨班機,TPE,晚間抵達,1,1,2,1,1,0,1,0,530,1385,0.5468126,0.5891658,12,176317.0,178574.84,171032.69,155600.41673749973,203391.25099578223,JFK
晚間班機,TPE,凌晨抵達,1,1,3,1,1,0,2,1,345,1050,0.5468126,0.5891658,53,145881.0,130623.21,125214.56,113856.06200379836,132497.74164106598,JFK
下午班機,TPE,上午抵達,1,0,2,1,2,0,2,1,885,990,0.5468126,0.5891658,31,136727.0,136251.7,132929.38,123995.71403338836,143133.6221752976,JFK
下午班機,TSA,上午抵達,1,0,1,1,1,0,2,1,915,945,0.5468126,0.5891658,58,149911.0,149204.56,145547.92,134912.82490296185,157961.07844513355,JFK
晚間班機,TPE,下午抵達,1,0,1,1,1,0,1,1,801,999,0.5468126,0.5891658,77,130092.0,140830.31,132883.73,117231.72512693006,146388.63664688214,JFK
上午班機,TPE,晚間抵達,1,1,3,1,1,0,2,1,210,1070,0.5468126,0.5891658,29,125410.0,136831.05,134286.5,120933.1141824343,156400.934940597,JFK
晚間班機,TPE,下午抵達,1,0,1,1,0,0,1,1,711,999,0.5468126,0.5891658,62,124987.0,124806.234,126215.3,113009.99432990751,136261.62162633275,JFK
下午班機,TPE,晚間抵達,1,1,5,1,1,0,2,1,120,1075,0.5468126,0.5891658,58,171039.0,119506.27,116727.984,92711.58097983629,147050.89849714804,JFK
上午班機,TSA,上午抵達,1,1,3,1,1,0,2,0,1305,945,0.5468126,0.5891658,17,153158.0,159781.12,148567.31,134713.1642635606,160318.2599172222,JFK
下午班機,TSA,晚間抵達,1,0,1,1,1,0,2,1,1595,930,0.5468126,0.5891658,57,127434.0,129107.67,125305.71,115790.00398001478,139823.29933250602,JFK
下午班機,TPE,下午抵達,1,1,3,1,1,0,2,1,935,1065,0.5468126,0.5891658,52,110292.0,115211.7,114386.87,106590.77468647996,119264.0013176109,JFK
下午班機,TPE,晚間抵達,1,0,2,0,1,0,1,0,0,885,0.5468126,0.5891658,54,124552.0,128038.445,123557.516,110576.93256151599,137574.89656562966,JFK
晚間班機,TSA,上午抵達,1,1,2,1,1,0,2,0,2095,975,0.5468126,0.5891658,66,118531.0,113782.05,120143.586,110440.24681429904,133160.46186240748,JFK
上午班機,TSA,下午抵達,1,0,3,1,1,0,2,0,230,965,0.5468126,0.5891658,33,137659.0,135851.17,145331.55,130419.55351897952,161705.65323925368,JFK
上午班機,TSA,上午抵達,1,1,3,1,1,0,2,0,1305,945,0.5468126,0.5891658,26,134583.0,149531.05,147313.61,135611.30291949384,163681.3472247192,JFK
凌晨班機,TPE,晚間抵達,1,1,2,1,1,0,1,1,530,1385,0.5468126,0.5891658,12,154574.0,153003.98,153831.95,146106.3355486559,162728.91234590282,JFK
晚間班機,TPE,下午抵達,1,1,3,1,1,0,2,1,770,1065,0.5468126,0.5891658,73,111052.0,106158.77,107649.91,93783.0869675493,117339.49290692135,JFK
晚間班機,TPE,下午抵達,1,0,2,1,0,0,1,1,851,994,0.5468126,0.5891658,73,134281.0,131078.94,132779.86,122882.73286439151,150441.1722943047,JFK
晚間班機,TPE,晚間抵達,1,0,1,1,1,0,1,1,1016,953,0.5468126,0.5891658,67,130211.0,138226.69,128175.04,115758.17227902471,140640.00776904201,JFK
下午班機,TPE,晚間抵達,1,0,5,1,1,0,2,1,155,1100,0.5468126,0.5891658,47,283834.0,212247.17,201034.16,146966.57206005414,248452.05790018427,JFK
早晨班機,TPE,晚間抵達,1,0,5,1,1,1,2,0,615,1075,0.5468126,0.5891658,18,156603.0,146502.14,139780.73,123322.45391580937,154593.80148119078,JFK
晚間班機,TPE,凌晨抵達,1,1,3,1,1,0,2,1,285,1050,0.5468126,0.5891658,76,110260.0,118733.9,116943.48,102184.77001552292,124158.69906754298,JFK
上午班機,TPE,晚間抵達,1,0,1,1,0,0,1,1,474,995,0.5468126,0.5891658,37,124957.0,115450.82,123125.82,111557.5394378615,131467.62814094897,JFK
上午班機,TPE,晚間抵達,1,1,3,1,1,0,2,1,305,960,0.5468126,0.5891658,35,127952.0,133288.23,131431.19,123767.345498192,143224.6616201166,JFK
晚間班機,TPE,下午抵達,1,1,3,1,1,2,2,0,705,1065,0.5468126,0.5891658,41,125226.0,132261.31,127369.95,117593.99340523027,136993.80091782942,JFK
下午班機,TSA,晚間抵達,1,1,3,1,1,0,2,0,1460,945,0.5468126,0.5891658,49,112244.0,132933.3,137090.7,124226.82006117854,165060.21418064611,JFK
下午班機,TSA,上午抵達,1,1,1,1,1,0,2,1,895,945,0.5468126,0.5891658,61,96444.0,108714.52,105611.055,98601.53762309205,112425.3173846287,JFK
下午班機,TPE,晚間抵達,1,0,1,1,1,0,1,1,204,1010,0.5468126,0.5891658,65,163334.0,146328.84,146775.95,133416.9352867019,162367.98508625015,JFK
晚間班機,TPE,下午抵達,1,1,3,1,1,0,2,1,670,1065,0.5468126,0.5891658,35,110474.0,118930.06,116064.18,108113.94295591998,127937.03863045343,JFK
上午班機,TPE,晚間抵達,1,1,3,1,1,0,2,1,265,1070,0.5468126,0.5891658,37,124748.0,121590.66,117795.4,108862.87650678125,123901.21311609194,JFK
下午班機,TPE,下午抵達,1,0,2,1,1,0,2,0,935,1015,0.5468126,0.5891658,53,173693.0,191467.3,175767.72,152238.66156253984,202583.5532538387,JFK
早晨班機,TPE,晚間抵達,1,0,3,1,1,0,2,0,435,1055,0.5468126,0.5891658,18,306115.0,309918.47,275699.4,229748.67737801519,310870.5967995533,JFK
下午班機,TPE,上午抵達,1,0,3,1,1,0,2,0,880,955,0.5468126,0.5891658,54,106133.0,122982.18,120907.03,109578.5628845264,130506.20586050705,JFK
上午班機,TPE,晚間抵達,1,1,5,1,1,0,2,1,455,1070,0.5468126,0.5891658,33,66486.0,85191.016,81158.73,72662.59047814294,93602.22044705047,JFK
凌晨班機,TPE,下午抵達,1,0,3,1,1,0,2,0,645,980,0.5468126,0.5891658,7,108667.0,117037.65,113418.9,101846.08282693187,130427.49845248435,JFK
上午班機,TSA,上午抵達,1,1,3,1,1,0,2,1,1305,945,0.5468126,0.5891658,29,147242.0,138266.9,140382.44,134748.38022336445,152811.15160516737,JFK
上午班機,TPE,下午抵達,1,0,1,1,0,0,1,0,141,999,0.5468126,0.5891658,33,133312.0,138541.84,134810.42,124222.17897274731,145066.97014145076,JFK
晚間班機,TPE,晚間抵達,1,0,1,1,0,0,1,1,1016,953,0.5468126,0.5891658,76,128177.0,138671.66,123654.53,112124.52075177513,137374.25056530413,JFK
晚間班機,TPE,下午抵達,1,1,3,1,1,0,2,1,670,1065,0.5468126,0.5891658,71,110292.0,114317.29,112289.36,103355.60238909771,118422.30692731673,JFK
晚間班機,TPE,凌晨抵達,1,1,3,1,1,0,2,1,345,1050,0.5468126,0.5891658,72,113502.0,118363.86,115800.82,105926.84304840124,121151.61994759948,JFK
下午班機,TSA,晚間抵達,1,1,3,1,1,0,2,0,1460,945,0.5468126,0.5891658,51,125839.0,132012.31,141297.94,126649.863346694,176506.8675023899,JFK
下午班機,TPE,上午抵達,1,1,1,1,1,0,2,0,800,970,0.5468126,0.5891658,32,100974.0,96674.15,95126.07,90003.785249015,100897.14506146536,JFK
下午班機,TPE,晚間抵達,1,1,2,1,2,1,2,0,220,985,0.5468126,0.5891658,63,106393.0,100456.63,103871.21,92614.22687257992,118125.93855199838,JFK
下午班機,TPE,下午抵達,1,0,2,1,1,0,2,1,1015,1020,0.5468126,0.5891658,62,197111.0,173325.27,163833.0,149311.07028447607,175026.30302039164,JFK
下午班機,TSA,上午抵達,1,1,3,1,1,0,2,1,940,945,0.5468126,0.5891658,59,156966.0,146046.95,145962.42,132539.4029766791,170263.00079398675,JFK
上午班機,TSA,上午抵達,1,0,3,1,1,0,2,1,1335,945,0.5468126,0.5891658,14,180914.0,148385.64,146660.52,133053.62454127334,166113.02917516537,JFK
早晨班機,TPE,晚間抵達,1,0,1,1,1,0,2,0,600,945,0.5468126,0.5891658,14,150781.0,146483.27,134283.94,123818.3824155262,148661.4749209937,JFK
早晨班機,TPE,晚間抵達,1,1,3,1,1,0,2,1,360,1065,0.5468126,0.5891658,16,115912.0,118273.36,116935.67,108896.71173329651,123926.93382269196,JFK
下午班機,TSA,晚間抵達,1,1,3,1,1,0,2,1,1460,945,0.5468126,0.5891658,55,143861.0,136153.64,139392.55,129545.86246224777,162554.52035663193,JFK
晚間班機,TPE,下午抵達,1,1,3,1,1,2,2,1,705,1065,0.5468126,0.5891658,52,133787.0,123965.305,121024.82,112238.04023259101,129912.43312488991,JFK
上午班機,TSA,上午抵達,1,0,3,1,1,0,2,1,1335,945,0.5468126,0.5891658,29,162370.0,136309.55,136331.9,125532.50850755647,149744.80794613942,JFK
晚間班機,TPE,下午抵達,1,1,3,1,1,0,2,1,705,1065,0.5468126,0.5891658,76,110288.0,109584.33,113076.64,96185.36058800537,121299.53800716683,JFK
晚間班機,TPE,下午抵達,1,1,3,1,1,0,2,0,715,1065,0.5468126,0.5891658,73,125628.0,123377.48,121479.266,107678.44502903365,128977.3433061949,JFK
晚間班機,TPE,下午抵達,1,0,1,1,0,0,1,1,871,999,0.5468126,0.5891658,78,127548.0,140181.77,129878.52,117377.99440939358,143884.22835700164,JFK
上午班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,280,1055,0.5468126,0.5891658,27,139238.0,150593.66,144641.44,129469.90733433396,166990.845223344,JFK
晚間班機,TPE,早晨抵達,1,0,2,1,1,0,1,1,205,1006,0.5468126,0.5891658,35,127826.0,131456.12,130892.19,119722.95278183641,146944.2604093776,JFK
下午班機,TSA,晚間抵達,1,0,1,1,1,0,2,1,1595,930,0.5468126,0.5891658,56,145136.0,131778.47,126352.83,117194.43117161098,141783.56712198287,JFK
下午班機,TSA,上午抵達,1,1,1,1,1,1,2,1,895,945,0.5468126,0.5891658,64,93872.0,106463.234,102395.88,96343.15390052988,114937.50650667903,JFK
下午班機,TSA,上午抵達,1,0,1,1,1,2,2,1,915,945,0.5468126,0.5891658,34,149769.0,155664.14,149086.64,136559.00523843145,164561.36692349782,JFK
下午班機,TPE,凌晨抵達,1,1,3,1,1,1,2,0,495,1050,0.5468126,0.5891658,63,117646.0,110028.45,113582.02,107157.49156996224,119978.40342182665,JFK
早晨班機,TPE,晚間抵達,1,0,2,1,2,0,2,1,540,985,0.5468126,0.5891658,17,194757.0,166300.84,155559.52,139152.853765648,167547.9136035255,JFK
下午班機,TPE,下午抵達,1,1,3,1,1,0,2,1,935,1065,0.5468126,0.5891658,58,112614.0,114719.85,111995.25,106107.5537747552,116176.04425680642,JFK
早晨班機,TPE,晚間抵達,1,0,3,1,1,1,2,0,435,1055,0.5468126,0.5891658,18,307426.0,295504.06,266626.66,216312.73327075868,302854.7940434787,JFK
早晨班機,TPE,晚間抵達,1,0,1,1,1,0,2,1,600,945,0.5468126,0.5891658,17,166799.0,142038.05,132667.08,119943.79883781215,144781.8672426001,JFK
上午班機,TPE,晚間抵達,1,1,3,1,1,0,2,1,265,1070,0.5468126,0.5891658,17,115383.0,122125.12,119571.03,109258.03528357933,132638.51579260777,JFK
晚間班機,TPE,晚間抵達,1,1,1,1,1,1,1,0,790,1435,0.5468126,0.5891658,59,169571.0,157750.86,157921.86,135583.86834170148,172326.39623197573,JFK
早晨班機,TPE,晚間抵達,1,0,5,1,1,0,2,1,615,1075,0.5468126,0.5891658,16,117296.0,128862.14,118125.125,104602.58132080431,134505.7431538411,JFK
下午班機,TPE,晚間抵達,1,1,3,1,1,0,2,1,65,1060,0.5468126,0.5891658,57,121507.0,123188.77,121873.46,112762.01897629295,130433.1892502713,JFK
早晨班機,TSA,上午抵達,1,0,1,1,1,0,2,1,1470,945,0.5468126,0.5891658,17,109503.0,118892.984,120072.11,110697.16423164855,133000.201562459,JFK
晚間班機,TPE,下午抵達,1,0,5,1,1,0,1,0,961,958,0.5468126,0.5891658,71,132127.0,147199.44,128225.164,110925.61822277351,152883.93343103133,JFK
下午班機,TPE,凌晨抵達,1,1,3,1,1,0,2,1,505,1050,0.5468126,0.5891658,65,111163.0,115766.586,118251.59,108503.211584294,126082.76203547872,JFK
上午班機,TPE,下午抵達,1,0,1,1,1,0,1,1,146,1014,0.5468126,0.5891658,16,166061.0,161366.83,153309.69,140141.92071789518,170977.72289272907,JFK
下午班機,TPE,凌晨抵達,1,1,3,1,1,0,2,0,655,1050,0.5468126,0.5891658,51,133222.0,130534.05,130620.09,121162.08544795537,138325.82987115267,JFK
上午班機,TPE,凌晨抵達,1,1,3,1,1,0,2,1,915,1060,0.5468126,0.5891658,29,109787.0,113521.164,113469.09,106375.48118507657,119783.78210521229,JFK
上午班機,TPE,晚間抵達,1,1,3,1,1,0,2,1,305,960,0.5468126,0.5891658,24,156978.0,130191.16,130156.52,120620.25256860467,148888.85818945456,JFK
晚間班機,TPE,下午抵達,1,0,1,1,1,2,1,1,1030,938,0.5468126,0.5891658,61,143443.0,144846.7,134020.12,118506.12190809072,151604.47339049878,JFK
上午班機,TSA,晚間抵達,1,0,2,1,2,0,2,1,400,990,0.5468126,0.5891658,35,198583.0,188368.75,183384.66,165716.88131739097,203547.23838719726,JFK
晚間班機,TSA,上午抵達,1,1,2,1,1,0,2,0,655,975,0.5468126,0.5891658,54,111793.0,117771.695,118179.555,108328.9038970864,129263.22112364098,JFK
下午班機,TPE,晚間抵達,1,1,5,1,1,0,2,1,120,1075,0.5468126,0.5891658,31,196786.0,111244.78,115314.59,89699.75428770005,142388.01462447323,JFK
下午班機,TSA,上午抵達,1,1,1,1,1,2,2,1,1085,955,0.5468126,0.5891658,34,134359.0,127334.73,130737.62,116702.03157554127,144460.50458497813,JFK
上午班機,TPE,晚間抵達,1,1,1,1,1,0,1,0,1245,1430,0.5468126,0.5891658,33,167621.0,177252.75,170471.86,156462.69419654968,183112.05969771263,JFK
早晨班機,TPE,晚間抵達,1,0,2,1,2,0,2,1,540,985,0.5468126,0.5891658,15,166601.0,166622.47,158429.62,141403.36279154557,173621.21111760545,JFK
下午班機,TSA,下午抵達,1,0,3,1,1,0,2,1,1305,965,0.5468126,0.5891658,24,141071.0,132150.23,145067.33,125025.41303377457,168982.96436105506,JFK
下午班機,TPE,上午抵達,1,1,2,1,2,1,2,1,1090,985,0.5468126,0.5891658,64,94330.0,104194.055,104505.44,94788.13494338322,119000.50140860725,JFK
