出發時段,出發機場代號,抵達時段,航空聯盟組合,航空公司組合,航空聯盟,停靠站數量,機型分類,假期,飛行時間兩段分類,是否為平日,停留時間_分鐘,實際飛行時間_分鐘,經濟指標,機場指標,competing_flights,平均價格,預測_平均價格,抵達機場代號
上午班機,TPE,上午抵達,0,0,3,1,1,2,2,1,270,760,0.5468126,1.7011215,58,52817,67114.55,LAX
上午班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,685,885,0.5468126,1.7011215,58,28443,26549.727,LAX
上午班機,TPE,下午抵達,1,1,3,1,1,2,2,1,220,895,0.5468126,1.7011215,58,31016,29080.23,LAX
上午班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,740,885,0.5468126,1.7011215,58,28260,26439.508,LAX
上午班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,755,870,0.5468126,1.7011215,58,28294,26715.51,LAX
上午班機,TPE,下午抵達,1,1,3,1,1,2,2,1,275,895,0.5468126,1.7011215,58,30991,28272.805,LAX
上午班機,TPE,下午抵達,1,1,3,1,1,2,2,1,290,880,0.5468126,1.7011215,58,31016,27558.72,LAX
上午班機,TPE,上午抵達,1,1,3,1,1,2,2,1,150,765,0.5468126,1.7011215,58,52573,54297.777,LAX
上午班機,TSA,上午抵達,1,1,3,1,1,2,2,1,185,760,0.5468126,1.7011215,58,56123,49480.77,LAX
上午班機,TSA,上午抵達,1,1,3,1,1,2,2,1,230,750,0.5468126,1.7011215,58,56098,41768.4,LAX
上午班機,TPE,晚間抵達,1,1,1,1,1,2,1,1,600,776,0.5468126,1.7011215,58,26795,26830.514,LAX
上午班機,TPE,晚間抵達,1,1,1,1,0,2,1,1,710,776,0.5468126,1.7011215,58,26344,27354.943,LAX
上午班機,TPE,晚間抵達,1,1,1,1,1,2,1,1,784,776,0.5468126,1.7011215,58,25738,27123.453,LAX
上午班機,TPE,凌晨抵達,1,1,1,1,1,2,1,1,960,776,0.5468126,1.7011215,58,25794,26721.602,LAX
上午班機,TPE,上午抵達,1,1,1,1,1,2,1,1,150,778,0.5468126,1.7011215,58,27771,27973.107,LAX
上午班機,TPE,下午抵達,1,1,1,1,1,2,1,1,273,778,0.5468126,1.7011215,58,28267,27720.598,LAX
上午班機,TPE,下午抵達,1,1,1,1,1,2,1,1,395,776,0.5468126,1.7011215,58,29613,26517.234,LAX
上午班機,TPE,下午抵達,1,1,1,1,1,2,1,1,525,776,0.5468126,1.7011215,58,26143,27371.385,LAX
上午班機,TPE,晚間抵達,1,1,5,1,1,2,2,1,595,885,0.5468126,1.7011215,58,50649,56081.223,LAX
上午班機,TPE,上午抵達,1,1,2,1,1,2,1,1,65,845,0.5468126,1.7011215,58,27139,28158.277,LAX
上午班機,TPE,晚間抵達,1,1,2,1,1,2,1,1,714,846,0.5468126,1.7011215,58,28311,27263.344,LAX
上午班機,TPE,晚間抵達,1,1,2,1,1,2,1,1,830,852,0.5468126,1.7011215,58,30949,27506.65,LAX
上午班機,TPE,下午抵達,1,1,2,1,1,2,1,1,250,850,0.5468126,1.7011215,58,30628,27707.832,LAX
上午班機,TPE,下午抵達,1,1,2,1,1,2,1,1,340,848,0.5468126,1.7011215,58,31042,27728.082,LAX
上午班機,TPE,下午抵達,1,1,2,1,1,2,1,1,475,846,0.5468126,1.7011215,58,32201,27575.074,LAX
上午班機,TPE,早晨抵達,1,0,1,0,1,2,0,1,0,690,0.5468126,1.7011215,58,29421,34107.945,LAX
上午班機,TPE,下午抵達,0,0,1,1,1,2,1,1,600,746,0.5468126,1.7011215,58,32668,34193.312,LAX
上午班機,TPE,晚間抵達,0,0,1,1,1,2,1,1,780,747,0.5468126,1.7011215,58,32277,34382.65,LAX
上午班機,TPE,晚間抵達,0,0,1,1,1,2,1,1,923,748,0.5468126,1.7011215,58,31624,36502.84,LAX
上午班機,TPE,下午抵達,0,0,1,1,1,2,1,1,247,753,0.5468126,1.7011215,58,33846,32082.426,LAX
上午班機,TPE,下午抵達,0,0,1,1,1,2,1,1,379,748,0.5468126,1.7011215,58,34372,32001.23,LAX
上午班機,TPE,下午抵達,0,0,1,1,1,2,1,1,510,748,0.5468126,1.7011215,58,32798,31684.367,LAX
下午班機,TPE,晚間抵達,1,1,5,1,1,2,2,1,280,895,0.5468126,1.7011215,54,50946,57337.85,LAX
下午班機,TPE,上午抵達,1,1,2,1,1,2,2,1,1210,835,0.5468126,1.7011215,54,37544,48646.074,LAX
下午班機,TSA,上午抵達,1,1,2,1,1,2,2,1,1100,810,0.5468126,1.7011215,54,36098,43042.387,LAX
下午班機,TPE,晚間抵達,0,0,5,1,1,2,2,1,315,890,0.5468126,1.7011215,54,84297,72817.86,LAX
下午班機,TSA,上午抵達,1,0,2,1,1,2,2,1,1375,820,0.5468126,1.7011215,54,42653,48849.844,LAX
下午班機,TPE,晚間抵達,0,0,5,1,1,2,2,1,395,890,0.5468126,1.7011215,54,46118,46283.938,LAX
下午班機,TSA,下午抵達,1,1,1,1,1,2,2,1,1465,770,0.5468126,1.7011215,54,93394,33293.133,LAX
下午班機,TSA,下午抵達,1,0,1,1,1,2,2,1,130,780,0.5468126,1.7011215,54,55371,41417.94,LAX
下午班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,540,875,0.5468126,1.7011215,54,29805,28426.402,LAX
下午班機,TPE,下午抵達,1,1,3,1,1,2,2,1,75,885,0.5468126,1.7011215,54,38318,31627.73,LAX
下午班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,390,875,0.5468126,1.7011215,54,30143,28624.672,LAX
下午班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,320,875,0.5468126,1.7011215,54,29989,29779.414,LAX
下午班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,595,875,0.5468126,1.7011215,54,28587,28016.28,LAX
下午班機,TPE,下午抵達,1,1,3,1,1,2,2,1,130,885,0.5468126,1.7011215,54,37346,31071.072,LAX
下午班機,TPE,晚間抵達,1,1,1,1,1,2,2,1,110,1195,0.5468126,1.7011215,54,54014,61418.53,LAX
下午班機,TPE,下午抵達,1,1,1,1,1,2,1,1,115,776,0.5468126,1.7011215,54,30931,31356.732,LAX
下午班機,TPE,凌晨抵達,1,1,1,1,1,2,1,1,680,776,0.5468126,1.7011215,54,31695,29561.36,LAX
下午班機,TPE,下午抵達,1,1,1,1,1,2,1,1,245,776,0.5468126,1.7011215,54,29003,30642.867,LAX
下午班機,TPE,晚間抵達,1,1,1,1,1,2,1,1,320,776,0.5468126,1.7011215,54,28281,26561.377,LAX
下午班機,TPE,晚間抵達,1,1,1,1,0,2,1,1,430,776,0.5468126,1.7011215,54,28184,28032.076,LAX
下午班機,TPE,晚間抵達,1,1,1,1,1,2,1,1,504,776,0.5468126,1.7011215,54,27756,27678.094,LAX
下午班機,TSA,下午抵達,1,0,1,1,1,2,2,1,1485,770,0.5468126,1.7011215,54,25817,28430.172,LAX
下午班機,TSA,上午抵達,1,0,1,1,1,2,2,1,1285,765,0.5468126,1.7011215,54,23149,34289.68,LAX
下午班機,TSA,下午抵達,1,0,1,1,1,2,2,1,1400,770,0.5468126,1.7011215,54,26739,34364.223,LAX
下午班機,TPE,下午抵達,1,1,1,1,1,2,2,1,220,810,0.5468126,1.7011215,54,42392,39423.69,LAX
下午班機,TPE,早晨抵達,1,1,1,1,2,2,2,1,1090,800,0.5468126,1.7011215,54,42128,49439.21,LAX
凌晨班機,TPE,上午抵達,0,0,3,1,1,2,2,1,600,775,0.5468126,1.7011215,12,41419,63326.027,LAX
凌晨班機,TPE,上午抵達,0,0,3,1,1,2,2,1,710,755,0.5468126,1.7011215,12,51164,54133.82,LAX
凌晨班機,TPE,上午抵達,0,0,1,1,1,2,2,1,680,780,0.5468126,1.7011215,12,67176,77229.59,LAX
凌晨班機,TPE,早晨抵達,0,0,5,1,1,2,1,1,670,737,0.5468126,1.7011215,12,37607,34909.625,LAX
凌晨班機,TPE,早晨抵達,0,0,5,1,1,2,1,1,730,743,0.5468126,1.7011215,12,37634,31356.822,LAX
凌晨班機,TPE,下午抵達,0,0,5,1,1,2,1,1,947,738,0.5468126,1.7011215,12,37872,34630.316,LAX
凌晨班機,TPE,晚間抵達,0,0,5,1,1,2,1,1,183,733,0.5468126,1.7011215,12,37689,31770.059,LAX
早晨班機,TPE,上午抵達,1,0,2,1,1,2,2,1,140,840,0.5468126,1.7011215,33,44602,42269.348,LAX
早晨班機,TPE,下午抵達,1,0,2,1,2,2,2,1,500,805,0.5468126,1.7011215,33,57955,60950.03,LAX
早晨班機,TPE,早晨抵達,1,0,2,1,2,2,2,1,190,805,0.5468126,1.7011215,33,57458,61403.418,LAX
早晨班機,TPE,上午抵達,0,0,3,1,1,2,2,1,375,750,0.5468126,1.7011215,33,50774,76206.836,LAX
早晨班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,835,880,0.5468126,1.7011215,33,28294,28596.512,LAX
早晨班機,TPE,下午抵達,1,1,3,1,1,2,2,1,370,890,0.5468126,1.7011215,33,30637,29782.822,LAX
早晨班機,TPE,上午抵達,1,1,3,1,1,2,2,1,115,890,0.5468126,1.7011215,33,32863,27874.6,LAX
早晨班機,TSA,上午抵達,1,0,1,1,1,2,2,1,430,770,0.5468126,1.7011215,33,90865,52467.867,LAX
早晨班機,TPE,上午抵達,1,0,1,1,1,2,2,1,290,780,0.5468126,1.7011215,33,30490,33346.68,LAX
早晨班機,TSA,上午抵達,1,0,1,1,1,2,2,1,400,765,0.5468126,1.7011215,33,25927,28956.496,LAX
早晨班機,TSA,下午抵達,1,0,1,1,1,2,2,1,515,770,0.5468126,1.7011215,33,38021,31086.426,LAX
早晨班機,TPE,上午抵達,1,0,1,1,1,2,2,1,345,780,0.5468126,1.7011215,33,30680,31595.863,LAX
早晨班機,TPE,下午抵達,1,0,1,1,1,2,2,1,460,785,0.5468126,1.7011215,33,30544,33147.934,LAX
早晨班機,TPE,早晨抵達,1,0,1,1,2,2,2,1,250,805,0.5468126,1.7011215,33,51219,44362.293,LAX
早晨班機,TPE,下午抵達,1,0,1,1,1,2,2,1,610,815,0.5468126,1.7011215,33,52349,45012.293,LAX
晚間班機,TPE,上午抵達,1,1,2,1,1,2,2,1,1005,820,0.5468126,1.7011215,91,36616,33135.133,LAX
晚間班機,TPE,晚間抵達,1,0,2,0,1,2,0,1,0,705,0.5468126,1.7011215,91,30433,32521.72,LAX
晚間班機,TPE,上午抵達,0,0,2,1,0,2,1,1,830,805,0.5468126,1.7011215,91,34992,35714.234,LAX
晚間班機,TPE,下午抵達,0,0,2,1,1,2,1,1,970,793,0.5468126,1.7011215,91,39662,42132.27,LAX
晚間班機,TPE,晚間抵達,0,0,2,1,1,2,1,1,155,805,0.5468126,1.7011215,91,33159,34012.12,LAX
晚間班機,TPE,凌晨抵達,0,0,2,1,1,2,1,1,225,756,0.5468126,1.7011215,91,114003,115210.49,LAX
晚間班機,TPE,早晨抵達,0,0,5,1,1,2,2,1,550,900,0.5468126,1.7011215,91,40332,43184.445,LAX
晚間班機,TPE,上午抵達,0,0,2,1,0,2,1,1,820,803,0.5468126,1.7011215,91,33930,40035.453,LAX
晚間班機,TPE,下午抵達,1,0,2,1,1,2,1,1,965,759,0.5468126,1.7011215,91,41825,41627.742,LAX
晚間班機,TPE,早晨抵達,0,0,2,1,1,2,1,1,705,807,0.5468126,1.7011215,91,32843,33373.15,LAX
晚間班機,TPE,上午抵達,0,0,2,1,0,2,1,1,765,810,0.5468126,1.7011215,91,32760,34098.906,LAX
晚間班機,TPE,晚間抵達,0,0,2,1,0,2,1,1,134,805,0.5468126,1.7011215,91,35504,33100.957,LAX
晚間班機,TPE,晚間抵達,0,0,2,1,1,2,1,1,181,803,0.5468126,1.7011215,91,34808,34572.47,LAX
晚間班機,TPE,早晨抵達,0,0,2,1,1,2,1,1,730,763,0.5468126,1.7011215,91,36827,35298.812,LAX
晚間班機,TPE,下午抵達,0,0,2,1,1,2,1,1,947,756,0.5468126,1.7011215,91,38452,36042.582,LAX
晚間班機,TPE,晚間抵達,0,0,2,1,1,2,1,1,183,753,0.5468126,1.7011215,91,36277,34010.887,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,225,875,0.5468126,1.7011215,91,32062,28499.125,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,170,875,0.5468126,1.7011215,91,32112,27582.123,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,160,875,0.5468126,1.7011215,91,32695,27582.123,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,125,875,0.5468126,1.7011215,91,36017,28002.389,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,60,880,0.5468126,1.7011215,91,35889,29541.32,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,2,2,1,700,880,0.5468126,1.7011215,91,31402,29788.617,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,2,2,1,600,885,0.5468126,1.7011215,91,31402,31061.502,LAX
晚間班機,TPE,上午抵達,1,1,1,1,1,2,2,1,125,1610,0.5468126,1.7011215,91,58790,55272.12,LAX
晚間班機,TPE,下午抵達,1,1,1,1,1,2,2,1,475,1615,0.5468126,1.7011215,91,59679,55955.46,LAX
晚間班機,TPE,早晨抵達,1,1,2,1,2,2,2,1,935,810,0.5468126,1.7011215,91,38169,42558.12,LAX
晚間班機,TSA,晚間抵達,1,1,2,1,1,2,2,1,1525,830,0.5468126,1.7011215,91,28762,28798.633,LAX
晚間班機,TPE,晚間抵達,1,0,5,0,1,2,0,1,0,680,0.5468126,1.7011215,91,28291,31744.648,LAX
晚間班機,TPE,早晨抵達,1,1,5,1,1,2,2,1,670,900,0.5468126,1.7011215,91,39460,52458.11,LAX
晚間班機,TPE,晚間抵達,1,0,1,0,1,2,0,1,0,680,0.5468126,1.7011215,91,31457,36406.953,LAX
晚間班機,TPE,下午抵達,1,0,1,0,1,2,0,1,0,680,0.5468126,1.7011215,91,32595,36053.754,LAX
晚間班機,TPE,上午抵達,1,0,1,1,0,2,1,1,815,820,0.5468126,1.7011215,91,42414,46672.76,LAX
晚間班機,TPE,晚間抵達,1,0,1,1,1,2,1,1,140,820,0.5468126,1.7011215,91,45020,46980.547,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,2,1,1,750,758,0.5468126,1.7011215,91,33164,34463.31,LAX
晚間班機,TPE,晚間抵達,0,0,1,1,1,2,1,1,203,748,0.5468126,1.7011215,91,32693,37861.324,LAX
晚間班機,TPE,晚間抵達,0,0,1,1,0,2,1,1,108,795,0.5468126,1.7011215,91,32562,32830.17,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,2,1,1,710,797,0.5468126,1.7011215,91,32111,35294.37,LAX
晚間班機,TPE,上午抵達,0,0,1,1,0,2,1,1,770,800,0.5468126,1.7011215,91,31619,35816.805,LAX
晚間班機,TPE,晚間抵達,0,0,1,1,0,2,1,1,139,795,0.5468126,1.7011215,91,31667,29405.807,LAX
晚間班機,TPE,晚間抵達,0,0,1,1,1,2,1,1,186,793,0.5468126,1.7011215,91,31667,35298.848,LAX
晚間班機,TPE,晚間抵達,0,0,1,1,1,2,1,1,160,748,0.5468126,1.7011215,91,37217,36361.633,LAX
晚間班機,TPE,晚間抵達,0,0,1,1,1,2,1,1,280,747,0.5468126,1.7011215,91,36344,38810.062,LAX
晚間班機,TPE,晚間抵達,0,0,1,1,1,2,1,1,423,748,0.5468126,1.7011215,91,34697,38084.188,LAX
晚間班機,TPE,下午抵達,1,1,5,1,2,2,2,1,175,1570,0.5468126,1.7011215,91,52584,55796.29,LAX
上午班機,TSA,上午抵達,0,0,2,1,1,2,2,1,1415,840,0.5468126,1.7011215,53,48567,33665.04,LAX
上午班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,685,885,0.5468126,1.7011215,53,28294,26004.574,LAX
上午班機,TPE,下午抵達,1,1,3,1,1,2,2,1,220,895,0.5468126,1.7011215,53,31130,28900.186,LAX
上午班機,TPE,下午抵達,1,1,3,1,1,2,2,1,290,880,0.5468126,1.7011215,53,33242,28104.674,LAX
上午班機,TPE,上午抵達,1,1,1,1,1,2,2,1,820,1610,0.5468126,1.7011215,53,52247,52068.387,LAX
上午班機,TPE,晚間抵達,1,1,2,1,1,2,2,1,610,830,0.5468126,1.7011215,53,31666,30652.19,LAX
上午班機,TPE,上午抵達,1,1,3,1,1,2,2,1,150,765,0.5468126,1.7011215,53,59627,53664.355,LAX
上午班機,TPE,晚間抵達,1,1,1,1,0,2,1,1,600,776,0.5468126,1.7011215,53,30727,26626.941,LAX
上午班機,TPE,晚間抵達,1,1,1,1,1,2,1,1,710,776,0.5468126,1.7011215,53,29913,27037.295,LAX
上午班機,TPE,凌晨抵達,1,1,1,1,1,2,1,1,960,776,0.5468126,1.7011215,53,31088,28209.537,LAX
上午班機,TPE,上午抵達,1,1,1,1,1,2,1,1,150,778,0.5468126,1.7011215,53,31907,28315.143,LAX
上午班機,TPE,下午抵達,1,1,1,1,0,2,1,1,273,778,0.5468126,1.7011215,53,31841,28161.527,LAX
上午班機,TPE,下午抵達,1,1,1,1,1,2,1,1,395,776,0.5468126,1.7011215,53,30937,26273.707,LAX
上午班機,TPE,下午抵達,1,1,1,1,1,2,1,1,525,776,0.5468126,1.7011215,53,30343,27120.012,LAX
上午班機,TPE,晚間抵達,1,1,5,1,1,2,2,1,595,885,0.5468126,1.7011215,53,47302,51403.93,LAX
上午班機,TPE,上午抵達,1,1,2,1,1,2,1,1,65,845,0.5468126,1.7011215,53,24073,27774.662,LAX
上午班機,TPE,晚間抵達,1,1,2,1,1,2,1,1,714,846,0.5468126,1.7011215,53,26847,27012.965,LAX
上午班機,TPE,下午抵達,1,1,2,1,1,2,1,1,250,854,0.5468126,1.7011215,53,25180,27900.531,LAX
上午班機,TPE,下午抵達,1,1,2,1,1,2,1,1,340,848,0.5468126,1.7011215,53,24952,27725.49,LAX
上午班機,TPE,下午抵達,1,1,2,1,1,2,1,1,475,846,0.5468126,1.7011215,53,26928,27321.832,LAX
上午班機,TPE,早晨抵達,1,0,1,0,1,2,0,1,0,690,0.5468126,1.7011215,53,30564,32432.703,LAX
上午班機,TPE,凌晨抵達,1,0,1,1,1,2,1,1,965,751,0.5468126,1.7011215,53,105497,103374.625,LAX
上午班機,TPE,下午抵達,1,0,1,1,1,2,2,1,555,880,0.5468126,1.7011215,53,31581,28833.04,LAX
上午班機,TPE,下午抵達,0,0,1,1,1,2,1,1,600,746,0.5468126,1.7011215,53,31171,34664.78,LAX
上午班機,TPE,晚間抵達,0,0,1,1,1,2,1,1,740,747,0.5468126,1.7011215,53,32431,35225.703,LAX
上午班機,TPE,下午抵達,0,0,1,1,1,2,1,1,247,751,0.5468126,1.7011215,53,31453,32068.414,LAX
上午班機,TPE,下午抵達,0,0,1,1,1,2,1,1,379,748,0.5468126,1.7011215,53,31466,34184.246,LAX
上午班機,TPE,下午抵達,0,0,1,1,1,2,1,1,510,746,0.5468126,1.7011215,53,31223,32121.246,LAX
下午班機,TPE,上午抵達,0,0,2,1,1,2,2,1,1345,830,0.5468126,1.7011215,58,40026,41814.832,LAX
下午班機,TPE,晚間抵達,1,1,5,1,1,2,2,1,1710,905,0.5468126,1.7011215,58,82804,90085.14,LAX
下午班機,TPE,上午抵達,1,1,2,1,1,2,2,1,1200,845,0.5468126,1.7011215,58,43512,35043.42,LAX
下午班機,TSA,上午抵達,1,1,2,1,1,2,2,1,1100,810,0.5468126,1.7011215,58,36046,41636.32,LAX
下午班機,TPE,晚間抵達,0,0,5,1,1,2,2,1,1755,890,0.5468126,1.7011215,58,85389,90088.75,LAX
下午班機,TPE,上午抵達,1,0,2,1,1,2,2,1,1115,840,0.5468126,1.7011215,58,39777,41928.48,LAX
下午班機,TSA,上午抵達,1,0,2,1,1,2,2,1,1375,820,0.5468126,1.7011215,58,41556,47254.07,LAX
下午班機,TPE,晚間抵達,0,0,5,1,1,2,2,1,395,890,0.5468126,1.7011215,58,43800,47095.523,LAX
下午班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,540,875,0.5468126,1.7011215,58,32156,28744.082,LAX
下午班機,TPE,下午抵達,1,1,3,1,1,2,2,1,75,885,0.5468126,1.7011215,58,35773,31519.658,LAX
下午班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,390,875,0.5468126,1.7011215,58,31793,28944.568,LAX
下午班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,320,875,0.5468126,1.7011215,58,29389,29643.486,LAX
下午班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,595,875,0.5468126,1.7011215,58,30712,28329.377,LAX
下午班機,TPE,下午抵達,1,1,3,1,1,2,2,1,130,885,0.5468126,1.7011215,58,35626,30964.902,LAX
下午班機,TPE,下午抵達,1,1,2,1,2,2,2,1,230,805,0.5468126,1.7011215,58,42043,50014.08,LAX
下午班機,TPE,晚間抵達,1,1,1,1,1,2,2,1,110,1195,0.5468126,1.7011215,58,55702,60885.14,LAX
下午班機,TSA,下午抵達,1,0,1,1,1,2,2,1,1485,770,0.5468126,1.7011215,58,29131,27005.648,LAX
下午班機,TPE,下午抵達,1,0,1,1,1,2,2,1,280,880,0.5468126,1.7011215,58,36991,34137.04,LAX
下午班機,TSA,上午抵達,1,0,1,1,1,2,2,1,1285,765,0.5468126,1.7011215,58,23094,33443.277,LAX
下午班機,TPE,下午抵達,1,0,1,1,1,2,2,1,155,875,0.5468126,1.7011215,58,35825,35065.85,LAX
下午班機,TPE,下午抵達,1,0,1,1,1,2,2,1,405,875,0.5468126,1.7011215,58,36319,33283.1,LAX
下午班機,TPE,下午抵達,1,0,1,1,1,2,2,1,115,820,0.5468126,1.7011215,58,52128,43191.9,LAX
下午班機,TPE,下午抵達,1,1,1,1,1,2,2,1,220,810,0.5468126,1.7011215,58,38113,38287.945,LAX
下午班機,TPE,早晨抵達,1,1,1,1,2,2,2,1,1090,800,0.5468126,1.7011215,58,39413,47775.543,LAX
凌晨班機,TPE,早晨抵達,0,0,5,1,1,2,1,1,730,743,0.5468126,1.7011215,8,33337,33313.145,LAX
凌晨班機,TPE,下午抵達,0,0,5,1,1,2,1,1,947,736,0.5468126,1.7011215,8,33414,35359.766,LAX
凌晨班機,TPE,晚間抵達,0,0,5,1,1,2,1,1,183,733,0.5468126,1.7011215,8,34263,33697.516,LAX
凌晨班機,TPE,上午抵達,1,1,2,1,1,2,1,1,85,1555,0.5468126,1.7011215,8,59903,59358.55,LAX
早晨班機,TPE,上午抵達,1,0,2,1,1,2,2,1,140,840,0.5468126,1.7011215,31,42488,42359.46,LAX
早晨班機,TPE,晚間抵達,0,0,5,1,1,2,2,1,755,890,0.5468126,1.7011215,31,46658,45812.24,LAX
早晨班機,TPE,下午抵達,1,1,3,1,1,2,2,1,370,890,0.5468126,1.7011215,31,31958,30047.867,LAX
早晨班機,TSA,上午抵達,0,0,2,1,1,2,2,1,190,835,0.5468126,1.7011215,31,50872,50791.82,LAX
早晨班機,TPE,晚間抵達,0,0,2,1,1,2,2,1,750,830,0.5468126,1.7011215,31,39252,39763.914,LAX
早晨班機,TSA,上午抵達,1,0,1,1,1,2,2,1,430,770,0.5468126,1.7011215,31,122941,52579.72,LAX
早晨班機,TPE,下午抵達,1,0,1,1,1,2,2,1,660,880,0.5468126,1.7011215,31,31008,36578.39,LAX
早晨班機,TPE,上午抵達,1,0,1,1,1,2,2,1,290,780,0.5468126,1.7011215,31,23694,33417.77,LAX
早晨班機,TPE,下午抵達,1,0,1,1,1,2,2,1,405,785,0.5468126,1.7011215,31,24651,29128.777,LAX
早晨班機,TPE,下午抵達,1,0,1,1,1,2,2,1,725,880,0.5468126,1.7011215,31,37601,35487.027,LAX
早晨班機,TPE,上午抵達,1,0,1,1,1,2,2,1,345,780,0.5468126,1.7011215,31,25058,31663.223,LAX
早晨班機,TPE,下午抵達,1,0,1,1,1,2,2,1,460,785,0.5468126,1.7011215,31,25471,33218.6,LAX
早晨班機,TPE,早晨抵達,1,0,1,1,2,2,2,1,250,805,0.5468126,1.7011215,31,49779,44362.293,LAX
早晨班機,TPE,下午抵達,1,0,1,1,1,2,2,1,610,815,0.5468126,1.7011215,31,50397,45108.254,LAX
晚間班機,TPE,晚間抵達,1,0,2,0,1,2,0,1,0,705,0.5468126,1.7011215,99,30295,27855.014,LAX
晚間班機,TPE,上午抵達,0,0,2,1,0,2,1,1,830,805,0.5468126,1.7011215,99,34846,34755.02,LAX
晚間班機,TPE,下午抵達,0,0,2,1,1,2,1,1,970,793,0.5468126,1.7011215,99,37358,40982.777,LAX
晚間班機,TPE,下午抵達,0,0,2,1,1,2,1,1,1130,801,0.5468126,1.7011215,99,39306,40526.402,LAX
晚間班機,TPE,早晨抵達,0,0,2,1,0,2,1,1,670,758,0.5468126,1.7011215,99,113967,102788.71,LAX
晚間班機,TPE,凌晨抵達,0,0,2,1,1,2,1,1,225,756,0.5468126,1.7011215,99,113956,113146.11,LAX
晚間班機,TPE,上午抵達,1,0,2,1,1,2,1,1,110,1635,0.5468126,1.7011215,99,59195,62204.426,LAX
晚間班機,TPE,上午抵達,0,0,2,1,1,2,1,1,820,803,0.5468126,1.7011215,99,33075,35639.855,LAX
晚間班機,TPE,早晨抵達,1,0,2,1,1,2,1,1,675,755,0.5468126,1.7011215,99,39623,38173.133,LAX
晚間班機,TPE,上午抵達,1,0,2,1,1,2,1,1,817,758,0.5468126,1.7011215,99,39574,35034.53,LAX
晚間班機,TPE,下午抵達,1,0,2,1,1,2,1,1,965,759,0.5468126,1.7011215,99,41048,36108.363,LAX
晚間班機,TPE,早晨抵達,0,0,2,1,1,2,1,1,730,763,0.5468126,1.7011215,99,35219,32247.89,LAX
晚間班機,TPE,下午抵達,0,0,2,1,1,2,1,1,947,756,0.5468126,1.7011215,99,36460,32567.562,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,225,875,0.5468126,1.7011215,99,31006,26892.945,LAX
晚間班機,TPE,上午抵達,1,1,3,1,1,2,2,1,945,885,0.5468126,1.7011215,99,29323,25431.826,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,170,875,0.5468126,1.7011215,99,29716,27028.426,LAX
晚間班機,TPE,上午抵達,1,1,3,1,1,2,2,1,890,885,0.5468126,1.7011215,99,28872,25429.57,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,160,875,0.5468126,1.7011215,99,29716,27028.426,LAX
晚間班機,TPE,上午抵達,1,1,3,1,1,2,2,1,880,885,0.5468126,1.7011215,99,28872,25429.57,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,125,875,0.5468126,1.7011215,99,35128,27227.045,LAX
晚間班機,TPE,上午抵達,1,1,3,1,1,2,2,1,845,885,0.5468126,1.7011215,99,29963,25495.89,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,60,880,0.5468126,1.7011215,99,33781,28964.256,LAX
晚間班機,TPE,上午抵達,1,1,3,1,1,2,2,1,780,890,0.5468126,1.7011215,99,28922,24763.738,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,2,2,1,710,880,0.5468126,1.7011215,99,30508,30561.877,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,2,2,1,700,880,0.5468126,1.7011215,99,30508,29835.273,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,2,2,1,600,885,0.5468126,1.7011215,99,30629,30986.883,LAX
晚間班機,TPE,上午抵達,1,1,1,1,1,2,2,1,125,1610,0.5468126,1.7011215,99,53395,49499.41,LAX
晚間班機,TPE,下午抵達,1,1,1,1,1,2,2,1,475,1615,0.5468126,1.7011215,99,54708,50198.53,LAX
晚間班機,TPE,早晨抵達,1,1,2,1,2,2,2,1,935,810,0.5468126,1.7011215,99,39376,47039.816,LAX
