出發時段,出發機場代號,抵達時段,航空聯盟組合,航空公司組合,航空聯盟,停靠站數量,機型分類,假期,飛行時間兩段分類,是否為平日,停留時間_分鐘,實際飛行時間_分鐘,經濟指標,機場指標,competing_flights,平均價格,預測_平均價格,抵達機場代號
上午班機,TSA,下午抵達,1,0,2,1,2,2,2,1,415,805,0.5468126,1.7011215,58,280021,186468.42,LAX
上午班機,TSA,上午抵達,0,0,3,1,1,2,2,1,215,760,0.5468126,1.7011215,58,181792,181844.44,LAX
上午班機,TPE,上午抵達,0,0,3,1,1,2,2,1,270,760,0.5468126,1.7011215,58,116665,132847.88,LAX
上午班機,TPE,上午抵達,1,1,3,1,1,2,2,1,150,765,0.5468126,1.7011215,58,123001,151687.81,LAX
上午班機,TSA,上午抵達,1,1,3,1,1,2,2,1,185,760,0.5468126,1.7011215,58,126029,160221.03,LAX
上午班機,TSA,上午抵達,1,1,3,1,1,2,2,1,230,750,0.5468126,1.7011215,58,122585,157027.39,LAX
上午班機,TPE,下午抵達,1,0,3,1,1,2,2,1,345,780,0.5468126,1.7011215,58,123450,130562.93,LAX
上午班機,TSA,早晨抵達,1,0,3,1,1,2,2,1,1425,765,0.5468126,1.7011215,58,133206,138559.28,LAX
上午班機,TSA,下午抵達,1,0,3,1,1,2,2,1,425,765,0.5468126,1.7011215,58,131400,150436.33,LAX
上午班機,TPE,晚間抵達,1,1,1,1,1,2,1,1,600,776,0.5468126,1.7011215,58,83356,88203.31,LAX
上午班機,TPE,晚間抵達,1,1,1,1,0,2,1,1,710,776,0.5468126,1.7011215,58,83356,89286.79,LAX
上午班機,TPE,晚間抵達,1,1,1,1,1,2,1,1,784,776,0.5468126,1.7011215,58,83356,88015.67,LAX
上午班機,TPE,凌晨抵達,1,1,1,1,1,2,1,1,960,776,0.5468126,1.7011215,58,84056,95281.78,LAX
上午班機,TPE,上午抵達,1,1,1,1,1,2,1,1,150,778,0.5468126,1.7011215,58,84056,93131.734,LAX
上午班機,TPE,下午抵達,1,1,1,1,1,2,1,1,273,778,0.5468126,1.7011215,58,84073,92348.74,LAX
上午班機,TPE,下午抵達,1,1,1,1,1,2,1,1,395,776,0.5468126,1.7011215,58,85007,89358.44,LAX
上午班機,TPE,下午抵達,1,1,1,1,1,2,1,1,525,776,0.5468126,1.7011215,58,84056,86944.13,LAX
上午班機,TPE,晚間抵達,1,1,5,1,1,2,2,1,595,885,0.5468126,1.7011215,58,110073,102990.555,LAX
上午班機,TPE,上午抵達,1,1,2,1,1,2,1,1,65,845,0.5468126,1.7011215,58,110851,114894.93,LAX
上午班機,TPE,晚間抵達,1,1,2,1,1,2,1,1,714,846,0.5468126,1.7011215,58,111987,103774.57,LAX
上午班機,TPE,晚間抵達,1,1,2,1,1,2,1,1,830,852,0.5468126,1.7011215,58,112371,104340.82,LAX
上午班機,TPE,下午抵達,1,1,2,1,1,2,1,1,250,850,0.5468126,1.7011215,58,110726,111411.9,LAX
上午班機,TPE,早晨抵達,1,0,1,0,1,2,0,1,0,690,0.5468126,1.7011215,58,97692,104754.6,LAX
上午班機,TPE,下午抵達,0,0,1,1,1,2,1,1,247,753,0.5468126,1.7011215,58,108752,111759.45,LAX
上午班機,TPE,下午抵達,0,0,1,1,1,2,1,1,379,748,0.5468126,1.7011215,58,106351,111378.22,LAX
上午班機,TPE,下午抵達,0,0,1,1,1,2,1,1,510,748,0.5468126,1.7011215,58,105501,104153.32,LAX
下午班機,TPE,晚間抵達,1,1,5,1,1,2,2,1,280,895,0.5468126,1.7011215,54,154919,167783.64,LAX
下午班機,TPE,上午抵達,1,1,2,1,1,2,2,1,1210,835,0.5468126,1.7011215,54,157863,164490.06,LAX
下午班機,TSA,上午抵達,1,1,2,1,1,2,2,1,1100,810,0.5468126,1.7011215,54,156734,191204.72,LAX
下午班機,TPE,晚間抵達,0,0,5,1,1,2,2,1,315,890,0.5468126,1.7011215,54,250002,248971.2,LAX
下午班機,TSA,上午抵達,1,0,2,1,1,2,2,1,1375,820,0.5468126,1.7011215,54,180557,172317.42,LAX
下午班機,TPE,晚間抵達,0,0,5,1,1,2,2,1,395,890,0.5468126,1.7011215,54,131890,111913.79,LAX
下午班機,TSA,下午抵達,1,1,1,1,1,2,2,1,440,780,0.5468126,1.7011215,54,124502,119331.46,LAX
下午班機,TSA,下午抵達,1,1,1,1,1,2,2,1,215,780,0.5468126,1.7011215,54,125065,112608.94,LAX
下午班機,TSA,下午抵達,1,1,1,1,1,2,2,1,250,770,0.5468126,1.7011215,54,160094,132061.03,LAX
下午班機,TSA,下午抵達,1,1,1,1,1,2,2,1,1465,770,0.5468126,1.7011215,54,160180,127115.36,LAX
下午班機,TSA,上午抵達,1,1,1,1,1,2,2,1,1220,760,0.5468126,1.7011215,54,160030,127996.086,LAX
下午班機,TSA,下午抵達,1,0,1,1,1,2,2,1,130,780,0.5468126,1.7011215,54,123710,122014.29,LAX
下午班機,TSA,下午抵達,1,0,1,1,1,2,2,1,1380,770,0.5468126,1.7011215,54,164032,126060.71,LAX
下午班機,TPE,下午抵達,1,1,3,1,1,2,2,1,75,885,0.5468126,1.7011215,54,182009,146340.02,LAX
下午班機,TPE,下午抵達,1,1,3,1,1,2,2,1,130,885,0.5468126,1.7011215,54,166353,133304.89,LAX
下午班機,TPE,晚間抵達,1,1,1,1,1,2,2,1,110,1195,0.5468126,1.7011215,54,196331,203581.45,LAX
下午班機,TPE,下午抵達,1,1,1,1,1,2,1,1,115,776,0.5468126,1.7011215,54,85734,90376.516,LAX
下午班機,TPE,凌晨抵達,1,1,1,1,1,2,1,1,680,776,0.5468126,1.7011215,54,86117,92160.72,LAX
下午班機,TPE,下午抵達,1,1,1,1,1,2,1,1,245,776,0.5468126,1.7011215,54,84773,91803.87,LAX
下午班機,TPE,晚間抵達,1,1,1,1,1,2,1,1,320,776,0.5468126,1.7011215,54,84073,92277.164,LAX
下午班機,TPE,晚間抵達,1,1,1,1,0,2,1,1,430,776,0.5468126,1.7011215,54,83355,96545.164,LAX
下午班機,TPE,晚間抵達,1,1,1,1,1,2,1,1,504,776,0.5468126,1.7011215,54,84773,87787.41,LAX
下午班機,TSA,下午抵達,1,0,1,1,1,2,2,1,270,770,0.5468126,1.7011215,54,142057,143275.55,LAX
下午班機,TSA,下午抵達,1,0,1,1,1,2,2,1,1485,770,0.5468126,1.7011215,54,97876,125582.54,LAX
下午班機,TSA,上午抵達,1,0,1,1,1,2,2,1,1285,765,0.5468126,1.7011215,54,97253,127289.68,LAX
下午班機,TSA,下午抵達,1,0,1,1,1,2,2,1,1400,770,0.5468126,1.7011215,54,98481,126060.71,LAX
下午班機,TPE,下午抵達,1,1,1,1,1,2,2,1,220,810,0.5468126,1.7011215,54,112806,111623.22,LAX
下午班機,TPE,早晨抵達,1,1,1,1,2,2,2,1,1090,800,0.5468126,1.7011215,54,97883,109210.414,LAX
凌晨班機,TPE,上午抵達,0,0,3,1,1,2,2,1,710,755,0.5468126,1.7011215,12,119785,115133.06,LAX
凌晨班機,TPE,晚間抵達,0,0,5,1,1,2,1,1,183,733,0.5468126,1.7011215,12,105310,105601.79,LAX
早晨班機,TPE,上午抵達,1,0,2,1,1,2,2,1,140,840,0.5468126,1.7011215,33,192088,175092.81,LAX
早晨班機,TPE,上午抵達,0,0,3,1,1,2,2,1,375,750,0.5468126,1.7011215,33,113171,135742.9,LAX
早晨班機,TPE,上午抵達,1,1,3,1,1,2,2,1,115,890,0.5468126,1.7011215,33,167959,142205.58,LAX
早晨班機,TSA,下午抵達,1,0,1,1,1,2,2,1,825,770,0.5468126,1.7011215,33,140707,144629.3,LAX
早晨班機,TSA,下午抵達,1,0,1,1,1,2,2,1,600,770,0.5468126,1.7011215,33,140341,141163.66,LAX
早晨班機,TSA,上午抵達,1,0,1,1,1,2,2,1,355,760,0.5468126,1.7011215,33,140699,149848.55,LAX
早晨班機,TPE,上午抵達,1,0,1,1,1,2,2,1,300,775,0.5468126,1.7011215,33,141189,152151.88,LAX
早晨班機,TSA,上午抵達,1,0,1,1,1,2,2,1,430,770,0.5468126,1.7011215,33,266709,188004.6,LAX
早晨班機,TPE,上午抵達,1,0,1,1,1,2,2,1,290,780,0.5468126,1.7011215,33,97023,98772.97,LAX
早晨班機,TPE,下午抵達,1,0,1,1,1,2,2,1,405,785,0.5468126,1.7011215,33,97238,103573.56,LAX
早晨班機,TSA,上午抵達,1,0,1,1,1,2,2,1,400,765,0.5468126,1.7011215,33,97900,111888.39,LAX
早晨班機,TSA,下午抵達,1,0,1,1,1,2,2,1,515,770,0.5468126,1.7011215,33,97542,119699.95,LAX
早晨班機,TPE,上午抵達,1,0,1,1,1,2,2,1,345,780,0.5468126,1.7011215,33,97017,101928.61,LAX
早晨班機,TPE,下午抵達,1,0,1,1,1,2,2,1,460,785,0.5468126,1.7011215,33,97233,102197.35,LAX
早晨班機,TPE,早晨抵達,1,0,1,1,2,2,2,1,250,805,0.5468126,1.7011215,33,118241,115383.57,LAX
早晨班機,TPE,下午抵達,1,0,1,1,1,2,2,1,610,815,0.5468126,1.7011215,33,125397,115719.56,LAX
晚間班機,TPE,上午抵達,1,1,2,1,1,2,2,1,1005,820,0.5468126,1.7011215,91,155144,149372.7,LAX
晚間班機,TPE,晚間抵達,1,0,2,0,1,2,0,1,0,705,0.5468126,1.7011215,91,101081,107593.766,LAX
晚間班機,TPE,上午抵達,0,0,2,1,0,2,1,1,830,805,0.5468126,1.7011215,91,100008,106637.81,LAX
晚間班機,TPE,下午抵達,0,0,2,1,1,2,1,1,970,793,0.5468126,1.7011215,91,104177,118970.0,LAX
晚間班機,TSA,上午抵達,0,0,3,1,1,2,2,1,1090,760,0.5468126,1.7011215,91,176866,167962.62,LAX
晚間班機,TSA,上午抵達,0,0,3,1,1,2,2,1,1135,750,0.5468126,1.7011215,91,109856,131607.78,LAX
晚間班機,TPE,凌晨抵達,0,0,2,1,1,2,1,1,225,756,0.5468126,1.7011215,91,347475,335959.72,LAX
晚間班機,TPE,早晨抵達,0,0,5,1,1,2,2,1,550,900,0.5468126,1.7011215,91,80239,104523.38,LAX
晚間班機,TPE,下午抵達,1,0,2,1,1,2,1,1,965,759,0.5468126,1.7011215,91,123301,157326.89,LAX
晚間班機,TPE,早晨抵達,0,0,2,1,1,2,1,1,705,807,0.5468126,1.7011215,91,113669,113933.63,LAX
晚間班機,TPE,晚間抵達,0,0,2,1,0,2,1,1,134,805,0.5468126,1.7011215,91,109170,112684.78,LAX
晚間班機,TPE,晚間抵達,0,0,2,1,1,2,1,1,181,803,0.5468126,1.7011215,91,109080,119378.586,LAX
晚間班機,TPE,早晨抵達,0,0,2,1,1,2,1,1,730,763,0.5468126,1.7011215,91,108951,114923.64,LAX
晚間班機,TPE,下午抵達,0,0,2,1,1,2,1,1,947,756,0.5468126,1.7011215,91,113927,117935.46,LAX
晚間班機,TPE,晚間抵達,0,0,2,1,1,2,1,1,183,753,0.5468126,1.7011215,91,105171,115514.805,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,170,875,0.5468126,1.7011215,91,118280,119817.14,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,160,875,0.5468126,1.7011215,91,120702,128714.266,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,125,875,0.5468126,1.7011215,91,165556,139607.4,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,60,880,0.5468126,1.7011215,91,159987,136701.52,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,2,2,1,700,880,0.5468126,1.7011215,91,107885,135133.89,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,2,2,1,665,880,0.5468126,1.7011215,91,165854,148406.02,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,2,2,1,600,885,0.5468126,1.7011215,91,107885,139911.84,LAX
晚間班機,TPE,上午抵達,1,1,1,1,1,2,2,1,125,1610,0.5468126,1.7011215,91,257261,250288.42,LAX
晚間班機,TPE,下午抵達,1,1,1,1,1,2,2,1,475,1615,0.5468126,1.7011215,91,188639,184968.27,LAX
晚間班機,TSA,晚間抵達,1,1,2,1,1,2,2,1,1525,830,0.5468126,1.7011215,91,126795,122909.72,LAX
晚間班機,TPE,晚間抵達,1,0,5,0,1,2,0,1,0,680,0.5468126,1.7011215,91,110278,119928.72,LAX
晚間班機,TPE,早晨抵達,1,1,5,1,1,2,2,1,670,900,0.5468126,1.7011215,91,89332,95547.125,LAX
晚間班機,TPE,晚間抵達,1,0,1,0,1,2,0,1,0,680,0.5468126,1.7011215,91,103103,118013.09,LAX
晚間班機,TPE,下午抵達,1,0,1,0,1,2,0,1,0,680,0.5468126,1.7011215,91,127536,126769.484,LAX
晚間班機,TPE,上午抵達,1,0,1,1,0,2,1,1,815,820,0.5468126,1.7011215,91,132699,151431.11,LAX
晚間班機,TPE,晚間抵達,1,0,1,1,1,2,1,1,140,820,0.5468126,1.7011215,91,144444,152474.92,LAX
晚間班機,TPE,早晨抵達,1,0,1,1,1,2,2,1,800,870,0.5468126,1.7011215,91,98112,109107.555,LAX
晚間班機,TPE,凌晨抵達,1,0,1,1,1,2,1,1,245,751,0.5468126,1.7011215,91,329779,334975.3,LAX
晚間班機,TPE,早晨抵達,1,0,1,1,1,2,2,1,755,865,0.5468126,1.7011215,91,98112,107744.71,LAX
晚間班機,TPE,凌晨抵達,1,0,1,1,1,2,1,1,465,751,0.5468126,1.7011215,91,328077,333876.28,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,2,1,1,750,758,0.5468126,1.7011215,91,107404,120141.64,LAX
晚間班機,TPE,晚間抵達,0,0,1,1,1,2,1,1,203,748,0.5468126,1.7011215,91,106098,110368.12,LAX
晚間班機,TPE,晚間抵達,0,0,1,1,0,2,1,1,108,795,0.5468126,1.7011215,91,109690,113832.516,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,2,1,1,710,797,0.5468126,1.7011215,91,112066,125323.04,LAX
晚間班機,TPE,晚間抵達,0,0,1,1,0,2,1,1,139,795,0.5468126,1.7011215,91,109690,114370.62,LAX
晚間班機,TPE,晚間抵達,0,0,1,1,1,2,1,1,186,793,0.5468126,1.7011215,91,109635,112358.02,LAX
晚間班機,TPE,晚間抵達,0,0,1,1,1,2,1,1,160,748,0.5468126,1.7011215,91,115691,112228.766,LAX
晚間班機,TPE,晚間抵達,0,0,1,1,1,2,1,1,280,747,0.5468126,1.7011215,91,115031,116123.63,LAX
晚間班機,TPE,晚間抵達,0,0,1,1,1,2,1,1,423,748,0.5468126,1.7011215,91,114938,110703.55,LAX
晚間班機,TPE,下午抵達,1,1,5,1,2,2,2,1,175,1570,0.5468126,1.7011215,91,154875,178334.19,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,2,2,1,580,875,0.5468126,1.7011215,91,244330,230176.98,LAX
上午班機,TSA,上午抵達,0,0,2,1,1,2,2,1,1415,840,0.5468126,1.7011215,53,205329,192846.47,LAX
上午班機,TPE,上午抵達,1,1,1,1,1,2,2,1,820,1610,0.5468126,1.7011215,53,239576,209516.3,LAX
上午班機,TPE,晚間抵達,1,1,2,1,1,2,2,1,610,830,0.5468126,1.7011215,53,116882,118607.93,LAX
上午班機,TPE,上午抵達,1,1,3,1,1,2,2,1,150,765,0.5468126,1.7011215,53,148419,152333.8,LAX
上午班機,TPE,下午抵達,1,0,3,1,1,2,2,1,345,780,0.5468126,1.7011215,53,145968,130452.91,LAX
上午班機,TPE,晚間抵達,1,1,1,1,0,2,1,1,600,776,0.5468126,1.7011215,53,80574,88536.625,LAX
上午班機,TPE,晚間抵達,1,1,1,1,1,2,1,1,710,776,0.5468126,1.7011215,53,80253,88744.586,LAX
上午班機,TPE,凌晨抵達,1,1,1,1,1,2,1,1,960,776,0.5468126,1.7011215,53,80292,95084.98,LAX
上午班機,TPE,上午抵達,1,1,1,1,1,2,1,1,150,778,0.5468126,1.7011215,53,80292,93528.35,LAX
上午班機,TPE,下午抵達,1,1,1,1,0,2,1,1,273,778,0.5468126,1.7011215,53,80527,90887.86,LAX
上午班機,TPE,下午抵達,1,1,1,1,1,2,1,1,395,776,0.5468126,1.7011215,53,80292,89738.984,LAX
上午班機,TPE,下午抵達,1,1,1,1,1,2,1,1,525,776,0.5468126,1.7011215,53,80242,88066.39,LAX
上午班機,TPE,晚間抵達,1,1,5,1,1,2,2,1,595,885,0.5468126,1.7011215,53,74578,101056.13,LAX
上午班機,TPE,上午抵達,1,1,2,1,1,2,1,1,65,845,0.5468126,1.7011215,53,108726,116721.42,LAX
上午班機,TPE,晚間抵達,1,1,2,1,1,2,1,1,714,846,0.5468126,1.7011215,53,112617,106148.445,LAX
上午班機,TPE,下午抵達,1,1,2,1,1,2,1,1,250,854,0.5468126,1.7011215,53,107620,118009.15,LAX
上午班機,TPE,下午抵達,1,1,2,1,1,2,1,1,340,848,0.5468126,1.7011215,53,109223,113192.625,LAX
上午班機,TPE,下午抵達,1,1,2,1,1,2,1,1,475,846,0.5468126,1.7011215,53,113202,106430.55,LAX
上午班機,TPE,早晨抵達,1,0,1,0,1,2,0,1,0,690,0.5468126,1.7011215,53,101390,103204.99,LAX
上午班機,TPE,凌晨抵達,1,0,1,1,1,2,1,1,965,751,0.5468126,1.7011215,53,328170,334469.34,LAX
上午班機,TPE,下午抵達,0,0,1,1,1,2,1,1,600,746,0.5468126,1.7011215,53,105866,110565.23,LAX
上午班機,TPE,晚間抵達,0,0,1,1,1,2,1,1,740,747,0.5468126,1.7011215,53,105884,114125.03,LAX
上午班機,TPE,下午抵達,0,0,1,1,1,2,1,1,247,751,0.5468126,1.7011215,53,107071,112672.96,LAX
上午班機,TPE,下午抵達,0,0,1,1,1,2,1,1,379,748,0.5468126,1.7011215,53,108263,112288.61,LAX
上午班機,TPE,下午抵達,0,0,1,1,1,2,1,1,510,746,0.5468126,1.7011215,53,105715,110045.555,LAX
下午班機,TPE,上午抵達,0,0,2,1,1,2,2,1,1345,830,0.5468126,1.7011215,58,191967,183619.33,LAX
下午班機,TPE,晚間抵達,1,1,5,1,1,2,2,1,1710,905,0.5468126,1.7011215,58,150566,151873.1,LAX
下午班機,TPE,上午抵達,1,1,2,1,1,2,2,1,1200,845,0.5468126,1.7011215,58,176581,167536.44,LAX
下午班機,TSA,上午抵達,1,1,2,1,1,2,2,1,1100,810,0.5468126,1.7011215,58,174854,189001.97,LAX
下午班機,TPE,晚間抵達,0,0,5,1,1,2,2,1,1755,890,0.5468126,1.7011215,58,249820,255324.75,LAX
下午班機,TPE,上午抵達,1,0,2,1,1,2,2,1,1115,840,0.5468126,1.7011215,58,197405,176391.72,LAX
下午班機,TSA,上午抵達,1,0,2,1,1,2,2,1,1375,820,0.5468126,1.7011215,58,191557,170332.27,LAX
下午班機,TPE,晚間抵達,0,0,5,1,1,2,2,1,395,890,0.5468126,1.7011215,58,108062,114056.05,LAX
下午班機,TSA,下午抵達,1,1,1,1,1,2,2,1,440,780,0.5468126,1.7011215,58,135146,117810.79,LAX
下午班機,TSA,下午抵達,1,1,1,1,1,2,2,1,215,780,0.5468126,1.7011215,58,135165,112131.41,LAX
下午班機,TSA,下午抵達,1,1,1,1,1,2,2,1,250,770,0.5468126,1.7011215,58,138665,125596.43,LAX
下午班機,TSA,下午抵達,1,1,1,1,1,2,2,1,1465,770,0.5468126,1.7011215,58,138758,126082.234,LAX
下午班機,TSA,上午抵達,1,1,1,1,1,2,2,1,1220,760,0.5468126,1.7011215,58,139009,126365.0,LAX
下午班機,TSA,下午抵達,1,0,1,1,1,2,2,1,130,780,0.5468126,1.7011215,58,134888,122117.2,LAX
下午班機,TSA,下午抵達,1,0,1,1,1,2,2,1,1380,770,0.5468126,1.7011215,58,138040,125089.72,LAX
下午班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,540,875,0.5468126,1.7011215,58,99315,101405.04,LAX
下午班機,TPE,下午抵達,1,1,3,1,1,2,2,1,75,885,0.5468126,1.7011215,58,135335,138943.3,LAX
下午班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,390,875,0.5468126,1.7011215,58,101450,104182.73,LAX
下午班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,595,875,0.5468126,1.7011215,58,96004,102047.85,LAX
下午班機,TPE,下午抵達,1,1,3,1,1,2,2,1,130,885,0.5468126,1.7011215,58,133855,131769.17,LAX
下午班機,TPE,下午抵達,0,0,1,1,1,2,2,1,190,885,0.5468126,1.7011215,58,109625,132420.47,LAX
下午班機,TPE,晚間抵達,1,1,1,1,1,2,2,1,110,1195,0.5468126,1.7011215,58,206210,201236.14,LAX
下午班機,TSA,上午抵達,1,1,3,1,1,2,2,1,1260,760,0.5468126,1.7011215,58,177984,156030.52,LAX
下午班機,TSA,上午抵達,1,1,3,1,1,2,2,1,1305,750,0.5468126,1.7011215,58,178343,150842.89,LAX
下午班機,TSA,下午抵達,1,0,1,1,1,2,2,1,270,770,0.5468126,1.7011215,58,135609,143396.38,LAX
下午班機,TSA,下午抵達,1,0,1,1,1,2,2,1,1485,770,0.5468126,1.7011215,58,122915,125197.84,LAX
下午班機,TPE,下午抵達,1,0,1,1,1,2,2,1,280,880,0.5468126,1.7011215,58,97622,118697.555,LAX
下午班機,TSA,上午抵達,1,0,1,1,1,2,2,1,1285,765,0.5468126,1.7011215,58,121265,126309.22,LAX
下午班機,TSA,下午抵達,1,0,1,1,1,2,2,1,1400,770,0.5468126,1.7011215,58,119094,125089.72,LAX
下午班機,TPE,下午抵達,1,0,1,1,1,2,2,1,155,875,0.5468126,1.7011215,58,97633,119364.81,LAX
下午班機,TPE,下午抵達,1,0,1,1,1,2,2,1,405,875,0.5468126,1.7011215,58,97622,113079.23,LAX
下午班機,TPE,下午抵達,1,1,1,1,1,2,2,1,220,810,0.5468126,1.7011215,58,108955,111149.875,LAX
下午班機,TPE,早晨抵達,1,1,1,1,2,2,2,1,1090,800,0.5468126,1.7011215,58,110555,110876.94,LAX
凌晨班機,TPE,早晨抵達,0,0,5,1,1,2,1,1,730,743,0.5468126,1.7011215,8,105005,106055.555,LAX
凌晨班機,TPE,下午抵達,0,0,5,1,1,2,1,1,947,736,0.5468126,1.7011215,8,105608,110540.445,LAX
凌晨班機,TPE,晚間抵達,0,0,5,1,1,2,1,1,183,733,0.5468126,1.7011215,8,105841,106266.65,LAX
凌晨班機,TPE,上午抵達,1,1,2,1,1,2,1,1,85,1555,0.5468126,1.7011215,8,181834,183354.05,LAX
早晨班機,TPE,上午抵達,1,0,2,1,1,2,2,1,140,840,0.5468126,1.7011215,31,177096,174108.72,LAX
早晨班機,TPE,晚間抵達,0,0,5,1,1,2,2,1,755,890,0.5468126,1.7011215,31,88637,88337.414,LAX
早晨班機,TSA,上午抵達,0,0,2,1,1,2,2,1,190,835,0.5468126,1.7011215,31,187859,180205.06,LAX
早晨班機,TSA,下午抵達,1,0,1,1,1,2,2,1,825,770,0.5468126,1.7011215,31,134760,146700.39,LAX
早晨班機,TSA,下午抵達,1,0,1,1,1,2,2,1,600,770,0.5468126,1.7011215,31,134760,142923.72,LAX
早晨班機,TSA,上午抵達,1,0,1,1,1,2,2,1,355,760,0.5468126,1.7011215,31,135117,149006.33,LAX
早晨班機,TPE,上午抵達,1,0,1,1,1,2,2,1,300,775,0.5468126,1.7011215,31,141197,146158.69,LAX
早晨班機,TPE,上午抵達,1,0,1,1,1,2,2,1,290,780,0.5468126,1.7011215,31,97023,98217.82,LAX
早晨班機,TPE,下午抵達,1,0,1,1,1,2,2,1,405,785,0.5468126,1.7011215,31,97243,104900.36,LAX
早晨班機,TPE,下午抵達,1,0,1,1,1,2,2,1,725,880,0.5468126,1.7011215,31,97633,111292.43,LAX
早晨班機,TSA,上午抵達,1,0,1,1,1,2,2,1,400,765,0.5468126,1.7011215,31,100921,119183.15,LAX
早晨班機,TSA,下午抵達,1,0,1,1,1,2,2,1,515,770,0.5468126,1.7011215,31,100564,121192.41,LAX
早晨班機,TPE,上午抵達,1,0,1,1,1,2,2,1,345,780,0.5468126,1.7011215,31,97021,101355.73,LAX
早晨班機,TPE,下午抵達,1,0,1,1,1,2,2,1,460,785,0.5468126,1.7011215,31,97236,103471.58,LAX
早晨班機,TPE,早晨抵達,1,0,1,1,2,2,2,1,250,805,0.5468126,1.7011215,31,114974,114735.06,LAX
早晨班機,TPE,下午抵達,1,0,1,1,1,2,2,1,610,815,0.5468126,1.7011215,31,120578,117162.39,LAX
晚間班機,TPE,晚間抵達,1,0,2,0,1,2,0,1,0,705,0.5468126,1.7011215,99,102866,104997.74,LAX
晚間班機,TPE,上午抵達,0,0,2,1,0,2,1,1,830,805,0.5468126,1.7011215,99,104334,110509.88,LAX
晚間班機,TPE,下午抵達,0,0,2,1,1,2,1,1,970,793,0.5468126,1.7011215,99,105646,123063.836,LAX
晚間班機,TPE,下午抵達,0,0,2,1,1,2,1,1,1130,801,0.5468126,1.7011215,99,117097,120864.03,LAX
晚間班機,TSA,上午抵達,0,0,3,1,1,2,2,1,1090,760,0.5468126,1.7011215,99,174604,168540.92,LAX
晚間班機,TSA,上午抵達,0,0,3,1,1,2,2,1,1135,750,0.5468126,1.7011215,99,103135,123354.89,LAX
晚間班機,TPE,早晨抵達,0,0,2,1,0,2,1,1,670,758,0.5468126,1.7011215,99,346022,333761.66,LAX
晚間班機,TPE,凌晨抵達,0,0,2,1,1,2,1,1,225,756,0.5468126,1.7011215,99,346562,347643.25,LAX
晚間班機,TPE,下午抵達,0,0,2,1,1,2,1,1,1210,805,0.5468126,1.7011215,99,251981,252086.97,LAX
晚間班機,TPE,上午抵達,0,0,2,1,1,2,1,1,820,803,0.5468126,1.7011215,99,238108,186872.0,LAX
晚間班機,TPE,早晨抵達,1,0,2,1,1,2,1,1,675,755,0.5468126,1.7011215,99,115104,144742.03,LAX
晚間班機,TPE,上午抵達,1,0,2,1,1,2,1,1,817,758,0.5468126,1.7011215,99,118730,148568.58,LAX
晚間班機,TPE,下午抵達,1,0,2,1,1,2,1,1,965,759,0.5468126,1.7011215,99,120076,151670.02,LAX
晚間班機,TPE,早晨抵達,0,0,2,1,1,2,1,1,705,807,0.5468126,1.7011215,99,113185,115500.484,LAX
晚間班機,TPE,早晨抵達,0,0,2,1,1,2,1,1,730,763,0.5468126,1.7011215,99,108805,115977.66,LAX
晚間班機,TPE,下午抵達,0,0,2,1,1,2,1,1,947,756,0.5468126,1.7011215,99,110349,115943.92,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,225,875,0.5468126,1.7011215,99,99615,106003.375,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,170,875,0.5468126,1.7011215,99,100768,104926.67,LAX
晚間班機,TPE,上午抵達,1,1,3,1,1,2,2,1,890,885,0.5468126,1.7011215,99,94672,104514.31,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,160,875,0.5468126,1.7011215,99,118541,112718.1,LAX
晚間班機,TPE,上午抵達,1,1,3,1,1,2,2,1,880,885,0.5468126,1.7011215,99,95468,104514.31,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,125,875,0.5468126,1.7011215,99,126444,118970.79,LAX
晚間班機,TPE,上午抵達,1,1,3,1,1,2,2,1,845,885,0.5468126,1.7011215,99,96847,104514.31,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,2,2,1,60,880,0.5468126,1.7011215,99,123598,124266.79,LAX
晚間班機,TPE,上午抵達,1,1,3,1,1,2,2,1,780,890,0.5468126,1.7011215,99,96890,101659.016,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,2,2,1,710,880,0.5468126,1.7011215,99,107886,129743.086,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,2,2,1,700,880,0.5468126,1.7011215,99,107886,129743.086,LAX
