出發時段,出發機場代號,抵達時段,航空聯盟組合,航空公司組合,航空聯盟,停靠站數量,機型分類,假期,飛行時間兩段分類,是否為平日,停留時間_分鐘,實際飛行時間_分鐘,經濟指標,機場指標,competing_flights,平均價格,預測_平均價格,抵達機場代號
晚間班機,TPE,早晨抵達,0,0,2,1,0,0,1,1,670,758,0.5468126,1.7011215,95,347664,310432.0,LAX
晚間班機,TPE,凌晨抵達,0,0,2,1,1,0,1,1,225,756,0.5468126,1.7011215,95,347665,333183.2,LAX
晚間班機,TPE,早晨抵達,0,0,2,1,1,0,1,1,730,763,0.5468126,1.7011215,95,105159,111820.97,LAX
晚間班機,TPE,下午抵達,0,0,2,1,1,0,1,1,947,756,0.5468126,1.7011215,95,105131,114528.336,LAX
晚間班機,TPE,晚間抵達,0,0,2,1,1,0,1,1,183,753,0.5468126,1.7011215,95,105114,109747.91,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,0,2,1,225,875,0.5468126,1.7011215,95,98967,88905.7,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,0,2,1,170,875,0.5468126,1.7011215,95,95011,88002.664,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,0,2,1,160,875,0.5468126,1.7011215,95,95304,88002.664,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,0,2,1,125,875,0.5468126,1.7011215,95,96008,89641.125,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,0,2,1,60,880,0.5468126,1.7011215,95,95865,88085.2,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,710,880,0.5468126,1.7011215,95,108935,114177.28,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,700,880,0.5468126,1.7011215,95,108935,114177.28,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,665,880,0.5468126,1.7011215,95,108935,121286.3,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,600,885,0.5468126,1.7011215,95,108935,113734.42,LAX
晚間班機,TPE,上午抵達,1,1,1,1,1,0,2,1,125,1610,0.5468126,1.7011215,95,171410,188359.94,LAX
晚間班機,TPE,下午抵達,1,1,1,1,1,0,2,1,475,1615,0.5468126,1.7011215,95,171410,175835.28,LAX
晚間班機,TPE,早晨抵達,1,1,2,1,2,0,2,1,935,810,0.5468126,1.7011215,95,108544,90902.77,LAX
晚間班機,TPE,晚間抵達,1,0,5,0,1,0,0,1,0,680,0.5468126,1.7011215,95,95461,96758.914,LAX
晚間班機,TPE,晚間抵達,0,0,5,1,1,0,1,1,174,799,0.5468126,1.7011215,95,108828,107934.35,LAX
晚間班機,TPE,晚間抵達,0,0,5,1,1,0,1,1,290,800,0.5468126,1.7011215,95,109121,107818.305,LAX
晚間班機,TPE,晚間抵達,0,0,5,1,1,0,1,1,371,798,0.5468126,1.7011215,95,108423,103854.97,LAX
晚間班機,TPE,早晨抵達,1,1,5,1,1,0,2,1,670,900,0.5468126,1.7011215,95,98178,77173.93,LAX
晚間班機,TPE,晚間抵達,1,0,1,0,1,0,0,1,0,680,0.5468126,1.7011215,95,115009,90687.42,LAX
晚間班機,TPE,下午抵達,1,0,1,0,1,0,0,1,0,680,0.5468126,1.7011215,95,136239,96534.57,LAX
晚間班機,TPE,上午抵達,1,0,1,1,1,0,1,1,815,820,0.5468126,1.7011215,95,129154,132330.58,LAX
晚間班機,TPE,晚間抵達,1,0,1,1,1,0,1,1,140,820,0.5468126,1.7011215,95,129144,133354.22,LAX
晚間班機,TPE,早晨抵達,1,0,1,1,1,0,2,1,755,865,0.5468126,1.7011215,95,99159,102686.81,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,0,1,1,750,758,0.5468126,1.7011215,95,107659,113942.98,LAX
晚間班機,TPE,下午抵達,0,0,1,1,1,0,1,1,967,751,0.5468126,1.7011215,95,107609,111370.36,LAX
晚間班機,TPE,晚間抵達,0,0,1,1,1,0,1,1,203,748,0.5468126,1.7011215,95,107603,104450.836,LAX
晚間班機,TPE,晚間抵達,0,0,1,1,1,0,1,1,105,795,0.5468126,1.7011215,95,110616,106785.58,LAX
晚間班機,TPE,上午抵達,0,0,1,1,1,0,1,1,840,815,0.5468126,1.7011215,95,110285,110304.98,LAX
晚間班機,TPE,晚間抵達,0,0,1,1,1,0,1,1,186,793,0.5468126,1.7011215,95,110228,107896.17,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,0,1,1,970,758,0.5468126,1.7011215,95,107277,115585.445,LAX
晚間班機,TPE,晚間抵達,0,0,1,1,1,0,1,1,160,748,0.5468126,1.7011215,95,107611,106211.734,LAX
晚間班機,TPE,晚間抵達,0,0,1,1,1,0,1,1,280,747,0.5468126,1.7011215,95,107693,109897.78,LAX
晚間班機,TPE,晚間抵達,0,0,1,1,1,0,1,1,423,748,0.5468126,1.7011215,95,107474,104279.05,LAX
晚間班機,TPE,下午抵達,1,1,5,1,2,0,2,1,175,1570,0.5468126,1.7011215,95,218503,163187.27,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,0,2,1,580,875,0.5468126,1.7011215,95,249648,198938.89,LAX
上午班機,TSA,上午抵達,0,0,3,1,1,0,2,0,215,760,0.5468126,1.7011215,60,181006,174818.84,LAX
上午班機,TPE,上午抵達,0,0,3,1,1,0,2,0,270,760,0.5468126,1.7011215,60,137262,118186.54,LAX
上午班機,TPE,晚間抵達,1,1,3,1,1,0,2,0,685,885,0.5468126,1.7011215,60,84062,91405.76,LAX
上午班機,TPE,晚間抵達,1,1,3,1,1,0,2,0,740,885,0.5468126,1.7011215,60,83949,88443.375,LAX
上午班機,TPE,晚間抵達,1,1,3,1,1,0,2,0,755,870,0.5468126,1.7011215,60,84184,87355.13,LAX
上午班機,TPE,上午抵達,1,1,3,1,1,0,2,0,150,765,0.5468126,1.7011215,60,138750,109658.875,LAX
上午班機,TSA,上午抵達,1,1,3,1,1,0,2,0,185,760,0.5468126,1.7011215,60,143501,135102.19,LAX
上午班機,TSA,上午抵達,1,1,3,1,1,0,2,0,230,750,0.5468126,1.7011215,60,121894,127226.45,LAX
上午班機,TPE,下午抵達,1,0,3,1,1,0,2,0,345,780,0.5468126,1.7011215,60,139981,121825.12,LAX
上午班機,TSA,早晨抵達,1,0,3,1,1,0,2,0,1425,765,0.5468126,1.7011215,60,120449,129220.01,LAX
上午班機,TSA,下午抵達,1,0,3,1,1,0,2,0,425,765,0.5468126,1.7011215,60,129959,130565.914,LAX
上午班機,TPE,晚間抵達,1,1,1,1,0,0,1,0,600,776,0.5468126,1.7011215,60,81857,84272.086,LAX
上午班機,TPE,晚間抵達,1,1,1,1,1,0,1,0,710,776,0.5468126,1.7011215,60,82132,84497.984,LAX
上午班機,TPE,凌晨抵達,1,1,1,1,0,0,1,0,960,776,0.5468126,1.7011215,60,82910,86260.77,LAX
上午班機,TPE,上午抵達,1,1,1,1,1,0,1,0,150,778,0.5468126,1.7011215,60,82104,87095.18,LAX
上午班機,TPE,下午抵達,1,1,1,1,1,0,1,0,240,782,0.5468126,1.7011215,60,82118,86442.195,LAX
上午班機,TPE,下午抵達,1,1,1,1,0,0,1,0,415,776,0.5468126,1.7011215,60,82583,84745.664,LAX
上午班機,TPE,晚間抵達,1,1,5,1,1,0,2,0,595,885,0.5468126,1.7011215,60,104103,97225.39,LAX
上午班機,TPE,上午抵達,1,1,2,1,1,0,1,0,65,845,0.5468126,1.7011215,60,112714,113735.73,LAX
上午班機,TPE,下午抵達,1,1,2,1,1,0,1,0,250,850,0.5468126,1.7011215,60,103638,111381.94,LAX
上午班機,TPE,下午抵達,1,1,2,1,1,0,1,0,340,848,0.5468126,1.7011215,60,112182,114662.1,LAX
上午班機,TPE,下午抵達,1,1,2,1,1,0,1,0,475,846,0.5468126,1.7011215,60,113125,109029.96,LAX
上午班機,TPE,早晨抵達,1,0,1,0,1,0,0,0,0,700,0.5468126,1.7011215,60,99372,104580.12,LAX
上午班機,TSA,下午抵達,0,0,2,1,2,0,2,0,410,810,0.5468126,1.7011215,60,218743,208648.92,LAX
上午班機,TPE,下午抵達,0,0,1,1,1,0,1,0,237,761,0.5468126,1.7011215,60,107403,111313.234,LAX
上午班機,TPE,下午抵達,0,0,1,1,1,0,1,0,369,758,0.5468126,1.7011215,60,107397,111971.87,LAX
上午班機,TPE,下午抵達,0,0,1,1,1,0,1,0,500,756,0.5468126,1.7011215,60,106869,107592.53,LAX
上午班機,TPE,下午抵達,0,0,1,1,1,0,1,0,590,756,0.5468126,1.7011215,60,106838,110740.086,LAX
上午班機,TSA,下午抵達,1,0,1,1,1,0,2,0,470,820,0.5468126,1.7011215,60,116130,119503.31,LAX
下午班機,TPE,晚間抵達,1,1,5,1,1,0,2,0,270,905,0.5468126,1.7011215,73,177299,160250.22,LAX
下午班機,TPE,上午抵達,1,1,2,1,1,0,2,0,1210,835,0.5468126,1.7011215,73,197374,163987.28,LAX
下午班機,TSA,上午抵達,1,1,2,1,1,0,2,0,1100,810,0.5468126,1.7011215,73,184612,197672.36,LAX
下午班機,TPE,晚間抵達,0,0,5,1,1,0,2,0,315,890,0.5468126,1.7011215,73,249493,231438.7,LAX
下午班機,TPE,晚間抵達,0,0,5,1,1,0,2,0,395,890,0.5468126,1.7011215,73,99298,102309.4,LAX
下午班機,TSA,下午抵達,1,1,1,1,1,0,2,0,440,780,0.5468126,1.7011215,73,103668,104853.75,LAX
下午班機,TSA,下午抵達,1,1,1,1,1,0,2,0,1655,780,0.5468126,1.7011215,73,112446,106979.96,LAX
下午班機,TSA,下午抵達,1,1,1,1,1,0,2,0,215,780,0.5468126,1.7011215,73,92269,101971.39,LAX
下午班機,TSA,下午抵達,1,1,1,1,1,0,2,0,250,770,0.5468126,1.7011215,73,96338,98343.33,LAX
下午班機,TSA,下午抵達,1,1,1,1,1,0,2,0,1465,770,0.5468126,1.7011215,73,112473,97424.12,LAX
下午班機,TSA,上午抵達,1,1,1,1,1,0,2,0,1220,760,0.5468126,1.7011215,73,98121,98805.0,LAX
下午班機,TSA,下午抵達,1,0,1,1,1,0,2,0,130,780,0.5468126,1.7011215,73,92312,101611.14,LAX
下午班機,TSA,上午抵達,1,0,1,1,1,0,2,0,1265,765,0.5468126,1.7011215,73,149576,111928.195,LAX
下午班機,TSA,下午抵達,1,0,1,1,1,0,2,0,1380,770,0.5468126,1.7011215,73,84710,105089.71,LAX
下午班機,TPE,晚間抵達,1,1,3,1,1,0,2,0,540,875,0.5468126,1.7011215,73,89954,92800.234,LAX
下午班機,TPE,晚間抵達,1,1,3,1,1,0,2,0,390,875,0.5468126,1.7011215,73,85417,92285.97,LAX
下午班機,TPE,晚間抵達,1,1,3,1,1,0,2,0,320,875,0.5468126,1.7011215,73,85670,96658.3,LAX
下午班機,TPE,晚間抵達,1,1,3,1,1,0,2,0,595,875,0.5468126,1.7011215,73,87629,92701.52,LAX
下午班機,TPE,晚間抵達,1,1,1,1,1,0,2,0,110,1195,0.5468126,1.7011215,73,183018,167526.22,LAX
下午班機,TSA,上午抵達,1,1,3,1,1,0,2,0,1260,760,0.5468126,1.7011215,73,124395,125575.12,LAX
下午班機,TSA,上午抵達,1,1,3,1,1,0,2,0,1305,750,0.5468126,1.7011215,73,115173,118386.21,LAX
下午班機,TSA,早晨抵達,1,0,3,1,1,0,2,0,1060,765,0.5468126,1.7011215,73,114366,132065.31,LAX
下午班機,TSA,下午抵達,1,0,3,1,1,0,2,0,60,765,0.5468126,1.7011215,73,115300,121724.55,LAX
下午班機,TPE,凌晨抵達,1,1,1,1,0,0,1,0,680,776,0.5468126,1.7011215,73,82043,88501.59,LAX
下午班機,TPE,早晨抵達,1,1,1,1,1,0,1,0,1125,778,0.5468126,1.7011215,73,82043,90308.8,LAX
下午班機,TPE,下午抵達,1,1,1,1,0,0,1,0,135,776,0.5468126,1.7011215,73,82479,84595.305,LAX
下午班機,TPE,早晨抵達,1,1,1,1,1,0,1,0,1200,778,0.5468126,1.7011215,73,80130,86986.35,LAX
下午班機,TPE,晚間抵達,1,1,1,1,0,0,1,0,320,776,0.5468126,1.7011215,73,81761,85583.766,LAX
下午班機,TPE,晚間抵達,1,1,1,1,1,0,1,0,430,776,0.5468126,1.7011215,73,82043,85542.4,LAX
下午班機,TPE,下午抵達,1,0,1,1,1,0,2,0,330,780,0.5468126,1.7011215,73,152388,129291.38,LAX
下午班機,TSA,下午抵達,1,0,1,1,1,0,2,0,270,770,0.5468126,1.7011215,73,142472,132976.03,LAX
下午班機,TSA,下午抵達,1,0,1,1,1,0,2,0,1485,770,0.5468126,1.7011215,73,120159,108591.53,LAX
下午班機,TSA,上午抵達,1,0,1,1,1,0,2,0,1285,765,0.5468126,1.7011215,73,106821,111928.195,LAX
下午班機,TSA,下午抵達,1,0,1,1,1,0,2,0,1400,770,0.5468126,1.7011215,73,97964,105089.71,LAX
下午班機,TPE,下午抵達,1,0,1,1,1,0,2,0,115,820,0.5468126,1.7011215,73,107296,107828.586,LAX
下午班機,TPE,下午抵達,1,1,1,1,1,0,2,0,220,810,0.5468126,1.7011215,73,106073,94055.11,LAX
下午班機,TPE,早晨抵達,1,1,1,1,2,0,2,0,1090,800,0.5468126,1.7011215,73,94298,83344.55,LAX
凌晨班機,TPE,上午抵達,0,0,3,1,1,0,2,0,600,775,0.5468126,1.7011215,16,137076,122294.93,LAX
凌晨班機,TPE,上午抵達,0,0,3,1,1,0,2,0,645,765,0.5468126,1.7011215,16,115727,113884.53,LAX
凌晨班機,TPE,上午抵達,0,0,3,1,1,0,2,0,710,755,0.5468126,1.7011215,16,102500,109186.56,LAX
凌晨班機,TPE,早晨抵達,0,0,3,1,1,0,2,0,400,780,0.5468126,1.7011215,16,99359,112125.63,LAX
凌晨班機,TPE,上午抵達,0,0,1,1,1,0,2,0,680,780,0.5468126,1.7011215,16,140401,128496.07,LAX
凌晨班機,TPE,早晨抵達,0,0,5,1,1,0,1,0,730,743,0.5468126,1.7011215,16,105742,109590.19,LAX
凌晨班機,TPE,下午抵達,0,0,5,1,1,0,1,0,947,736,0.5468126,1.7011215,16,105751,110480.27,LAX
凌晨班機,TPE,晚間抵達,0,0,5,1,1,0,1,0,183,733,0.5468126,1.7011215,16,106042,113732.04,LAX
凌晨班機,TPE,上午抵達,1,1,2,1,1,0,1,0,85,1555,0.5468126,1.7011215,16,223232,201396.64,LAX
早晨班機,TPE,上午抵達,1,0,2,1,1,0,2,0,140,840,0.5468126,1.7011215,35,187002,167134.45,LAX
早晨班機,TPE,上午抵達,0,0,3,1,1,0,2,0,375,750,0.5468126,1.7011215,35,116350,117946.484,LAX
早晨班機,TPE,晚間抵達,0,0,5,1,1,0,2,0,755,890,0.5468126,1.7011215,35,75793,88526.664,LAX
早晨班機,TPE,晚間抵達,1,1,3,1,1,0,2,0,835,880,0.5468126,1.7011215,35,84062,93236.25,LAX
早晨班機,TPE,上午抵達,1,0,1,1,1,0,2,0,245,775,0.5468126,1.7011215,35,144728,146724.88,LAX
早晨班機,TSA,下午抵達,1,0,1,1,1,0,2,0,825,770,0.5468126,1.7011215,35,132939,139880.08,LAX
早晨班機,TSA,下午抵達,1,0,1,1,1,0,2,0,600,770,0.5468126,1.7011215,35,133032,145961.45,LAX
早晨班機,TSA,上午抵達,1,0,1,1,1,0,2,0,355,760,0.5468126,1.7011215,35,131466,140407.61,LAX
早晨班機,TPE,上午抵達,1,0,1,1,1,0,2,0,300,775,0.5468126,1.7011215,35,142658,146810.95,LAX
早晨班機,TSA,上午抵達,1,0,1,1,1,0,2,0,430,770,0.5468126,1.7011215,35,261728,161006.97,LAX
早晨班機,TPE,上午抵達,1,0,1,1,1,0,2,0,290,780,0.5468126,1.7011215,35,98049,103644.12,LAX
早晨班機,TPE,下午抵達,1,0,1,1,1,0,2,0,405,785,0.5468126,1.7011215,35,98805,104392.68,LAX
早晨班機,TSA,上午抵達,1,0,1,1,1,0,2,0,400,765,0.5468126,1.7011215,35,104592,108004.79,LAX
早晨班機,TSA,下午抵達,1,0,1,1,1,0,2,0,515,770,0.5468126,1.7011215,35,104235,110714.84,LAX
早晨班機,TPE,上午抵達,1,0,1,1,1,0,2,0,345,780,0.5468126,1.7011215,35,98280,105864.164,LAX
早晨班機,TPE,下午抵達,1,0,1,1,1,0,2,0,460,785,0.5468126,1.7011215,35,98495,105200.81,LAX
早晨班機,TPE,早晨抵達,1,0,1,1,2,0,2,0,250,805,0.5468126,1.7011215,35,109266,101328.18,LAX
早晨班機,TPE,下午抵達,1,0,1,1,1,0,2,0,610,815,0.5468126,1.7011215,35,115923,111862.57,LAX
晚間班機,TPE,上午抵達,1,1,2,1,1,0,2,0,1005,820,0.5468126,1.7011215,98,172293,152875.77,LAX
晚間班機,TPE,晚間抵達,1,0,2,0,1,0,0,0,0,705,0.5468126,1.7011215,98,95899,97245.61,LAX
晚間班機,TPE,上午抵達,0,0,2,1,0,0,1,0,830,805,0.5468126,1.7011215,98,100998,108566.16,LAX
晚間班機,TPE,下午抵達,0,0,2,1,1,0,1,0,985,801,0.5468126,1.7011215,98,111705,112226.09,LAX
晚間班機,TPE,下午抵達,0,0,2,1,0,0,1,0,1130,801,0.5468126,1.7011215,98,100962,118830.98,LAX
晚間班機,TPE,晚間抵達,0,0,2,1,1,0,1,0,155,805,0.5468126,1.7011215,98,101008,101964.195,LAX
晚間班機,TSA,上午抵達,0,0,3,1,1,0,2,0,1090,760,0.5468126,1.7011215,98,176514,168449.16,LAX
晚間班機,TSA,上午抵達,0,0,3,1,1,0,2,0,1135,750,0.5468126,1.7011215,98,112428,114532.266,LAX
晚間班機,TPE,凌晨抵達,0,0,2,1,0,0,1,0,225,756,0.5468126,1.7011215,98,347652,344948.4,LAX
晚間班機,TPE,早晨抵達,0,0,5,1,1,0,2,0,550,900,0.5468126,1.7011215,98,88667,101596.89,LAX
晚間班機,TPE,上午抵達,0,0,2,1,1,0,1,0,820,804,0.5468126,1.7011215,98,238119,229836.56,LAX
晚間班機,TPE,早晨抵達,1,0,2,1,1,0,1,0,675,755,0.5468126,1.7011215,98,108604,117243.875,LAX
晚間班機,TPE,上午抵達,1,0,2,1,1,0,1,0,817,758,0.5468126,1.7011215,98,109176,128923.73,LAX
晚間班機,TPE,早晨抵達,0,0,2,1,1,0,1,0,670,757,0.5468126,1.7011215,98,105107,110378.95,LAX
晚間班機,TPE,早晨抵達,0,0,2,1,1,0,1,0,730,763,0.5468126,1.7011215,98,104915,109238.43,LAX
晚間班機,TPE,下午抵達,0,0,2,1,1,0,1,0,947,758,0.5468126,1.7011215,98,105035,111915.39,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,0,2,0,225,875,0.5468126,1.7011215,98,84917,91165.13,LAX
晚間班機,TPE,上午抵達,1,1,3,1,1,0,2,0,945,885,0.5468126,1.7011215,98,86829,95179.336,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,0,2,0,170,875,0.5468126,1.7011215,98,84428,91227.234,LAX
晚間班機,TPE,上午抵達,1,1,3,1,1,0,2,0,890,885,0.5468126,1.7011215,98,87419,94732.34,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,0,2,0,160,875,0.5468126,1.7011215,98,84062,91227.234,LAX
晚間班機,TPE,上午抵達,1,1,3,1,1,0,2,0,880,885,0.5468126,1.7011215,98,87419,94732.34,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,0,2,0,125,875,0.5468126,1.7011215,98,85161,92925.73,LAX
晚間班機,TPE,上午抵達,1,1,3,1,1,0,2,0,845,885,0.5468126,1.7011215,98,87096,94732.34,LAX
晚間班機,TPE,晚間抵達,1,1,3,1,1,0,2,0,60,880,0.5468126,1.7011215,98,84672,91238.55,LAX
晚間班機,TPE,上午抵達,1,1,3,1,1,0,2,0,780,890,0.5468126,1.7011215,98,87096,93588.76,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,0,2,0,710,880,0.5468126,1.7011215,98,115462,118156.79,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,0,2,0,700,880,0.5468126,1.7011215,98,108936,118156.79,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,0,2,0,665,880,0.5468126,1.7011215,98,110756,125513.57,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,0,2,0,600,885,0.5468126,1.7011215,98,108919,117671.11,LAX
晚間班機,TPE,上午抵達,1,1,1,1,1,0,2,0,125,1610,0.5468126,1.7011215,98,179674,190852.38,LAX
晚間班機,TPE,下午抵達,1,1,1,1,1,0,2,0,475,1615,0.5468126,1.7011215,98,169940,182262.33,LAX
晚間班機,TPE,早晨抵達,1,1,2,1,2,0,2,0,935,810,0.5468126,1.7011215,98,136152,94138.39,LAX
晚間班機,TSA,晚間抵達,1,1,2,1,1,0,2,0,1525,830,0.5468126,1.7011215,98,125502,126154.88,LAX
晚間班機,TPE,晚間抵達,1,0,5,0,1,0,0,0,0,680,0.5468126,1.7011215,98,97634,102821.95,LAX
晚間班機,TPE,早晨抵達,1,1,5,1,1,0,2,0,670,900,0.5468126,1.7011215,98,79579,83249.54,LAX
晚間班機,TPE,晚間抵達,1,0,1,0,1,0,0,0,0,700,0.5468126,1.7011215,98,103855,109500.55,LAX
晚間班機,TPE,下午抵達,1,0,1,0,1,0,0,0,0,700,0.5468126,1.7011215,98,106919,117429.97,LAX
晚間班機,TPE,上午抵達,1,0,1,1,0,0,1,0,815,820,0.5468126,1.7011215,98,130217,134519.14,LAX
晚間班機,TPE,晚間抵達,1,0,1,1,1,0,1,0,140,820,0.5468126,1.7011215,98,132941,131748.44,LAX
晚間班機,TPE,凌晨抵達,1,0,1,1,0,0,1,0,235,761,0.5468126,1.7011215,98,330984,338628.62,LAX
晚間班機,TPE,晚間抵達,0,0,1,1,1,0,1,0,138,805,0.5468126,1.7011215,98,111920,107184.92,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,0,1,0,680,762,0.5468126,1.7011215,98,107554,119138.72,LAX
晚間班機,TPE,晚間抵達,0,0,1,1,1,0,1,0,108,795,0.5468126,1.7011215,98,111973,107805.555,LAX
晚間班機,TPE,早晨抵達,0,0,1,1,1,0,1,0,900,762,0.5468126,1.7011215,98,108047,113514.99,LAX
晚間班機,TPE,晚間抵達,0,0,1,1,1,0,1,0,230,755,0.5468126,1.7011215,98,107885,111100.805,LAX
晚間班機,TPE,下午抵達,1,1,5,1,2,0,2,0,175,1570,0.5468126,1.7011215,98,218866,169340.05,LAX
上午班機,TSA,上午抵達,0,0,2,1,1,0,2,0,1415,840,0.5468126,1.7011215,66,177781,158986.47,LAX
上午班機,TSA,下午抵達,1,0,2,1,2,0,2,0,415,805,0.5468126,1.7011215,66,214182,182260.42,LAX
上午班機,TSA,上午抵達,0,0,3,1,1,0,2,0,215,760,0.5468126,1.7011215,66,181817,174525.0,LAX
上午班機,TPE,上午抵達,0,0,3,1,1,0,2,0,270,760,0.5468126,1.7011215,66,100264,116693.26,LAX
上午班機,TPE,晚間抵達,1,1,3,1,1,0,2,0,685,885,0.5468126,1.7011215,66,83709,93642.414,LAX
上午班機,TPE,下午抵達,1,1,3,1,1,0,2,0,220,895,0.5468126,1.7011215,66,89002,93736.15,LAX
上午班機,TPE,晚間抵達,1,1,3,1,1,0,2,0,755,870,0.5468126,1.7011215,66,84129,89492.67,LAX
上午班機,TPE,下午抵達,1,1,3,1,1,0,2,0,290,880,0.5468126,1.7011215,66,89059,93102.79,LAX
上午班機,TPE,上午抵達,1,1,1,1,1,0,2,0,820,1610,0.5468126,1.7011215,66,168857,180615.23,LAX
上午班機,TPE,晚間抵達,1,1,2,1,1,0,2,0,610,830,0.5468126,1.7011215,66,115380,115141.625,LAX
上午班機,TPE,上午抵達,1,1,3,1,1,0,2,0,150,765,0.5468126,1.7011215,66,155489,109910.99,LAX
上午班機,TSA,上午抵達,1,1,3,1,1,0,2,0,185,760,0.5468126,1.7011215,66,134039,137022.61,LAX
上午班機,TSA,上午抵達,1,1,3,1,1,0,2,0,230,750,0.5468126,1.7011215,66,115362,127619.086,LAX
上午班機,TPE,下午抵達,1,0,3,1,1,0,2,0,345,780,0.5468126,1.7011215,66,160354,124806.11,LAX
上午班機,TSA,下午抵達,1,0,3,1,1,0,2,0,425,765,0.5468126,1.7011215,66,124696,133760.8,LAX
上午班機,TPE,晚間抵達,1,1,1,1,1,0,1,0,600,776,0.5468126,1.7011215,66,83037,87119.35,LAX
上午班機,TPE,晚間抵達,1,1,1,1,0,0,1,0,710,776,0.5468126,1.7011215,66,83037,85785.445,LAX
上午班機,TPE,晚間抵達,1,1,1,1,1,0,1,0,784,776,0.5468126,1.7011215,66,83032,87039.46,LAX
上午班機,TPE,凌晨抵達,1,1,1,1,1,0,1,0,960,776,0.5468126,1.7011215,66,92031,88749.07,LAX
上午班機,TPE,上午抵達,1,1,1,1,1,0,1,0,150,778,0.5468126,1.7011215,66,90902,89883.65,LAX
上午班機,TPE,下午抵達,1,1,1,1,1,0,1,0,240,782,0.5468126,1.7011215,66,90406,88230.91,LAX
上午班機,TPE,下午抵達,1,1,1,1,1,0,1,0,395,776,0.5468126,1.7011215,66,88467,84469.38,LAX
上午班機,TPE,下午抵達,1,1,1,1,1,0,1,0,525,776,0.5468126,1.7011215,66,85716,87578.85,LAX
上午班機,TPE,晚間抵達,1,1,5,1,1,0,2,0,595,885,0.5468126,1.7011215,66,94032,98348.3,LAX
上午班機,TPE,上午抵達,1,1,2,1,1,0,1,0,65,845,0.5468126,1.7011215,66,114689,111857.875,LAX
上午班機,TPE,下午抵達,1,1,2,1,1,0,1,0,250,850,0.5468126,1.7011215,66,116009,113686.7,LAX
上午班機,TPE,下午抵達,1,1,2,1,1,0,1,0,340,848,0.5468126,1.7011215,66,111981,117596.73,LAX
上午班機,TPE,下午抵達,1,1,2,1,1,0,1,0,475,846,0.5468126,1.7011215,66,116475,111697.87,LAX
上午班機,TPE,早晨抵達,1,0,1,0,1,0,0,0,0,700,0.5468126,1.7011215,66,99142,105571.78,LAX
上午班機,TPE,下午抵達,0,0,1,1,1,0,1,0,237,763,0.5468126,1.7011215,66,107133,111835.91,LAX
上午班機,TPE,下午抵達,0,0,1,1,1,0,1,0,369,758,0.5468126,1.7011215,66,106774,112913.92,LAX
下午班機,TPE,晚間抵達,1,1,5,1,1,0,2,0,270,905,0.5468126,1.7011215,69,243352,156755.08,LAX
下午班機,TPE,上午抵達,1,1,2,1,1,0,2,0,1205,840,0.5468126,1.7011215,69,193652,167411.22,LAX
下午班機,TSA,上午抵達,1,1,2,1,1,0,2,0,1100,810,0.5468126,1.7011215,69,208105,197531.95,LAX
下午班機,TPE,下午抵達,1,0,2,0,1,0,0,0,0,695,0.5468126,1.7011215,69,98187,97714.71,LAX
下午班機,TPE,晚間抵達,0,0,5,1,1,0,2,0,395,890,0.5468126,1.7011215,69,88293,100077.96,LAX
下午班機,TSA,下午抵達,1,1,1,1,1,0,2,0,440,780,0.5468126,1.7011215,69,93154,102480.195,LAX
下午班機,TSA,下午抵達,1,1,1,1,1,0,2,0,215,780,0.5468126,1.7011215,69,113480,100070.516,LAX
下午班機,TSA,下午抵達,1,1,1,1,1,0,2,0,250,770,0.5468126,1.7011215,69,87313,96705.69,LAX
下午班機,TSA,下午抵達,1,1,1,1,1,0,2,0,1465,770,0.5468126,1.7011215,69,84650,94648.54,LAX
下午班機,TSA,上午抵達,1,1,1,1,1,0,2,0,1220,760,0.5468126,1.7011215,69,95341,95990.086,LAX
下午班機,TSA,下午抵達,1,0,1,1,1,0,2,0,130,780,0.5468126,1.7011215,69,91110,101408.03,LAX
下午班機,TSA,上午抵達,1,0,1,1,1,0,2,0,1265,765,0.5468126,1.7011215,69,84615,108739.414,LAX
