出發時間,出發時段,出發機場代號,抵達機場代號,航班代碼,隨機購買平均價格,預測最低價格,最低價格,效能,最佳效能,標準化效能
上午9:50,晚間班機,TSA,HKG,CX 469,14285.5,14275.205,14275,0.0007206608099121538,0.0007350110251653775,0.9804761904761973
上午9:50,晚間班機,TSA,HKG,BR 867,14881.0,14732.029,13302,0.01001081916537864,0.10610846045292655,0.09434515516149433
下午2:30,下午班機,TSA,HKG,CI 915,13759.25,13552.781,13187,0.01500583243999485,0.04159020295437615,0.3608020969855817
下午4:55,下午班機,TSA,HKG,CI 919,13994.0,13379.962,13187,0.04387866228383596,0.057667571816492784,0.7608897149938048
下午1:20,下午班機,TSA,HKG,CX 495,14281.5,14319.492,14275,-0.0026602247663060734,0.00045513426460805936,-5.844923076923106
下午3:50,下午班機,TSA,HKG,CX 443,14284.75,14319.492,14275,-0.0024321041670312877,0.0006825460718598506,-3.56328205128207
下午5:00,下午班機,TSA,HKG,CX 421,14286.75,14430.369,14275,-0.010052601186414026,0.0008224403730729522,-12.222893617021327
中午12:25,下午班機,TSA,HKG,CX 461,14283.75,14319.492,14275,-0.002502284064058821,0.0006125842303316706,-4.084800000000021
下午4:30,下午班機,TSA,HKG,JX 235,13173.25,12852.789,11776,0.024326646803180637,0.10606721955477957,0.22935122562175653
下午2:25,下午班機,TSA,HKG,BR 855,14884.0,14757.721,13302,0.008484211233539402,0.10628863208814834,0.07982237673830624
下午4:35,下午班機,TSA,HKG,BR 871,14881.0,14683.82,13302,0.013250453598548505,0.10610846045292655,0.12487650411652965
中午12:25,下午班機,TSA,HKG,BR 869,14882.25,14723.055,13302,0.010696971224109238,0.10618354079524266,0.10074038917892719
上午8:05,早晨班機,TSA,HKG,CI 903,14437.0,13530.827,13187,0.06276740320011087,0.08658308512848929,0.7249384000000005
清晨7:15,早晨班機,TSA,HKG,CI 601,13760.5,13530.827,13187,0.016690745249082567,0.04167726463427928,0.4004760244115094
上午8:20,早晨班機,TSA,HKG,CX 407,14281.0,14342.644,14275,-0.004316504446467351,0.00042013864575309853,-10.274000000000038
上午8:05,早晨班機,TSA,HKG,JX 233,13880.0,12966.325,11776,0.06582672910662819,0.1515850144092219,0.43425617870722405
上午8:05,早晨班機,TSA,HKG,BR 851,21548.25,16099.392,21243,0.2528677734850858,0.014165883540426716,17.850476658476662
清晨7:00,早晨班機,TSA,HKG,BR 891,14875.5,15000.188,13302,-0.008382104803199899,0.10577795704346073,-0.0792424531299651
下午6:10,晚間班機,TSA,HKG,CI 923,14653.0,13534.234,13187,0.07635064491912916,0.1000477717873473,0.7631418826739423
晚上9:10,晚間班機,TSA,HKG,CI 921,14195.5,13502.287,13187,0.04883329224049873,0.07104364059032792,0.6873703520079324
下午6:35,晚間班機,TSA,HKG,CX 473,14283.5,14386.385,14275,-0.007203066475303687,0.000595092239297091,-12.10411764705885
晚上7:30,晚間班機,TSA,HKG,CX 565,14284.25,14310.836,14275,-0.0018612107741042988,0.0006475663755534943,-2.8741621621620896
晚上7:40,晚間班機,TSA,HKG,CX 451,14282.0,14310.836,14275,-0.002019044951687392,0.0004901274331326144,-4.119428571428476
晚上8:15,晚間班機,TSA,HKG,CX 531,14283.25,14310.836,14275,-0.0019313531584197806,0.0005775996359371992,-3.343757575757494
晚上9:15,晚間班機,TSA,HKG,CX 479,14285.0,14203.559,14275,0.005701155057752937,0.0007000350017500875,8.144100000000071
下午6:10,晚間班機,TSA,HKG,BR 857,14882.0,14694.635,13302,0.012590041661067046,0.1061685257357882,0.11858544303797455
晚上7:00,晚間班機,TSA,HKG,BR 809,14480.25,14735.697,13302,-0.017641062826953963,0.08136945149427668,-0.2168020369191599
上午9:50,晚間班機,TSA,HKG,CX 469,14656.5,10777.474,14277,0.26466250469075153,0.02589294852113397,10.221412384716732
上午9:50,晚間班機,TSA,HKG,BR 867,15254.0,15345.543,13307,-0.006001245574931144,0.12763865215681133,-0.047017462763225305
中午12:25,下午班機,TSA,HKG,CX 461,14283.0,14095.499,14278,0.013127564237205083,0.0003500665126374011,37.50020000000004
中午12:25,下午班機,TSA,HKG,BR 869,14876.5,14226.089,13307,0.04372070043356973,0.10550196618828353,0.4144064988849953
上午8:05,早晨班機,TSA,HKG,CI 903,13617.75,13482.986,13192,0.009896201648583592,0.03126434249417121,0.31653317674691533
清晨7:15,早晨班機,TSA,HKG,CI 601,13854.75,13482.986,13192,0.026832963424096374,0.04783557985528429,0.5609415314975469
下午6:35,晚間班機,TSA,HKG,CX 473,16913.75,13994.933,14277,0.17257065996600393,0.15589387332791368,1.1069752536266233
上午10:50,晚間班機,TSA,HKG,CI 909,13885.25,12994.4,13195,0.06415800939846242,0.04971102428836355,1.2906193408185445
上午9:50,晚間班機,TSA,HKG,CX 469,15394.75,10777.474,14278,0.2999253641663554,0.07254096364020202,4.134565480188045
上午8:05,早晨班機,TSA,HKG,BR 851,17756.5,14886.28,13310,0.16164334187480636,0.2504153408610931,0.6455009558079386
晚上7:00,晚間班機,TSA,HKG,BR 809,18387.0,14945.841,13310,0.1871517376407244,0.2761189971175287,0.6777937758518809
上午9:50,晚間班機,TSA,HKG,CX 469,15026.25,10311.268,14278,0.3137830130604775,0.04979619000083188,6.301345806882726
下午2:25,下午班機,TSA,HKG,BR 855,14881.75,14208.869,13311,0.04521517966636984,0.10554874258739731,0.4283819831290781
上午8:05,早晨班機,TSA,HKG,JX 233,21373.75,12357.365,16326,0.4218438505175741,0.2361658576524943,1.786218612252984
下午6:35,晚間班機,TSA,HKG,CX 473,14283.25,14548.487,14278,-0.018569793289342353,0.00036756340468730857,-50.521333333333175
上午10:50,晚間班機,TSA,HKG,CI 909,15007.5,12994.4,13201,0.13413959686823257,0.12037314675995335,1.1143647938001662
下午5:00,下午班機,TSA,HKG,CX 421,15025.25,14562.7705,14278,0.030780153408429108,0.0497329495349495,0.6189086651053857
上午8:05,早晨班機,TSA,HKG,CI 903,13814.0,13482.986,13201,0.02396221224844355,0.04437527146373244,0.5399902120717769
清晨7:15,早晨班機,TSA,HKG,CI 601,14287.75,13482.986,13201,0.056325453622858686,0.07606166121327711,0.7405235794801005
上午10:50,晚間班機,TSA,HKG,CI 909,14416.0,13035.198,13201,0.09578260266370697,0.08428135405105439,1.136462551440329
下午2:30,下午班機,TSA,HKG,CI 915,13882.75,13452.803,13201,0.030969872683726217,0.0491077056058778,0.6306519985331868
下午1:20,下午班機,TSA,HKG,CX 495,15024.0,13473.552,14278,0.10319808306709267,0.04965388711395101,2.0783485254691696
下午5:00,下午班機,TSA,HKG,CX 421,24796.25,14348.116,14278,0.4213594394313656,0.42418712506931494,0.9933338720794808
中午12:25,下午班機,TSA,HKG,CX 461,14282.25,13473.552,14278,0.056622590978312265,0.0002975721612491029,190.28188235294127
清晨7:15,早晨班機,TSA,HKG,CI 601,14524.75,13482.986,13201,0.07172336873268037,0.09113754109365049,0.7869794145420201
上午8:05,早晨班機,TSA,HKG,BR 851,21691.25,17114.945,21243,0.21097470178067193,0.020665014694865442,10.209269380925821
下午6:35,晚間班機,TSA,HKG,CX 473,14281.5,14548.487,14278,-0.018694604908447935,0.0002450722963274166,-76.28199999999977
上午10:50,晚間班機,TSA,HKG,CI 909,13793.75,13073.78,13201,0.05219537834164019,0.04297236067059357,1.2146267397722468
上午9:50,晚間班機,TSA,HKG,CX 469,14286.5,13822.155,14278,0.0325023623700696,0.000594967276799776,54.62882352941169
下午5:00,下午班機,TSA,HKG,CX 421,18963.5,14527.704,14278,0.23391230521791864,0.2470799166820471,0.9467070750186747
下午4:35,下午班機,TSA,HKG,BR 871,15281.0,14344.23,14867,0.06130292520123031,0.02709246777043387,2.262729468599035
上午8:05,早晨班機,TSA,HKG,CI 903,14267.5,13166.898,13201,0.07714049413001582,0.07475030664096724,1.0319756211908118
清晨7:15,早晨班機,TSA,HKG,CI 601,14141.75,13166.898,13201,0.06893432566690832,0.06652288436721056,1.036249800690939
上午8:05,早晨班機,TSA,HKG,BR 851,14881.25,15610.079,14867,-0.04897632927341451,0.0009575808483830323,-51.14589473684209
晚上7:00,晚間班機,TSA,HKG,BR 809,16618.5,14945.841,14867,0.10065041971297047,0.1053945903661582,0.9549865829289179
上午10:50,晚間班機,TSA,HKG,CI 909,14378.0,12994.4,13354,0.09623035192655448,0.07121991932118514,1.3511718750000004
上午9:50,晚間班機,TSA,HKG,BR 867,21550.5,15345.543,14867,0.2879263590171922,0.3101320154984803,0.9283993416623029
下午5:00,下午班機,TSA,HKG,CX 421,14283.5,14527.704,14278,-0.017096930024153724,0.0003850596842510589,-44.400727272727224
中午12:25,下午班機,TSA,HKG,CX 461,14287.75,14095.499,14278,0.013455652569508859,0.000682402757607041,19.718051282051302
上午8:05,早晨班機,TSA,HKG,CI 903,14285.25,13177.928,13354,0.0775150592394253,0.06518961866260653,1.189070604026846
清晨7:15,早晨班機,TSA,HKG,CI 601,14139.25,13177.928,13354,0.06798960340895027,0.055536891985077004,1.2242241324418977
上午8:05,早晨班機,TSA,HKG,JX 233,18853.5,12791.5625,14561,0.32152849603521894,0.22767655872914844,1.4122160745486314
上午8:05,早晨班機,TSA,HKG,BR 851,20478.25,15874.724,16381,0.22480075201738428,0.2000781316762907,1.1235648300689485
下午6:35,晚間班機,TSA,HKG,CX 473,14284.0,14665.99,14278,-0.026742509101092115,0.00042005040604872583,-63.664999999999964
晚上7:00,晚間班機,TSA,HKG,BR 809,14900.75,15142.756,14867,-0.016241195912957362,0.0022649866617452143,-7.17054814814813
上午10:50,晚間班機,TSA,HKG,CI 909,13502.75,13073.78,13354,0.03176908407546606,0.011016274462609468,2.8838319327731052
上午9:50,晚間班機,TSA,HKG,CX 469,14283.5,13822.155,14278,0.032299156369237185,0.0003850596842510589,83.88090909090897
上午9:50,晚間班機,TSA,HKG,BR 867,18361.5,14551.873,14867,0.20747907306047983,0.19031669525910191,1.0901779939905567
下午5:00,下午班機,TSA,HKG,CX 421,15845.5,14527.704,14278,0.08316531507368025,0.09892398472752517,0.8406992025518343
下午4:35,下午班機,TSA,HKG,BR 871,14895.5,14344.23,14867,0.03700916384142865,0.0019133295290523983,19.342807017543876
上午8:05,早晨班機,TSA,HKG,CI 903,13885.25,13482.986,13354,0.02897059829675369,0.038260024126321096,0.7572028235294103
上午8:05,早晨班機,TSA,HKG,BR 851,21889.75,17114.945,21243,0.21812971824712482,0.029545791980264736,7.382767684576731
下午6:35,晚間班機,TSA,HKG,CX 473,14281.25,13994.933,14278,0.020048455142231886,0.0002275711159737418,88.09753846153819
下午2:30,下午班機,TSA,HKG,CI 915,14028.5,13452.803,13354,0.04103767330790891,0.04808069287521831,0.8535166790214975
下午5:00,下午班機,TSA,HKG,CX 421,18201.0,14348.116,14278,0.21168529201692216,0.21553760782374595,0.9821269436655621
中午12:25,下午班機,TSA,HKG,CX 461,14285.75,13473.552,14278,0.05685371786570536,0.0005424986437533906,104.79974193548391
中午12:25,下午班機,TSA,HKG,BR 869,17018.5,14526.526,14867,0.14642735846284927,0.1264212474659929,1.1582495933069952
上午8:05,早晨班機,TSA,HKG,BR 851,20110.25,14886.28,14867,0.25976653696498053,0.26072525204808494,0.9963228913364801
下午6:35,晚間班機,TSA,HKG,CX 473,14657.25,14548.487,14278,0.007420423339985388,0.025874567193709598,0.2867844429795671
上午10:50,晚間班機,TSA,HKG,CI 909,14413.5,13073.78,13354,0.09294897145037634,0.0735074756304853,1.2644832468145346
上午10:45,晚間班機,TSA,HKG,CX 489,14312.5,13945.851,14278,0.025617397379912626,0.0024104803493449783,10.627507246376796
上午9:50,晚間班機,TSA,HKG,CX 469,14282.75,13822.155,14278,0.03224834153086761,0.00033256900806917435,96.96736842105248
下午1:20,下午班機,TSA,HKG,CX 495,14283.25,14135.4795,14278,0.010345719636637357,0.00036756340468730857,28.146761904762005
中午12:25,下午班機,TSA,HKG,CX 461,14285.75,14135.4795,14278,0.01051890870272828,0.0005424986437533906,19.38974193548394
下午2:25,下午班機,TSA,HKG,BR 855,14918.0,14735.865,14867,0.012209076283684155,0.003418688832283148,3.571274509803926
上午8:05,早晨班機,TSA,HKG,BR 851,16495.5,14886.28,14867,0.09755509078233454,0.09872389439544119,0.9881608842493088
晚上8:15,晚間班機,TSA,HKG,CX 531,16245.0,12565.943,14278,0.22647319175130814,0.12108341028008618,1.8703899339095074
上午9:50,晚間班機,TSA,HKG,CX 469,14684.0,10777.474,14278,0.2660396349768455,0.027649141923181693,9.621985221674876
下午5:00,下午班機,TSA,HKG,CX 421,14655.5,14562.7705,14278,0.006327283272491519,0.02575824775681485,0.24564105960264757
晚上8:15,晚間班機,TSA,HKG,CX 531,14656.25,11845.729,14278,0.1917626268656717,0.02580810234541578,7.430326503635164
下午2:30,下午班機,TSA,HKG,CI 915,13887.0,13452.803,13354,0.031266436235328016,0.03838121984589904,0.8146285178236401
下午1:20,下午班機,TSA,HKG,CX 495,14284.5,13473.552,14278,0.05677118555077184,0.00045503867828765445,124.76123076923082
下午5:00,下午班機,TSA,HKG,CX 421,17770.5,14348.116,14281,0.19258794068821924,0.19636476182437185,0.9807662988966901
中午12:25,下午班機,TSA,HKG,CX 461,14285.5,13473.552,14278,0.056837212558188396,0.0005250078751181268,108.25973333333337
下午6:35,晚間班機,TSA,HKG,CX 473,14283.75,14548.487,14278,-0.018534138444035998,0.0004025553513608121,-46.04121739130421
上午9:50,晚間班機,TSA,HKG,CX 469,14279.75,14275.205,14278,0.00031828288310370087,0.00012255116511143403,2.5971428571428983
上午9:50,晚間班機,TSA,HKG,CX 499,14286.0,14362.847,14278,-0.005379182416351656,0.0005599888002239956,-9.605874999999969
上午9:50,晚間班機,TSA,HKG,BR 867,19827.25,14756.369,14867,0.25575311755286284,0.25017337250501204,1.0223035129277758
下午5:00,下午班機,TSA,HKG,CX 421,16915.75,14562.7705,14278,0.13909992167063237,0.1559345580302381,0.8920403753198747
上午8:05,早晨班機,TSA,HKG,CI 903,16022.5,13166.898,13354,0.17822449680137312,0.1665470432204712,1.07011504590594
清晨7:15,早晨班機,TSA,HKG,CI 601,14266.75,13166.898,13354,0.07709197960292294,0.06397743003837594,1.2049871268145722
上午8:05,早晨班機,TSA,HKG,BR 851,16999.25,15610.079,14867,0.08171954645057872,0.12543200435313323,0.6515047485051003
下午6:35,晚間班機,TSA,HKG,CX 473,14282.5,14548.487,14278,-0.018623280238053503,0.0003150708909504639,-59.10822222222203
上午9:50,晚間班機,TSA,HKG,CX 469,14282.75,10311.268,14278,0.27806143774833275,0.00033256900806917435,836.1014736842104
下午1:20,下午班機,TSA,HKG,CX 495,14284.25,14095.499,14278,0.013213924427253807,0.00043754484834695556,30.200160000000032
下午5:00,下午班機,TSA,HKG,CX 421,14681.5,14527.704,14278,0.01047549637298643,0.02748356775533835,0.381154894671624
上午8:05,早晨班機,TSA,HKG,BR 851,21842.75,14886.28,14962,0.31847958704833407,0.31501299058039856,1.0110046143225664
上午9:50,晚間班機,TSA,HKG,CX 469,15844.0,10777.474,14278,0.3197756879575865,0.09883867710174199,3.2353295019157087
上午9:50,晚間班機,TSA,HKG,BR 867,17022.0,15345.543,14867,0.09848766302432149,0.12660086946304783,0.7779382830626452
下午1:20,下午班機,TSA,HKG,CX 495,16915.75,13464.496,14278,0.2040260703781979,0.1559345580302381,1.3084083025305662
下午5:00,下午班機,TSA,HKG,CX 421,14654.5,14348.39,14278,0.020888464294244128,0.025691767034016856,0.8130411686587
中午12:25,下午班機,TSA,HKG,CX 461,14684.5,13464.496,14278,0.08308107187851141,0.027682249991487624,3.001239852398526
下午2:25,下午班機,TSA,HKG,BR 855,14900.75,14556.578,14867,0.023097629313960737,0.0022649866617452143,10.197688888888901
中午12:25,下午班機,TSA,HKG,BR 869,14882.75,14531.708,14867,0.023587173069493168,0.0010582721607229847,22.288380952380916
下午6:35,晚間班機,TSA,HKG,CX 473,14286.0,13994.933,14278,0.02037428251434965,0.0005599888002239956,36.38337499999989
上午10:50,晚間班機,TSA,HKG,CI 909,13964.0,12994.4,13354,0.06943569177885996,0.04368375823546262,1.5895081967213123
上午9:50,晚間班機,TSA,HKG,CX 469,14287.5,10777.474,14278,0.2456711111111111,0.0006649168853893263,369.47642105263157
下午3:50,下午班機,TSA,HKG,CX 443,14286.5,14135.4795,14278,0.01057085360305187,0.000594967276799776,17.76711764705889
下午5:00,下午班機,TSA,HKG,CX 421,14286.75,14893.637,14278,-0.042479010271755345,0.0006124555969692197,-69.35851428571436
中午12:25,下午班機,TSA,HKG,BR 869,14879.5,14713.285,14867,0.011170738264054582,0.0008400819920024195,13.29720000000001
清晨7:15,早晨班機,TSA,HKG,CI 601,14287.5,13777.606,13354,0.035688118985126874,0.06533683289588801,0.5462174611676489
下午6:35,晚間班機,TSA,HKG,CX 473,14309.5,14175.398,14278,0.009371536391907529,0.002201334777595304,4.257206349206374
晚上8:15,晚間班機,TSA,HKG,CX 531,14366.75,11721.44,14278,0.18412723824107746,0.0061774583674108615,29.806309859154926
晚上7:00,晚間班機,TSA,HKG,BR 809,20108.5,14717.874,14867,0.2680769823706393,0.26066091453862794,1.0284510159305544
上午10:50,晚間班機,TSA,HKG,CI 909,14570.0,13172.55,13354,0.09591283459162668,0.08345916266300618,1.1492187500000006
上午10:45,晚間班機,TSA,HKG,CX 489,14653.0,13500.523,14278,0.07865126595236475,0.02559202893605405,3.073272000000002
上午9:50,晚間班機,TSA,HKG,CX 469,16613.5,14460.471,14287,0.12959514852379092,0.14003671712763716,0.925436922415646
上午9:50,晚間班機,TSA,HKG,BR 867,14901.25,13339.662,14867,0.10479577216676451,0.002298464893884741,45.5938102189781
下午2:30,下午班機,TSA,HKG,CI 915,15019.0,13089.999,13354,0.12843737931952862,0.11085957786803383,1.1585591591591593
下午1:20,下午班機,TSA,HKG,CX 495,15874.0,10967.864,14278,0.30906740582083914,0.10054176641048256,3.074020050125313
中午12:25,下午班機,TSA,HKG,CX 461,14282.75,10967.864,14278,0.2320901787120828,0.00033256900806917435,697.8707368421053
下午2:25,下午班機,TSA,HKG,BR 855,14883.0,13690.102,14867,0.08015171672377876,0.0010750520728347779,74.55612499999995
中午12:25,下午班機,TSA,HKG,BR 869,14873.25,13666.7,14867,0.08112214882423137,0.0004202175045803708,193.0479999999999
上午8:05,早晨班機,TSA,HKG,CI 903,14647.25,13413.115,13354,0.08425711310996946,0.0882930242878356,0.9542895805142085
清晨7:15,早晨班機,TSA,HKG,CI 601,14416.75,13413.115,13354,0.069615898173999,0.07371633689978671,0.9443754410726889
上午8:20,早晨班機,TSA,HKG,CX 407,14684.25,14123.689,14278,0.03817430239882866,0.027665696239167818,1.3798424615384608
上午8:50,早晨班機,TSA,HKG,JX 1233,21398.0,14014.78,21370,0.3450425273390036,0.0013085335078044677,263.6864285714285
上午8:05,早晨班機,TSA,HKG,BR 851,16040.25,14259.626,14867,0.111009741119995,0.0731441218185502,1.517685062859578
上午10:50,晚間班機,TSA,HKG,CI 909,14019.0,13394.797,13354,0.04452550110564231,0.047435623082958844,0.9386511278195481
上午10:45,晚間班機,TSA,HKG,CX 489,14315.0,13581.324,14278,0.0512522528815927,0.0025847013622074745,19.829081081081068
上午9:50,晚間班機,TSA,HKG,CX 469,14286.0,14544.27,14278,-0.018078538429231447,0.0005599888002239956,-32.283750000000055
上午9:50,晚間班機,TSA,HKG,CX 499,14313.75,14500.436,14278,-0.013042424242424222,0.0024975984630163303,-5.221986013986006
上午9:50,晚間班機,TSA,HKG,BR 867,17444.25,14067.646,14867,0.19356544420081112,0.14774209266663801,1.3101577262586086
下午2:30,下午班機,TSA,HKG,CI 915,14384.0,13197.296,13354,0.0825016685205784,0.07160734149054505,1.1521398058252423
下午4:55,下午班機,TSA,HKG,CI 919,14656.25,13177.01,13354,0.10092895522388058,0.08885287846481876,1.1359109234018043
下午1:20,下午班機,TSA,HKG,CX 495,14315.5,14252.406,14278,0.0044073905906185,0.002619538262722224,1.6825066666666437
下午3:50,下午班機,TSA,HKG,CX 443,14282.75,14252.406,14278,0.0021245208380738403,0.00033256900806917435,6.388210526315609
下午5:00,下午班機,TSA,HKG,CX 421,14651.75,14772.844,14278,-0.008264814783216964,0.02550889825447472,-0.32399732441471346
中午12:25,下午班機,TSA,HKG,CX 461,14341.25,14252.406,14278,0.006194996949359306,0.004410354745925216,1.40464822134386
下午4:30,下午班機,TSA,HKG,JX 235,14567.25,12441.951,12895,0.14589569067600275,0.1147951741063001,1.270921811930035
下午2:25,下午班機,TSA,HKG,BR 855,14922.75,13951.518,14867,0.06508398250992611,0.003735906585582416,17.42120179372197
下午4:35,下午班機,TSA,HKG,BR 871,14878.0,13690.768,14867,0.07979782228794192,0.0007393466863825783,107.93018181818182
中午12:25,下午班機,TSA,HKG,BR 869,14900.75,14044.416,14867,0.05746918779256083,0.0022649866617452143,25.37285925925928
上午8:05,早晨班機,TSA,HKG,CI 903,14197.75,13413.115,13354,0.055264742652885154,0.05942843056118047,0.9299377777777781
清晨7:15,早晨班機,TSA,HKG,CI 601,14418.75,13413.115,13354,0.0697449501517122,0.07384482011270048,0.944479924864992
上午8:20,早晨班機,TSA,HKG,CX 407,14341.5,14123.689,14278,0.015187462957152299,0.00442770979325733,3.430094488188972
上午8:05,早晨班機,TSA,HKG,JX 233,14336.25,13408.038,12895,0.06474580172639285,0.10053186851512774,0.6440326105810924
上午8:05,早晨班機,TSA,HKG,BR 851,21867.75,14259.626,14962,0.3479152633444227,0.3157960924192018,1.101708576186511
清晨7:00,早晨班機,TSA,HKG,BR 891,14886.75,13085.73,14867,0.1209814096428032,0.0013266831242547904,91.19088607594938
下午6:10,晚間班機,TSA,HKG,CI 923,14542.5,13677.183,13354,0.05950263022176373,0.08172597558879148,0.7280748843079504
晚上10:30,晚間班機,TSA,HKG,CI 607,14047.75,13537.164,13354,0.036346461177056776,0.04938513285045648,0.7359798198198187
下午6:35,晚間班機,TSA,HKG,CX 473,14285.25,14583.7295,14278,-0.020894244062932006,0.0005075164942860643,-41.169586206896476
晚上7:30,晚間班機,TSA,HKG,CX 565,14282.5,14399.205,14278,-0.008171188517416413,0.0003150708909504639,-25.934444444444424
晚上7:40,晚間班機,TSA,HKG,CX 451,14316.0,14399.205,14278,-0.005812028499580883,0.002654372729812797,-2.1896052631578926
晚上8:15,晚間班機,TSA,HKG,CX 531,14312.5,14399.205,14278,-0.006057991266375541,0.0024104803493449783,-2.5131884057970995
晚上9:15,晚間班機,TSA,HKG,CX 479,14312.5,12919.63,14278,0.0973184279475983,0.0024104803493449783,40.37304347826089
下午6:10,晚間班機,TSA,HKG,BR 857,14919.75,13864.005,14867,0.07076157442316398,0.0035355820305300024,20.01412322274883
上午10:50,晚間班機,TSA,HKG,CI 909,14417.0,13172.55,13354,0.08631823541652221,0.07373239925088437,1.1706961429915341
上午10:45,晚間班機,TSA,HKG,CX 489,14311.0,13500.523,14278,0.05663314932569358,0.0023059185242121443,24.559909090909116
上午9:50,晚間班機,TSA,HKG,CX 469,14282.5,14460.471,14278,-0.012460773674076636,0.0003150708909504639,-39.54911111111101
上午9:50,晚間班機,TSA,HKG,BR 867,14901.0,13339.662,14867,0.10478075296959934,0.0022817260586537815,45.92170588235294
下午2:30,下午班機,TSA,HKG,CI 915,14415.75,13554.721,13354,0.059728352669822966,0.0736520819242842,0.8109526724746885
下午4:55,下午班機,TSA,HKG,CI 919,14400.25,13480.209,13354,0.06389062689883851,0.07265498862866965,0.8793701314217435
下午1:20,下午班機,TSA,HKG,CX 495,14314.5,14252.406,14278,0.004337839253903325,0.002549862028013553,1.7012054794520313
下午3:50,下午班機,TSA,HKG,CX 443,14285.5,14252.406,14278,0.0023166147492211784,0.0005250078751181268,4.412533333333219
下午5:00,下午班機,TSA,HKG,CX 421,16639.75,14772.844,14395,0.11219555582265364,0.13490286813203323,0.8316765786835956
中午12:25,下午班機,TSA,HKG,CX 461,14286.25,14252.406,14278,0.002368991162831334,0.0005774783445620789,4.102303030302926
下午4:30,下午班機,TSA,HKG,JX 235,13900.0,12441.951,12895,0.10489561151079144,0.0723021582733813,1.450795024875623
下午2:25,下午班機,TSA,HKG,BR 855,14883.0,13951.518,14867,0.06258697843176779,0.0010750520728347779,58.217625000000005
下午4:35,下午班機,TSA,HKG,BR 871,14900.0,13690.768,14867,0.0811565100671141,0.0022147651006711407,36.643393939393945
中午12:25,下午班機,TSA,HKG,BR 869,14901.25,13938.511,14867,0.06460793557587448,0.002298464893884741,28.10916788321167
上午8:05,早晨班機,TSA,HKG,CI 903,14237.5,13413.115,13354,0.057902370500439,0.062054433713784024,0.9330899830220715
清晨7:15,早晨班機,TSA,HKG,CI 601,14525.25,13413.115,13354,0.0765656357033442,0.0806354451730607,0.949528281750267
上午8:20,早晨班機,TSA,HKG,CX 407,14314.75,14123.689,14278,0.013347141934019084,0.0025672819993363487,5.198938775510196
上午8:05,早晨班機,TSA,HKG,JX 233,13315.5,13408.038,12895,-0.00694964515038868,0.031579737899440505,-0.22006658739595827
上午8:05,早晨班機,TSA,HKG,BR 851,18741.25,14259.626,14879,0.2391315413859801,0.20608283865804042,1.160366107838695
清晨7:00,早晨班機,TSA,HKG,BR 891,14901.5,13085.73,14867,0.12185149146059124,0.0023152031674663624,52.631014492753636
下午6:10,晚間班機,TSA,HKG,CI 923,15019.5,13454.406,13354,0.10420413462498745,0.11088917740270982,0.9397141999399574
晚上9:10,晚間班機,TSA,HKG,CI 921,14925.25,13198.869,13354,0.1156684812649704,0.10527461851560276,1.098730946698488
下午6:35,晚間班機,TSA,HKG,CX 473,14287.75,14413.04,14278,-0.00876905041031659,0.000682402757607041,-12.850256410256497
晚上7:30,晚間班機,TSA,HKG,CX 565,14312.5,14227.976,14278,0.005905606986899524,0.0024104803493449783,2.449971014492737
晚上7:40,晚間班機,TSA,HKG,CX 451,14284.25,14227.976,14278,0.003939583807340213,0.00043754484834695556,9.00383999999991
晚上8:15,晚間班機,TSA,HKG,CX 531,14313.25,14227.976,14278,0.005957696539919266,0.002462753043508637,2.4191205673758702
晚上9:15,晚間班機,TSA,HKG,CX 479,14312.0,13951.052,14278,0.025219955282280625,0.0023756288429290107,10.616117647058832
下午6:10,晚間班機,TSA,HKG,BR 857,14886.25,13789.753,14867,0.0736583760181375,0.0012931396422873457,56.96088311688309
上午10:50,晚間班機,TSA,HKG,CI 909,14255.75,13148.892,13354,0.0776429160163443,0.06325517773529979,1.2274555031882453
上午10:45,晚間班機,TSA,HKG,CX 489,14315.5,14309.294,14278,0.0004335161188921191,0.002619538262722224,0.16549333333333682
上午9:50,晚間班機,TSA,HKG,CX 469,14311.5,14441.342,14278,-0.009072564021940436,0.002340774901303148,-3.8758805970149415
上午9:50,晚間班機,TSA,HKG,CX 499,14283.5,14431.03,14278,-0.010328700948647086,0.0003850596842510589,-26.82363636363648
上午9:50,晚間班機,TSA,HKG,BR 867,15301.5,14961.628,14867,0.022211678593601895,0.028395908897820475,0.7822140391254302
下午2:30,下午班機,TSA,HKG,CI 915,14653.0,13552.781,13354,0.07508489729065715,0.08865078823449123,0.8469738260200148
下午4:55,下午班機,TSA,HKG,CI 919,13888.0,13444.261,13354,0.0319512528801843,0.038450460829493084,0.8309719101123588
下午1:20,下午班機,TSA,HKG,CX 495,14341.0,14319.492,14278,0.0014997559444947918,0.004392999093508124,0.34139682539682237
下午3:50,下午班機,TSA,HKG,CX 443,14312.75,14319.492,14278,-0.000471048540636858,0.0024279051894290056,-0.19401438848921407
下午5:00,下午班機,TSA,HKG,CX 421,14311.5,14798.098,14278,-0.034000489117143554,0.002340774901303148,-14.52531343283582
中午12:25,下午班機,TSA,HKG,CX 461,14283.5,14319.492,14278,-0.002519830573738943,0.0003850596842510589,-6.544000000000035
下午4:30,下午班機,TSA,HKG,JX 235,13899.5,12852.789,12895,0.07530565847692358,0.07226878664700169,1.0420219014435035
