出發時間,出發時段,出發機場代號,抵達機場代號,航班代碼,隨機購買平均價格,預測最低價格,最低價格,效能,最佳效能,標準化效能
清晨7:15,早晨班機,TSA,HND,BR 192,12374.75,9801.332527856246,9704,0.20795712819602447,0.21582254186953273,0.963556106765423
中午12:50,下午班機,TSA,NRT,CX 450,10020.75,9919.959036934082,9923,0.010058225488702725,0.009754758875333683,1.0311095965822796
上午11:55,早晨班機,TSA,HKG,HX 253,7627.5,1958.62896538808,1955,0.7432148193525953,0.7436905932481154,0.9993602529064646
下午3:45,下午班機,TSA,HKG,HX 255,1958.75,1958.62896538808,1955,6.17917610313184e-05,0.0019144862795149968,0.03227589651202531
下午4:00,下午班機,TSA,NRT,MM 624,7290.0,5423.740320070589,5630,0.25600269957879435,0.22770919067215364,1.1242528192345849
上午10:50,早晨班機,TSA,HKG,CI 909,6843.0,4074.3822357118415,3583,0.40459122669708586,0.4763992400993716,0.8492692528491284
清晨7:15,早晨班機,TSA,HKG,CI 601,4055.25,3796.939379524787,3776,0.06369782885770618,0.06886135256765921,0.9250156507617295
下午4:20,下午班機,TSA,HKG,HX 255,4183.0,2131.0746599723625,1956,0.4905391680678072,0.5323930193640928,0.9213854243500841
上午8:05,早晨班機,TSA,HKG,JX 233,3810.75,3389.77348351836,3271,0.11047077779482777,0.14163878501607294,0.7799472283124409
下午2:05,下午班機,TSA,GMP,TW 668,7775.0,6915.140165771332,5631,0.11059290472394441,0.2757556270096463,0.4010540271588936
中午12:10,下午班機,TSA,NRT,SL 394,9182.5,5343.651628476711,7869,0.41806135273871914,0.1430438333787095,2.9226101039385526
下午3:00,下午班機,TSA,NRT,JX 804,31016.75,6595.841428641901,21554,0.7873458235101389,0.3050851556014089,2.580741176862762
晚上10:30,晚間班機,TSA,ICN,BR 61,16576.0,10776.841032963868,11159,0.3498527369109635,0.3267977799227799,1.070548083263085
上午8:45,早晨班機,TSA,SIN,JX 771,18975.75,6908.146092170663,5166,0.6359487191720663,0.7277577961345402,0.8738466596302856
上午8:30,早晨班機,TSA,NRT,JX 800,12658.0,10745.690994093313,10766,0.15107513081898302,0.1494706904724285,1.0107341468851412
凌晨12:10,凌晨班機,TSA,HND,IT 216,15299.0,8972.41818439616,8199,0.41352910749747307,0.4640826197790705,0.8910678613526536
下午1:30,下午班機,TSA,HND,NH 852,13838.5,13087.561839112856,12831,0.05426441889562774,0.07280413339596055,0.745348050508332
上午10:05,早晨班機,TSA,ICN,CI 831,5665.5,5736.772596196233,5420,-0.01258010699783484,0.04333245079869385,-0.2903160741190765
晚上8:45,晚間班機,TSA,ICN,BR 205,16916.5,6880.903229222453,8929,0.5932430922931781,0.4721721396269914,1.256412741255405
上午9:35,早晨班機,TSA,SIN,BR 215,19150.25,7005.976902439909,13458,0.6341574181830572,0.2972415503714051,2.133475005061283
下午4:30,下午班機,TSA,HND,BR 190,31000.0,18096.28654539176,15427,0.4162488211163949,0.5023548387096775,0.8285952260070789
上午8:25,早晨班機,TSA,ICN,BR 211,7140.75,5762.519089437034,5536,0.19300926521205275,0.22473129573224102,0.8588446241239854
下午4:35,下午班機,TSA,HKG,BR 871,10084.75,3817.39424236329,3724,0.6214686291317792,0.63072956692035,0.9853171021713967
清晨7:15,早晨班機,TSA,HKG,CI 601,4609.0,5217.996259881176,3577,-0.13213197220246825,0.22390974180950315,-0.5901126549236203
下午4:35,下午班機,TSA,HKG,BR 871,3983.0,3932.987223189308,3813,0.012556559580891734,0.042681395932714035,0.2941928047687752
凌晨12:20,凌晨班機,TSA,SIN,TR 875,6280.5,3541.7170276783313,4998,0.4360772187439963,0.20420348698352042,2.135503292258611
清晨7:25,早晨班機,TSA,SIN,BR 225,6217.25,5767.534662502816,5739,0.07233348144230713,0.07692307692307693,0.9403352587499926
下午2:35,下午班機,TSA,NRT,CI 108,17420.5,10464.006204836647,17007,0.39932802130612516,0.023736402514279154,16.823443277299525
下午6:35,晚間班機,TSA,HKG,CX 473,4753.5,4950.322554044629,4396,-0.041405817617466964,0.07520774166403703,-0.5505525987262355
上午10:05,早晨班機,TSA,ICN,CI 831,24056.0,10995.401082524208,15414,0.5429247970350761,0.35924509477884936,1.5112935567548937
上午9:25,早晨班機,TSA,ICN,JX 741,17844.75,7654.735553506198,11126,0.5710371087571303,0.37651129884139595,1.5166533129665192
清晨7:40,早晨班機,TSA,ICN,TG 637,6397.0,5752.662299806897,6057,0.10072498048977693,0.0531499140221979,1.8951108829208914
上午8:05,早晨班機,TSA,HKG,BR 851,4140.75,3789.608196822247,3723,0.08480149808072282,0.10088752037674334,0.8405548849258002
凌晨2:20,凌晨班機,TSA,NRT,GK 12,6343.0,4489.302917270907,3688,0.292242958021298,0.4185716537915813,0.6981909916117112
清晨7:00,早晨班機,TSA,ICN,CI 833,7279.75,5652.460787796908,5776,0.22353641432783977,0.2065661595521824,1.0821540895781159
清晨6:40,早晨班機,TSA,NRT,TR 898,11963.0,5871.6429439924505,6999,0.509183069130448,0.4149460837582546,1.2271065785671937
清晨7:25,早晨班機,TSA,SIN,BR 225,5958.0,5825.3223175591465,5739,0.022268828875604812,0.03675730110775428,0.6058341663965913
上午8:50,早晨班機,TSA,NRT,BR 198,9809.75,9460.936525163024,9165,0.03555783530028551,0.06572542623410382,0.5410057771802649
晚上9:10,晚間班機,TSA,HKG,UO 117,2114.5,1650.0373253886223,1505,0.21965602961048838,0.2882478127216836,0.7620388426765836
