出發時間,出發時段,出發機場代號,抵達機場代號,航班代碼,隨機購買平均價格,預測中位數價格,中位數價格,效能,最佳效能,標準化效能
下午2:35,下午班機,TSA,NRT,CI 108,9666.0,11021.551006120288,9834.0,-0.14023908608734612,0.1032484998965446,-1.3582675412026928
上午9:00,早晨班機,TSA,HND,CI 220,41224.75,25076.53482961425,25749.0,0.39171165793329854,0.384690022377334,1.0182527103577361
晚上7:55,晚間班機,TSA,SIN,CI 755,5464.0,11172.159077900997,5470.0,-1.044685043539714,0.044838945827232794,-23.29860848122856
中午12:35,下午班機,TSA,NRT,CI 104,15712.5,11592.33939443423,12344.0,0.2622218364719663,0.3768019093078759,0.6959142987189884
上午8:05,早晨班機,TSA,HKG,CI 903,3938.25,4006.669826408843,3961.0,-0.017373154677545397,0.04119850187265917,-0.42169384535496557
上午9:50,早晨班機,TSA,HKG,BR 867,9884.0,4146.417552264642,5986.0,0.5804919514098905,0.5302509105625253,1.0947495607203508
晚上7:45,晚間班機,TSA,ICN,VZ 569,5388.5,4554.5218577741925,5857.0,0.15476999948516423,0.37440846246636356,0.4133720655394337
下午2:50,下午班機,TSA,HKG,UO 113,1512.5,1571.8390729955615,1520.0,-0.03923244495574316,0.05454545454545454,-0.7192614908552913
下午4:00,下午班機,TSA,NRT,MM 624,14455.0,13217.692966228577,13930.0,0.08559716594752151,0.2784503631961259,0.30740547422892506
上午8:50,早晨班機,TSA,NRT,BR 198,9811.25,11262.565931238469,9836.0,-0.14792365205641164,0.0658682634730539,-2.2457499903109763
下午2:10,下午班機,TSA,HKG,UO 111,2433.5,2711.494500579578,2758.0,-0.11423649088949168,0.2562153277172796,-0.44586126797045394
清晨7:25,早晨班機,TSA,SIN,BR 225,6092.75,6441.9398923581075,6225.0,-0.05731236180018998,0.05806080997907349,-0.9871092363480072
晚上7:55,晚間班機,TSA,SIN,CI 755,5566.25,5538.145940687064,5502.0,0.005049011329519235,0.06651695486189085,0.07590562947450762
下午2:05,下午班機,TSA,GMP,TW 668,4911.0,5162.280871849324,4821.0,-0.051166946008821886,0.20158827122785583,-0.25381906247406494
上午9:30,早晨班機,TSA,HND,JL 96,11459.0,11973.231800373094,10796.0,-0.04487580071324673,0.10201588271227856,-0.43989033393763416
上午9:25,早晨班機,TSA,ICN,JX 741,11928.0,7712.969744261339,12373.0,0.35337275785870736,0.34330985915492956,1.0293114177627989
下午4:25,下午班機,TSA,NRT,CI 106,14836.0,9222.052052584308,11652.0,0.37840037391585957,0.39909679158802913,0.9481418590467307
清晨7:35,早晨班機,TSA,ICN,BR 75,5882.75,8013.5338856030385,5993.0,-0.36220881145774314,0.05894352131231142,-6.145014810679275
下午3:45,下午班機,TSA,GMP,BR 156,7319.25,8122.748081025421,7523.0,-0.10977874523010159,0.06260887386002664,-1.753405523241508
下午3:15,下午班機,TSA,ICN,VZ 567,4641.0,4623.913916237221,4133.0,0.0036815522005556557,0.3378582202111614,0.010896737093608926
下午2:05,下午班機,TSA,GMP,TW 668,4708.5,5162.280871849324,4783.0,-0.09637482677059027,0.16725071678878622,-0.5762296785388246
清晨7:05,早晨班機,TSA,ICN,BR 170,17446.25,19925.056381352333,16427.0,-0.14208247510796493,0.3227771010962241,-0.4401875926929782
中午12:50,下午班機,TSA,NRT,CX 450,10035.0,10141.987721689711,10035.0,-0.010661457069228816,0.011061285500747383,-0.9638533485559566
下午5:00,下午班機,TSA,HKG,CX 421,6756.25,6706.369525311713,6805.0,0.007382863968664125,0.016762257169287698,0.44044569261180566
上午8:20,早晨班機,TSA,SIN,CI 753,5789.5,6348.288171107059,5845.0,-0.09651751811159143,0.041022540806632694,-2.3527922993981414
上午8:40,早晨班機,TSA,SIN,JX 771,5746.5,6376.658344864012,5388.0,-0.10965950489237139,0.07282693813625685,-1.5057547069629922
下午2:05,下午班機,TSA,HKG,UO 111,4158.0,2720.7150206952397,4158.0,0.34566738319017803,0.12025012025012025,2.874569958609521
晚上7:40,晚間班機,TSA,HKG,CX 451,4496.5,4536.903455191755,4527.0,-0.008985534347104371,0.02235071722450795,-0.40202442976870456
下午6:10,晚間班機,TSA,ICN,TR 896,3363.0,3784.970617871029,2888.0,-0.12547446264377904,0.28664882545346415,-0.43772885671268563
上午9:30,早晨班機,TSA,NRT,CI 100,16914.0,11100.681610931311,16096.0,0.3436986158843969,0.33339245595364786,1.0309129968201256
晚上8:45,晚間班機,TSA,ICN,BR 205,5801.0,6440.374121693585,5859.0,-0.11021791444467938,0.0520599896569557,-2.1171328532900167
中午12:25,下午班機,TSA,HKG,BR 869,4139.0,4117.3851094018855,4136.0,0.0052222494800953055,0.07876298622855762,0.06630334539298917
下午3:20,下午班機,TSA,NRT,BR 196,14409.5,13947.236491632406,14371.0,0.03208046832767231,0.01662097921510115,1.9301190328500797
上午8:05,早晨班機,TSA,ICN,BR 67,15003.25,8762.321678648766,16547.0,0.4159717608752259,0.08593138153400097,4.840743316929403
中午12:35,下午班機,TSA,NRT,CI 104,17537.75,14552.067130500936,14201.0,0.17024321075959364,0.39159812404669925,0.4347395973206747
上午8:05,早晨班機,TSA,HKG,JX 233,6988.5,6041.240453007182,6793.0,0.13554547427814528,0.4868712885454676,0.27840104246666225
晚上10:30,晚間班機,TSA,ICN,CI 837,7376.0,6991.474465334211,5855.0,0.05213198680393013,0.33148047722342733,0.15727015732752092
晚上7:25,晚間班機,TSA,ICN,KE 188,7743.5,6700.453839143494,6297.5,0.13469957523813594,0.22928908116484795,0.5874661564947934
下午5:10,下午班機,TSA,ICN,OZ 714,11972.0,14212.574514820686,14102.0,-0.18715122910296408,0.05846976277981958,-3.200820735458123
上午10:50,早晨班機,TSA,HKG,HB 703,2124.5,2263.5483847294845,2204.0,-0.0654499339748103,0.0487173452577077,-1.3434626543911545
上午9:50,早晨班機,TSA,HKG,BR 867,4054.25,4123.257759613315,4136.0,-0.01702109135186905,0.05950545723623358,-0.2860425268945704
清晨7:55,早晨班機,TSA,ICN,CI 160,10495.25,8164.4474246867585,8002.0,0.22208166316316824,0.38181558324003717,0.5816464097107097
晚上8:25,晚間班機,TSA,HKG,HX 285,3761.0,2014.7425456131189,4765.0,0.46430668821772964,0.4240893379420367,1.0948322598036873
清晨7:15,早晨班機,TSA,HKG,CI 601,3976.75,3981.8593306635303,3983.0,-0.0012848005691909908,0.05048092034953165,-0.02545121127536873
下午3:15,下午班機,TSA,ICN,BR 160,13268.0,13514.558811948998,13183.0,-0.018582967436614296,0.27381670183901113,-0.06786644975199518
下午1:30,下午班機,TSA,HND,NH 852,13323.25,15567.789542121942,12874.0,-0.168467869485444,0.03709680445837164,-4.541304081177424
下午2:25,下午班機,TSA,HKG,BR 855,4288.75,4571.199638438413,4189.0,-0.06585826603052472,0.13191489361702127,-0.49924814571526804
晚上8:00,晚間班機,TSA,ICN,IT 602,9224.0,6372.135909646702,9599.0,0.30917867414931677,0.26290112749349526,1.176026429011669
下午2:05,下午班機,TSA,GMP,TW 668,6732.75,5162.280871849324,7100.0,0.2332581973414542,0.28394786677063605,0.8214824784363415
下午2:10,下午班機,TSA,HKG,UO 111,1805.75,1741.6124642340158,1520.0,0.03551850243166786,0.20808528312335595,0.17069204462005122
晚上7:30,晚間班機,TSA,HKG,CX 565,4537.75,4536.903455191763,4525.0,0.00018655607035138847,0.040714010247369294,0.004582109922798446
下午2:50,下午班機,TSA,HKG,UO 113,2510.5,2400.5104150615434,2098.0,0.04381182431326691,0.40051782513443535,0.10938795120681909
凌晨1:30,凌晨班機,TSA,SIN,TR 897,4098.0,3454.688056619918,3798.0,0.15698192859445634,0.4145924841386042,0.3786415205297716
上午10:40,早晨班機,TSA,NRT,MM 622,12055.0,10389.474216511584,11930.0,0.13816057930223277,0.23434259643301536,0.5895666490224482
下午6:10,晚間班機,TSA,HKG,CI 923,4195.25,3983.150519753736,3984.0,0.050557053869558236,0.08896966807699183,0.5682504494206676
上午9:00,早晨班機,TSA,HND,CI 220,12479.5,11072.957045406689,11410.0,0.11270827794329188,0.17184182058576064,0.6558838678448641
下午3:15,下午班機,TSA,ICN,VZ 567,3942.0,4623.913916237221,4131.0,-0.1729867874777324,0.22095383054287163,-0.7829092034870507
下午4:50,下午班機,TSA,HND,NH 854,26888.5,16108.018274470442,23973.0,0.40093280493629463,0.38698700187812635,1.0360368771831778
晚上9:10,晚間班機,TSA,HKG,UO 117,1552.0,2635.095874179067,1505.0,-0.6978710529504297,0.13659793814432988,-5.108942802731448
下午5:10,下午班機,TSA,ICN,OZ 714,20222.25,14520.466667784918,20886.0,0.28195593132391705,0.37019866730952294,0.7616341068245225
凌晨12:35,凌晨班機,TSA,ICN,VZ 567,4024.5,4099.90349851905,4131.0,-0.018736115919754034,0.2369238414709902,-0.07908075355957012
凌晨1:30,凌晨班機,TSA,SIN,TR 897,3598.0,2847.085478861915,3798.0,0.20870331326795027,0.33324068927181766,0.6262840042853087
下午1:30,下午班機,TSA,ICN,JX 745,7372.75,6604.088121650527,5934.0,0.10425714670231233,0.2774744837408023,0.3757359786628245
晚上9:15,晚間班機,TSA,HKG,CX 479,4467.25,6131.48093167479,4514.0,-0.3725403618948547,0.02557501818792322,-14.566572706125072
下午3:45,下午班機,TSA,ICN,CI 162,7043.5,13211.121420691516,6218.5,-0.8756472521745603,0.2506566337758217,-3.493413435679136
下午4:30,下午班機,TSA,HND,BR 190,14798.75,16108.018274470442,14743.0,-0.08847154485821043,0.01768730467100262,-5.001980036181248
上午9:50,早晨班機,TSA,HKG,BR 867,7596.25,6536.669704359814,4495.0,0.13948728591610146,0.5129175580055949,0.27194874446973005
下午6:50,晚間班機,TSA,ICN,TG 635,6782.5,6712.042320931249,6145.0,0.010388157621636656,0.15901216365646886,0.06532932690658379
晚上9:20,晚間班機,TSA,HKG,HB 705,2584.5,3161.542611795671,2454.0,-0.2232705017588202,0.17895144128458115,-1.247659701179829
上午10:35,早晨班機,TSA,NRT,JL 802,11936.0,10626.421122892318,11745.0,0.10971672898020127,0.06492962466487935,1.6897791962679773
上午8:45,早晨班機,TSA,SIN,JX 771,5755.5,6335.209469733824,5883.0,-0.10072269476740932,0.10207627486751802,-0.9867395229511904
下午1:50,下午班機,TSA,ICN,CI 835,16572.0,13438.848251167632,17395.0,0.18906298267151628,0.6407796282886797,0.29505148778909196
中午12:25,下午班機,TSA,ICN,KE 186,16605.25,13384.928353233478,15617.0,0.19393394539477107,0.40795832643290525,0.4753768530489017
中午12:50,下午班機,TSA,NRT,CX 450,10152.5,9996.596859438,10037.0,0.015356133027530241,0.022605269638020193,0.6793165166100251
清晨7:55,早晨班機,TSA,NRT,BR 184,15950.75,17758.02185746252,14891.0,-0.11330325266602018,0.10154694920301553,-1.115772099066227
下午1:55,下午班機,TSA,ICN,TG 633,6004.75,6105.716475287415,6128.5,-0.01681443445395979,0.04975227944543903,-0.33796309719636836
下午4:50,下午班機,TSA,HND,NH 854,28373.25,13153.758233863507,13255.0,0.5364028359858843,0.5478487660031897,0.9791075005958146
下午1:30,下午班機,TSA,HND,NH 852,12876.0,13577.725057858994,12874.0,-0.05449868420775037,0.003650201926063995,-14.93032037997859
下午3:35,下午班機,TSA,HND,JL 98,10748.5,11396.849231192871,9005.0,-0.06031997313047134,0.164162441270875,-0.3674407657652996
下午1:30,下午班機,TSA,ICN,JX 745,7004.25,6604.088121650527,6970.0,0.05713129576321137,0.23931898490202377,0.23872446135688186
凌晨12:10,凌晨班機,TSA,HND,IT 216,7124.0,6417.151137477726,6599.0,0.09922078362188018,0.21406513194834362,0.4635074508342783
上午9:50,早晨班機,TSA,HKG,CX 469,4501.75,4811.930593826155,4525.0,-0.06890222554032432,0.033042705614483255,-2.085247689587597
晚上9:10,晚間班機,TSA,HKG,CI 921,3889.25,3982.9047416599383,3981.0,-0.024080411817172534,0.029118724689850228,-0.8269734362908457
晚上7:25,晚間班機,TSA,ICN,KE 188,14563.5,10528.204532000893,10424.0,0.27708280756680104,0.5050640299378584,0.5486092676227458
下午6:10,晚間班機,TSA,ICN,TR 896,5438.0,8502.24967675495,4988.0,-0.5634883554165041,0.4137550570062523,-1.361888745224422
下午1:35,下午班機,TSA,ICN,7C 2602,6016.5,5378.1239375536015,4558.0,0.10610422379230425,0.45566359178924626,0.23285648821681507
凌晨12:10,凌晨班機,TSA,HND,IT 216,5724.0,6417.151137477726,6099.0,-0.12109558656144752,0.19654088050314467,-0.616134344424645
上午8:05,早晨班機,TSA,HKG,JX 233,4445.25,6041.240453007182,5393.0,-0.3590327772357419,0.23311399808784658,-1.5401596651456517
清晨7:00,早晨班機,TSA,ICN,CI 833,7889.25,8279.926900227954,8429.0,-0.049520157204798215,0.3036093418259023,-0.16310485345076894
上午8:25,早晨班機,TSA,SIN,JX 771,5870.25,5705.68887488451,5387.0,0.028033069309738024,0.09254290703121673,0.30291969648502465
晚上9:15,晚間班機,TSA,HKG,CX 479,4529.25,4536.903455191755,4527.0,-0.0016897842229408404,0.03847215322625159,-0.04392226795842066
清晨7:55,早晨班機,TSA,NRT,BR 184,12011.0,11262.565931238469,14053.0,0.062312386042921594,0.1039880109899259,0.5992266363182797
下午2:55,下午班機,TSA,NRT,IT 700,11049.0,9288.694860858666,9499.0,0.15931805042459352,0.3574984161462576,0.4456468706686921
中午12:40,下午班機,TSA,ICN,LJ 732,6034.75,7032.798885575146,5385.0,-0.16538363404865924,0.27387215709018603,-0.6038716597036129
上午10:45,早晨班機,TSA,ICN,ZE 882,5950.0,6482.540140782179,6400.0,-0.0895025446692738,0.025210084033613446,-3.5502676052145277
下午4:50,下午班機,TSA,HND,NH 854,19313.5,13153.758233863507,12883.0,0.3189345155531878,0.33574960519843633,0.9499177679291376
上午9:00,早晨班機,TSA,HND,CI 220,9950.0,11072.957045406689,10160.0,-0.11286000456348631,0.07256281407035176,-1.5553421681533086
凌晨2:20,凌晨班機,TSA,NRT,GK 12,8453.0,5898.200135599677,8088.0,0.3022358765409113,0.23246184786466342,1.300152602748256
清晨7:25,早晨班機,TSA,SIN,BR 225,6157.75,6441.9398923581075,6223.0,-0.046151580099566804,0.07937152368965937,-0.5814626953618568
下午3:35,下午班機,TSA,NRT,IT 202,4699.0,7200.893963648516,4699.0,-0.5324311478290095,0.10640561821664184,-5.003787927297031
清晨7:25,早晨班機,TSA,SIN,BR 225,6163.25,6441.9398923581075,6183.0,-0.04521800873858881,0.08084208818399384,-0.5593374658466783
晚上8:45,晚間班機,TSA,ICN,BR 205,6887.5,12081.458277507942,7107.0,-0.7541137245020605,0.19622504537205082,-3.8431063836536747
清晨6:40,早晨班機,TSA,NRT,TR 898,9774.0,11587.12309564221,10199.0,-0.18550471614919273,0.19183548189073052,-0.9669989843425117
中午12:50,下午班機,TSA,NRT,CX 450,10034.0,9996.596859438,10035.0,0.003727640079928321,0.011062387881203907,0.3369652302882952
清晨6:40,早晨班機,TSA,NRT,TR 898,5699.0,6506.52177829995,5499.0,-0.1416953462537199,0.26320407088962977,-0.5383478521999665
清晨7:25,早晨班機,TSA,SIN,BR 225,6131.25,6441.9398923581075,6183.0,-0.05067317306554251,0.07686034658511723,-0.659288896250626
上午10:45,早晨班機,TSA,HKG,CX 489,4496.5,4536.903455191763,4521.0,-0.008985534347106191,0.03191371066384966,-0.2815571790366759
下午4:00,下午班機,TSA,NRT,MM 624,11180.0,10698.303710895092,10430.0,0.04308553569811341,0.334525939177102,0.1287957992259112
凌晨2:25,凌晨班機,TSA,NRT,MM 620,7090.0,5898.200135599677,6740.0,0.16809589060653354,0.2059238363892807,0.8163012769865224
下午1:50,下午班機,TSA,GMP,ZE 888,7525.0,6355.6511617876595,7000.0,0.15539519444682265,0.2292358803986711,0.677883384470922
中午12:25,下午班機,TSA,HKG,CX 461,14394.5,6357.767741117516,14937.0,0.5583196539568921,0.24714300600923964,2.2590955049564254
下午2:50,下午班機,TSA,HKG,UO 113,2394.75,1554.8825260876858,1890.0,0.3507119632163333,0.3381355047499739,1.0371935460479336
下午2:55,下午班機,TSA,NRT,IT 700,5449.0,5434.10244746589,5699.0,0.0027339975287410936,0.04587997797761057,0.05959021013644088
下午2:50,下午班機,TSA,HKG,UO 113,1635.75,1568.2160340756736,1600.0,0.04128623929349006,0.07687605074125019,0.5370494308097524
下午1:50,下午班機,TSA,ICN,CI 835,6121.5,7123.45779769482,5657.0,-0.16367847712077438,0.150208282283754,-1.08967677835217
清晨7:55,早晨班機,TSA,NRT,BR 184,9849.75,17329.53487910003,9839.0,-0.7593882970735327,0.09804817381151806,-7.745052942376421
下午3:15,下午班機,TSA,ICN,BR 160,6235.25,9458.263201101148,6409.0,-0.5169020008983037,0.039974339441080954,-12.93084534042587
晚上9:45,晚間班機,TSA,HKG,HX 283,2781.5,2828.557723030265,2835.0,-0.016918110023464012,0.18676972856372462,-0.0905827199812611
下午3:00,下午班機,TSA,NRT,JX 804,10756.5,11147.25868584901,12621.0,-0.03632767962153213,0.062148468367963554,-0.5845305697068218
上午8:05,早晨班機,TSA,HKG,CI 903,3910.25,3981.8593306635303,3983.0,-0.018313235896305933,0.02256888945719583,-0.8114371746575668
下午4:10,下午班機,TSA,SIN,TR 899,5778.0,3249.048182442383,6438.0,0.437686365101699,0.4292142609899619,1.0197386361119423
上午8:50,早晨班機,TSA,NRT,BR 198,15183.5,12000.357660954058,13591.0,0.20964483413217916,0.26900912174399844,0.7793223990809015
下午2:30,下午班機,TSA,HKG,CI 915,3895.5,7429.397171257599,3944.0,-0.907174219293441,0.030676421512001027,-29.57236126575397
上午8:05,早晨班機,TSA,HKG,JX 233,5138.25,6041.240453007182,5622.0,-0.17573890974693362,0.3003454483530385,-0.5851226003610444
晚上10:30,晚間班機,TSA,ICN,CI 837,9725.75,10747.245432725009,9719.0,-0.10502999076935032,0.09405444310207439,-1.1166935585952542
上午8:25,早晨班機,TSA,ICN,BR 211,7284.0,7540.0569571790365,6570.0,-0.03515334392902753,0.23105436573311366,-0.15214317122937407
下午6:10,晚間班機,TSA,HKG,BR 857,4471.25,4736.0875699365815,4186.0,-0.05923121497044038,0.17249091417388873,-0.34338744886428724
上午9:30,早晨班機,TSA,HND,JL 96,29685.0,11973.231800373094,15940.0,0.5966571736441605,0.5378473976755938,1.109342866067074
上午8:50,早晨班機,TSA,NRT,BR 198,9985.25,17329.53487910003,9855.0,-0.735513370130946,0.11028767431962144,-6.669044158093102
下午1:30,下午班機,TSA,HND,NH 852,13322.0,13577.725057858994,12878.0,-0.01919569568075317,0.03678126407446329,-0.5218878731816199
晚上8:00,晚間班機,TSA,ICN,IT 602,4249.0,3962.682632217416,4499.0,0.06738464763063871,0.3412567662979525,0.1974602536431613
晚上8:00,晚間班機,TSA,ICN,IT 602,3774.0,4123.194782623667,4099.0,-0.09252643948692829,0.25834658187599363,-0.3581484949986332
晚上9:20,晚間班機,TSA,HKG,HB 705,2203.75,2342.686573124026,2202.0,-0.06304552382258692,0.08292682926829269,-0.7602548460959011
中午12:10,下午班機,TSA,NRT,SL 394,11604.5,12473.978082127534,13685.0,-0.07492594098216505,0.46572450342539534,-0.1608803926593643
上午10:35,早晨班機,TSA,NRT,JL 802,12695.0,10626.421122892318,10275.0,0.16294437787378355,0.4059866089011422,0.4013540700635782
上午10:45,早晨班機,TSA,ICN,ZE 882,6850.0,5923.406605191276,6400.0,0.1352691087312006,0.15328467153284672,0.8824698998178324
上午8:20,早晨班機,TSA,HKG,CX 407,9783.75,10907.249041246983,5582.0,-0.11483317145746604,0.5389293471317235,-0.21307648594129883
上午10:45,早晨班機,TSA,HKG,CX 489,7983.5,4536.903455191763,4519.0,0.4317149802477907,0.4547504227469155,0.9493448684225966
上午8:30,早晨班機,TSA,NRT,JX 800,20378.75,30895.841319125317,21572.0,-0.5160812767772958,0.1928356744157517,-2.676274907850453
下午3:15,下午班機,TSA,ICN,BR 160,6269.0,7901.168219276178,6387.5,-0.26035543456311666,0.06205136385388419,-4.195805190941333
上午9:30,早晨班機,TSA,NRT,CI 100,26836.25,16118.738781122063,32763.0,0.3993669465323187,0.16940705202850623,2.3574399161678166
上午10:15,早晨班機,TSA,NRT,JX 802,69100.25,32066.614279396807,78255.0,0.5359406908166496,0.6884815901534365,0.7784386663079964
下午3:45,下午班機,TSA,GMP,BR 156,9704.5,8122.748081025421,7802.5,0.1629915934849378,0.280024730794992,0.582061423725696
凌晨12:10,凌晨班機,TSA,HND,IT 216,7124.0,6645.2268956494845,7099.0,0.06720565754499094,0.14387984278495228,0.4670957115614785
晚上8:55,晚間班機,TSA,HND,MM 860,5762.5,6437.599390806075,5950.0,-0.11715390729823419,0.231236442516269,-0.5066411938507126
清晨7:00,早晨班機,TSA,HKG,BR 891,4142.5,4148.422138484216,4135.0,-0.0014296049448921648,0.10368135184067592,-0.01378844815882606
下午4:35,下午班機,TSA,HKG,BR 871,4100.75,4110.143179867171,4131.0,-0.0022906004675171754,0.07017009083704201,-0.032643544282088814
下午5:00,下午班機,TSA,HKG,CX 421,4446.75,4536.903455191763,4520.0,-0.02027401027531635,0.021082813290605497,-0.9616368553788053
下午4:50,下午班機,TSA,HND,NH 854,12875.25,13153.758233863507,12874.0,-0.021631287459545057,0.0035921632589658455,-6.021799651102865
下午4:55,下午班機,TSA,HKG,CI 919,3927.0,4074.941487461206,3942.0,-0.03767290233287654,0.038451744334097274,-0.9797449500742131
晚上8:00,晚間班機,TSA,ICN,IT 602,3899.0,4265.60057503013,3699.0,-0.09402425622727113,0.12823800974608873,-0.7332011500602603
凌晨2:25,凌晨班機,TSA,NRT,MM 620,6815.0,5911.317105433894,6140.0,0.13260203882114546,0.23257520176082172,0.5701469366347673
下午2:30,下午班機,TSA,HKG,CI 915,4703.0,5610.315707204079,4499.0,-0.1929227529670592,0.1828620029768233,-1.0550182641907901
下午5:00,下午班機,TSA,HKG,CX 421,4502.5,4536.903455191763,4524.0,-0.007640967283012324,0.033203775680177676,-0.2301234460987491
上午9:00,早晨班機,TSA,HND,CI 220,21833.0,24904.43437250001,22118.0,-0.14067853123711863,0.26482847066367426,-0.5312062214631634
晚上8:45,晚間班機,TSA,ICN,BR 205,5922.0,6058.059910070643,5859.0,-0.02297533098119607,0.07142857142857142,-0.321654633736745
上午9:30,早晨班機,TSA,NRT,CI 100,9835.0,11100.681610931311,9810.0,-0.1286915720316534,0.09354346720894764,-1.3757408814470773
上午9:25,早晨班機,TSA,ICN,JX 741,11234.75,15020.946696316938,12560.0,-0.3370076500426746,0.19793497852644695,-1.702617963492721
晚上9:30,晚間班機,TSA,ICN,VZ 565,13403.5,9312.473341257786,13629.0,0.30522077507682427,0.25549296825456036,1.1946347375506539
凌晨1:25,凌晨班機,TSA,ICN,VZ 571,7618.75,8344.540219850789,9057.0,-0.09526368759321267,0.4576538146021329,-0.2081566558688719
下午5:00,下午班機,TSA,HKG,CX 421,6810.5,6706.369525311713,6807.0,0.015289696011788707,0.024594376330665885,0.6216744757509671
清晨7:55,早晨班機,TSA,NRT,BR 184,14695.0,20055.532251845016,12874.0,-0.36478613486526135,0.24783940115685607,-1.4718649785406412
下午4:10,下午班機,TSA,SIN,TR 899,3548.0,3249.048182442383,3798.0,0.08425924959346584,0.32384441939120634,0.26018434948443586
中午12:35,下午班機,TSA,NRT,CI 104,16932.5,15595.6140021785,17171.0,0.07895384602518828,0.09611693488852797,0.821435328922581
上午10:50,早晨班機,TSA,HKG,HB 703,2240.25,2263.5483847294845,2299.0,-0.010399903907815868,0.09786854145742663,-0.10626401244918814
上午8:05,早晨班機,TSA,HKG,JX 233,3603.75,3790.706886733675,3690.0,-0.05187842850743676,0.05431841831425598,-0.9550798811426575
下午5:40,下午班機,TSA,HKG,UO 115,1566.25,1784.7497534891336,1520.0,-0.1395050301606599,0.08699122106943336,-1.6036679155165767
上午8:30,早晨班機,TSA,NRT,JX 800,12899.0,40742.38403474952,12621.0,-2.158569194104157,0.16551670672145127,-13.041397674355748
晚上7:25,晚間班機,TSA,ICN,KE 188,6011.0,6700.453839143494,6023.0,-0.11469869225478196,0.00698719015138912,-16.41556759865463
上午11:55,早晨班機,TSA,HKG,HX 253,2138.75,2444.3273434824323,2257.0,-0.14287660712211914,0.08591466978375219,-1.6630059509248016
下午1:30,下午班機,TSA,NRT,IT 202,8849.0,6341.860007311744,9599.0,0.28332466862789646,0.11865747542095152,2.387752373988815
晚上9:10,晚間班機,TSA,HKG,UO 117,2553.25,2342.686573124026,2508.0,0.08246878561675279,0.37922255948301187,0.21746803705238735
下午4:10,下午班機,TSA,SIN,TR 899,3495.5,3776.032632909484,3798.0,-0.08025536630224121,0.3136890287512516,-0.25584371446373383
下午6:25,晚間班機,TSA,HND,CI 222,13802.0,10351.403119874272,10502.0,0.25000701928167857,0.3623387914794957,0.6899813797491957
清晨7:00,早晨班機,TSA,ICN,CI 833,13359.25,8279.926900227954,11461.0,0.3802101989087745,0.3640361547242547,1.0444297742809945
晚上9:30,晚間班機,TSA,ICN,VZ 565,4344.25,3624.5657314973296,4641.0,0.1656636400995961,0.22380157679691545,0.7402255268734075
下午1:40,下午班機,TSA,ICN,OZ 712,6582.5,7813.205555709736,6522.0,-0.18696628267523518,0.26061526775541205,-0.7174034134128451
晚上8:45,晚間班機,TSA,ICN,BR 205,6238.5,6058.059910070643,5867.5,0.02892363387502715,0.1305602308247175,0.2215347942656315
下午2:40,下午班機,TSA,NRT,TR 874,11165.75,9554.719273600314,11088.0,0.144283252481892,0.37317242460201955,0.3866396415430937
晚上8:55,晚間班機,TSA,HND,MM 860,5797.5,6437.599390806075,5950.0,-0.11040955425719268,0.0599396291504959,-1.8420126354131643
下午3:45,下午班機,TSA,ICN,CI 162,13415.25,13211.121420691516,11038.0,0.015216159170234203,0.5210674419038035,0.029201899690066077
清晨6:40,早晨班機,TSA,NRT,TR 898,6049.0,6872.623304592401,6199.0,-0.13615858895559613,0.20664572656637462,-0.6588986436739207
下午6:35,晚間班機,TSA,HKG,CX 473,4508.25,4536.903455191755,4527.0,-0.0063557822196539234,0.03443686574613209,-0.18456331846540935
下午1:40,下午班機,TSA,ICN,OZ 712,7582.25,7813.205555709736,7209.0,-0.030460029108738906,0.15038412080846714,-0.2025481742685688
下午5:35,下午班機,TSA,SIN,SQ 879,13160.5,10070.76606317312,12961.0,0.23477329408661377,0.35162037916492533,0.667689667601703
晚上9:45,晚間班機,TSA,HKG,HX 283,3619.5,2951.6674173470074,3713.0,0.18450962360905998,0.4598701478104711,0.4012211370699865
晚上9:10,晚間班機,TSA,HKG,UO 117,1588.75,2548.7045600578003,1520.0,-0.6042200220662788,0.15656963021243114,-3.85911380927759
上午9:30,早晨班機,TSA,NRT,CI 100,10125.75,11191.24347822886,10465.0,-0.10522612924759747,0.11562106510628842,-0.9100947924226864
下午3:15,下午班機,TSA,ICN,VZ 567,4132.0,4846.367969585107,4133.0,-0.17288673029649249,0.18417231364956438,-0.9387226932787214
中午12:40,下午班機,TSA,ICN,LJ 732,8358.25,7032.798885575146,8083.0,0.15857997959200235,0.4156671552059343,0.38150712079581306
晚上9:20,晚間班機,TSA,HKG,HB 705,3106.0,2277.4478717127545,3090.0,0.2667585731768337,0.3168061815840309,0.8420245206171194
清晨7:55,早晨班機,TSA,NRT,BR 184,11407.25,11627.649414484573,11070.0,-0.019320994497760008,0.139669946744395,-0.13833322735576517
下午4:30,下午班機,TSA,HKG,JX 235,3934.5,4284.085974026931,3990.0,-0.08885143576742424,0.09137120345660185,-0.9724227372098211
下午2:10,下午班機,TSA,SIN,SQ 877,8143.5,8521.165519097784,8142.0,-0.04637631474154645,0.013446306870510223,-3.4490001744089818
下午3:50,下午班機,TSA,HKG,CX 443,15524.0,7122.898398406844,12378.0,0.5411686164386212,0.21392682298376706,2.5296903347163977
下午3:35,下午班機,TSA,HND,JL 98,12374.25,11396.849231192871,12258.0,0.07898666737839698,0.27292563185647617,0.28940728960163703
