出發時間,出發時段,出發機場代號,抵達機場代號,航班代碼,隨機購買平均價格,預測平均價格,平均價格,效能,最佳效能,標準化效能
上午10:05,凌晨班機,TSA,NRT,CI 831,28980.5,29229.487755404025,27499,-0.008591561753731818,0.15104984386052692,-0.056878984672535673
下午6:10,晚間班機,TSA,HKG,CI 923,14645.75,14494.371054576275,14545,0.010336032324990176,0.05706433607019101,0.18112945907714612
下午3:45,下午班機,TSA,ICN,CI 162,18173.0,18081.78454723927,18321,0.0050192842547037275,0.04600231112089363,0.10910939325446273
下午2:35,下午班機,TSA,NRT,CI 108,22932.5,22901.799278646988,22749,0.0013387428912247832,0.06939932410334677,0.019290431261710553
上午9:25,凌晨班機,TSA,NRT,JX 741,19696.5,20716.52602374033,20595,-0.05178717151475292,0.06232071687863326,-0.8309784307456871
上午9:00,凌晨班機,TSA,HND,CI 220,34059.25,27991.766436717207,30102,0.17814495513796672,0.2726498675102946,0.653383611606708
下午2:25,下午班機,TSA,HKG,BR 855,14883.0,16023.312948143091,14893,-0.07661848741134794,0.0010750520728347779,-71.26955925894322
下午3:45,下午班機,TSA,ICN,CI 162,18466.25,18317.889916808286,18292,0.008034120798305762,0.06115210180735125,0.1313793076747521
上午10:35,凌晨班機,TSA,NRT,JL 802,28790.25,27416.375910163155,26488,0.04772011670050955,0.20375821675740918,0.23419971699754447
下午1:25,下午班機,TSA,NRT,JL 8664,22938.75,24239.661515178625,24703,-0.056712397806272116,0.0005122336657402866,-110.71587363222336
下午6:25,晚間班機,TSA,HND,CI 222,24820.25,24388.03834461567,24602,0.017413670506313587,0.07104078323143401,0.24512216383628518
下午5:10,下午班機,TSA,ICN,OZ 714,19104.25,18558.80545219774,18419,0.02855095320686553,0.16468848554640983,0.173363384283595
上午9:00,凌晨班機,TSA,HND,CI 220,25465.75,27991.766436717207,26042,-0.09919269751400243,0.07212628726819355,-1.3752641550114102
清晨7:35,早晨班機,TSA,NRT,BR 75,21373.25,22132.430921290288,21604,-0.03552014416573465,0.11033651877931526,-0.32192554703287957
清晨7:55,早晨班機,TSA,NRT,BR 184,24903.0,26561.002639774175,25176,-0.06657842989897501,0.0004417138497369795,-150.72751270674314
上午10:05,凌晨班機,TSA,NRT,CI 831,30125.5,21074.04636934331,29389,0.3004582042009823,0.15679407810658744,1.916259898519465
下午3:45,下午班機,TSA,ICN,CI 162,17840.25,18038.7000088189,18332,-0.011123723536323848,0.02820868541640392,-0.39433682825415106
中午12:35,下午班機,TSA,NRT,CI 104,24002.25,24531.170738433782,24294,-0.022036298198451494,0.05129727421387578,-0.4295802951746456
下午1:50,下午班機,TSA,NRT,CI 835,19259.0,23670.064512871773,19463,-0.22903912523348946,0.04309673399449608,-5.314535557676836
下午1:40,下午班機,TSA,ICN,OZ 712,17893.75,16088.761539984667,17050,0.1008725650026033,0.26767726161369193,0.3768439814218556
下午2:35,下午班機,TSA,NRT,CI 108,22964.5,23906.347435029205,22762,-0.04101319144894099,0.07069607437566679,-0.5801339297993259
清晨7:15,早晨班機,TSA,HKG,CI 601,13227.0,13849.246230335331,13724,-0.04704364030659495,0.004158161336659863,-11.313567824278751
下午3:35,下午班機,TSA,HND,JL 98,30280.25,31839.497985028134,32479,-0.051493894040773584,0.021771616812939126,-2.365184656849654
下午3:00,下午班機,TSA,NRT,JX 804,41103.25,28180.57904522608,41106,0.31439535693099496,0.00017638507903876215,1782.4373730722646
上午8:05,早晨班機,TSA,HKG,JX 233,12753.25,15661.456551804842,14873,-0.228036504561962,0.07709799462882011,-2.9577488449578864
上午9:35,凌晨班機,TSA,SIN,BR 215,26133.5,20467.18493950011,26695,0.21682189758355705,0.2643159163525743,0.8203134361925282
中午12:25,下午班機,TSA,HKG,CX 461,14312.5,14367.837659372257,14319,-0.0038663866810310496,0.0022707423580786024,-1.7026972114540586
晚上7:25,晚間班機,TSA,ICN,KE 188,19640.75,17066.12164375094,19027,0.1310860510036053,0.10848618306327407,1.2083202422851393
晚上8:45,晚間班機,TSA,NRT,BR 205,21368.5,19602.308564636936,21521,0.08265397362299945,0.009476565973278424,8.721933014138585
清晨7:05,早晨班機,TSA,ICN,BR 170,20172.0,20803.541310154535,20779,-0.03130781827059957,0.000396589331746976,-78.94266376931682
清晨7:55,早晨班機,TSA,ICN,CI 160,18443.5,18585.192111333115,18586,-0.007682495802484098,0.028980399598774634,-0.26509281820975766
晚上10:30,晚間班機,TSA,NRT,CI 837,19301.5,19069.408979633103,19173,0.012024506922617272,0.060176670206978734,0.19982007780189173
下午1:20,下午班機,TSA,HKG,CX 495,14341.0,14367.837659372257,14317,-0.0018713938618127673,0.004392999093508124,-0.4259945932104269
上午8:05,早晨班機,TSA,NRT,BR 67,22342.25,22049.38295921109,23127,0.013108216083380647,0.052467857982074324,0.24983326149619214
下午6:10,晚間班機,TSA,HKG,CI 923,14691.25,14506.819804525814,14409,0.012553744267791093,0.09102356845060836,0.1379175139085331
下午3:15,下午班機,TSA,ICN,BR 160,20223.0,20822.50804810261,20210,-0.029644862191693065,0.0027691242644513675,-10.705500858975157
中午12:35,下午班機,TSA,NRT,CI 104,28280.5,24365.53712558179,30996,0.13843329765804027,0.2060253531585368,0.6719236032640878
下午1:40,下午班機,TSA,ICN,OZ 712,13865.75,15136.685194256088,14421,-0.09166003961243264,0.05500964607035321,-1.6662539419942155
下午3:45,下午班機,TSA,ICN,CI 162,18402.75,18081.78454723927,18328,0.017441167910270523,0.057912540245343765,0.3011639247109837
下午4:35,下午班機,TSA,HKG,BR 871,14881.25,14899.407074195631,14902,-0.001220130983326746,0.0009575808483830323,-1.2741806453074485
晚上8:45,晚間班機,TSA,NRT,BR 205,21258.5,19602.308564636936,21294,0.07790725758463973,0.004351200696192111,17.904772274195285
上午8:05,早晨班機,TSA,NRT,BR 67,24376.0,24425.17676193809,25063,-0.0020174254159046464,0.13131768953068593,-0.015362937187782462
上午10:15,凌晨班機,TSA,NRT,JX 802,37780.0,43831.432161683704,33861,-0.1601755468947513,0.2808099523557438,-0.5704055200003492
下午3:45,下午班機,TSA,ICN,CI 162,21752.0,19346.92702113297,21623,0.1105679008305916,0.5149871276204487,0.21470031948464813
清晨7:00,早晨班機,TSA,NRT,CI 833,20776.5,20713.63353906524,20337,0.0030258446290165122,0.11091858590234159,0.02727987022554201
上午9:35,凌晨班機,TSA,SIN,BR 215,34643.5,28530.50922857585,34633,0.17645419115921165,0.0007649342589518957,230.67889703487356
上午8:25,早晨班機,TSA,NRT,BR 211,25618.75,28794.000725278493,27896,-0.12394245329215878,0.16725054891436936,-0.7410585740774824
上午9:30,凌晨班機,TSA,HND,JL 96,34410.5,32633.332809862775,34352,0.05164607285965693,0.13875125325118787,0.372220586477584
中午12:25,下午班機,TSA,ICN,KE 186,11768.75,19257.04925085311,12245,-0.6362867127650014,0.22540626659585766,-2.822843935860187
下午1:40,下午班機,TSA,ICN,OZ 712,14903.0,15136.685194256088,14353,-0.0156804129541762,0.12078105079514191,-0.12982510792004887
晚上8:45,晚間班機,TSA,NRT,BR 205,21267.5,20593.28150551777,21292,0.03170182176947123,0.004772540260961561,6.6425467436672845
下午4:50,下午班機,TSA,HND,NH 854,34737.5,33348.52110876779,34676,0.03998499866807372,0.005915797049298309,6.759021368526573
上午9:30,凌晨班機,TSA,NRT,CI 100,24376.0,24685.644093475817,23979,-0.012702826283057822,0.10083688874302593,-0.12597400060041394
晚上7:25,晚間班機,TSA,ICN,KE 188,18747.25,18171.79367876512,19253,0.030695505806711935,0.0003867233860966275,79.3732856875697
清晨7:15,早晨班機,TSA,HND,BR 192,27989.0,28827.15201906671,26726,-0.029945765088667357,0.0655971988995677,-0.45650981430648724
下午1:30,下午班機,TSA,NRT,JX 745,22118.0,21400.488525096196,21264,0.03244016072446893,0.16497875033909035,0.19663235815396102
上午9:50,凌晨班機,TSA,HKG,CX 469,14286.0,14989.043230949072,14373,-0.0492120419255965,0.0005599888002239956,-87.88040386863395
清晨7:05,早晨班機,TSA,ICN,BR 170,20217.75,20536.548729542566,20209,-0.015768259551263937,0.0025101705184800483,-6.281748365370768
上午9:20,凌晨班機,TSA,GMP,CI 260,21565.25,22954.318074995233,21867,-0.0644123334992747,0.17529358574558607,-0.3674540242034875
下午6:35,晚間班機,TSA,HKG,CX 473,14279.75,14848.92127235417,15318,-0.039858630042834756,0.0004026681139375689,-98.98630823550776
清晨7:25,早晨班機,TSA,SIN,BR 225,19369.25,19633.32246723661,19392,-0.013633592794589809,0.10822566697213366,-0.1259737470419123
下午6:10,晚間班機,TSA,HKG,CI 923,14435.0,14506.819804525814,14553,-0.004975393455200146,0.04329754069968826,-0.11491168724130256
下午3:50,下午班機,TSA,HKG,CX 443,14284.5,14367.837659372257,14314,-0.005834132057282852,0.00045503867828765445,-12.821178364962599
下午5:10,下午班機,TSA,ICN,OZ 714,18878.5,18558.80545219774,18422,0.016934319347525532,0.1155017612628122,0.1466152477882416
清晨7:00,早晨班機,TSA,HKG,BR 891,16517.25,14940.010943018358,15782,0.09549041498927736,0.19556826953639378,0.48827151365425014
下午5:10,下午班機,TSA,ICN,OZ 714,16054.0,17318.296957731367,15618,-0.07875276926195135,0.18375482745733152,-0.4285752399089379
上午10:50,凌晨班機,TSA,HKG,CI 909,13653.75,14030.633612429492,13774,-0.027602937832426414,0.03528334706582441,-0.7823219770202224
清晨7:00,早晨班機,TSA,NRT,CI 833,20889.0,20600.521431512352,20694,0.013810070778287513,0.06237732778017138,0.22139567804117258
上午8:05,早晨班機,TSA,NRT,BR 67,23830.5,23164.824878925487,23957,0.027933745455383366,0.1116426428316653,0.25020677356681575
上午8:30,早晨班機,TSA,NRT,JX 800,23492.5,24706.44587741032,27950,-0.05167376300565366,0.06306267957858891,-0.8194032247116563
晚上7:25,晚間班機,TSA,ICN,KE 188,17306.0,18171.79367876512,17514,-0.050028526451237704,0.03675026002542471,-1.361310815668427
上午9:25,凌晨班機,TSA,NRT,JX 741,22116.5,22598.297948854623,22821,-0.021784547684064952,0.19286505550154862,-0.11295227965176943
下午5:10,下午班機,TSA,ICN,OZ 714,15805.0,17318.296957731367,15416,-0.09574798846766004,0.17095855741853844,-0.5600654913883667
清晨7:00,早晨班機,TSA,HKG,BR 891,14920.75,15096.497071018686,14905,-0.011778702211261918,0.003602365832816715,-3.2697129491848607
上午8:05,早晨班機,TSA,HKG,CI 903,14133.5,14532.736013682888,14495,-0.028247498049519818,0.05515265150175116,-0.5121693568734937
下午5:35,下午班機,TSA,SIN,SQ 879,28154.75,23976.170505103462,27724,0.14841472557549037,0.0889991919658317,1.667596326407877
下午3:20,下午班機,TSA,NRT,BR 196,24994.75,26273.68989779224,25141,-0.05116834126335487,0.00411086328128907,-12.447103628148314
上午9:30,凌晨班機,TSA,NRT,CI 100,24500.0,24992.34314651477,24343,-0.0200956386332559,0.07057142857142858,-0.2847560130218447
下午1:40,下午班機,TSA,ICN,OZ 712,13636.5,15136.685194256088,14673,-0.11001248078730524,0.039122942103912296,-2.811968499074204
中午12:50,下午班機,TSA,NRT,CX 450,19698.0,20003.349229679417,19694,-0.015501534657296045,0.0005584323281551427,-27.759020879947045
下午1:50,下午班機,TSA,NRT,CI 835,19938.75,19585.813508219384,19469,0.017701034005673178,0.07571939063381607,0.23377147990105385
清晨7:35,早晨班機,TSA,NRT,BR 75,21313.0,21702.67687511753,21360,-0.018283530010675623,0.0068971988926946,-2.650863096037616
上午10:15,凌晨班機,TSA,NRT,JX 802,26157.0,43831.432161683704,26256,-0.6757056299148871,0.15850441564399587,-4.263008239672867
上午10:05,凌晨班機,TSA,NRT,CI 831,21559.25,21900.983706248313,21296,-0.01585090883255739,0.0915268388278813,-0.17318317813166753
上午8:45,早晨班機,TSA,SIN,JX 771,22349.5,22797.254714469793,21260,-0.02003421617798129,0.1684377726571064,-0.11894135063615165
下午6:50,晚間班機,TSA,NRT,TG 635,16901.0,20593.28150551777,16876,-0.2184652686537939,0.01467368794745873,-14.888231877087785
下午3:35,下午班機,TSA,HND,JL 98,33675.5,31839.497985028134,32427,0.054520408456351525,0.12039910320559458,0.45283068565097195
中午12:35,下午班機,TSA,NRT,CI 104,17583.75,29050.616962315693,19780,-0.6521286393582537,0.22792350892158952,-2.8611732174700752
上午8:20,早晨班機,TSA,HKG,CX 407,14313.25,14328.416324134098,14317,-0.0010596003097897069,0.002462753043508637,-0.43025033004531976
下午6:35,晚間班機,TSA,HKG,CX 473,14311.5,15145.404615682395,14317,-0.058268149088662624,0.002340774901303148,-24.892675094996868
清晨7:55,早晨班機,TSA,NRT,BR 184,24303.0,26063.25888151415,24780,-0.07242969516167345,0.08974200715960992,-0.8070879786859927
上午9:40,凌晨班機,TSA,NRT,BR 201,21276.25,24153.485415114388,22931,-0.13523226203463432,0.10679748545913871,-1.2662494950442902
晚上10:30,晚間班機,TSA,NRT,BR 61,19599.0,23029.92924780803,20982,-0.17505634204847348,0.030460737792744528,-5.746950163832549
上午8:05,早晨班機,TSA,HKG,BR 851,16495.5,19466.47139864447,15533,-0.1801079930068485,0.09872389439544119,-1.824360699198323
下午3:15,下午班機,TSA,ICN,BR 160,20214.5,20344.467641279916,20206,-0.006429426465157005,0.0024982067327908187,-2.573616659008243
下午6:25,晚間班機,TSA,HND,CI 222,25223.5,24388.03834461567,24869,0.03312235238505084,0.08589212440779431,0.3856273507428248
下午1:50,下午班機,TSA,NRT,CI 835,19583.25,19585.813508219384,19470,-0.00013090310440728417,0.05894067634330359,-0.002220929798036775
清晨7:25,早晨班機,TSA,SIN,BR 225,19302.0,19633.32246723661,19343,-0.017165188438328084,0.00393741581183297,-4.359506147850114
下午2:25,下午班機,TSA,HKG,BR 855,15833.75,14675.655740167886,16434,0.07314087059806518,0.16084313570695508,0.4547341748629094
上午8:45,早晨班機,TSA,SIN,JX 771,27947.75,22797.254714469793,27667,0.18429015879740612,0.16762530078449964,1.099417319073634
上午9:40,凌晨班機,TSA,NRT,BR 201,22240.5,24153.485415114388,24470,-0.08601359749620684,0.03972482633034329,-2.165235331199081
上午10:05,凌晨班機,TSA,NRT,CI 831,25016.0,22024.204830207047,24926,0.1195952658215923,0.01650943396226415,7.244056101193591
下午4:55,下午班機,TSA,HKG,CI 919,14669.75,14522.256152767077,14505,0.010054284990059349,0.08969137170026756,0.1120986868576273
上午8:50,早晨班機,TSA,NRT,BR 198,25774.0,25631.811542041927,26118,0.005516740046483775,0.0011251648948552805,4.903050274416304
上午8:05,早晨班機,TSA,HKG,CI 903,16022.5,14088.366189650253,14777,0.12071360963331236,0.1665470432204712,0.7248018775903119
下午1:40,下午班機,TSA,ICN,OZ 712,17518.25,16088.761539984667,15647,0.08159995775921297,0.252037161246129,0.3237616125961911
上午8:05,早晨班機,TSA,HKG,BR 851,17376.25,18437.04432628996,17960,-0.06104851888583329,0.1444068772030789,-0.42275354240907076
下午1:55,下午班機,TSA,NRT,TG 633,16680.25,16865.350579034326,16650,-0.01109699069464343,0.07921044348855683,-0.14009504562673686
上午10:50,凌晨班機,TSA,HKG,CI 909,14450.75,14217.553784921542,14426,0.016137308795630568,0.07589571475528951,0.21262476870613944
晚上8:15,晚間班機,TSA,HKG,CX 531,14311.25,14328.416324134098,14320,-0.0011994985856649504,0.0021835968206830292,-0.5493223722911206
清晨7:15,早晨班機,TSA,HND,BR 192,31311.75,28929.2709859874,30206,0.07608897663058113,0.1646586345381526,0.4621013458784074
下午6:35,晚間班機,TSA,HKG,CX 473,14286.75,15145.404615682395,14990,-0.0601014657415014,0.0006124555969692197,-98.13195607798801
上午8:45,早晨班機,TSA,SIN,JX 771,30059.0,31552.99588972424,31791,-0.049702115496997226,0.14205396054426295,-0.34988194138740975
下午4:55,下午班機,TSA,HKG,CI 919,14677.0,14522.256152767077,14600,0.010543288630709488,0.05907201744225659,0.1784819460587349
下午3:00,下午班機,TSA,NRT,JX 804,24226.75,24537.83282649483,24282,-0.012840468758493344,0.12208612380942553,-0.10517549708218363
下午2:10,下午班機,TSA,SIN,SQ 877,30404.5,27101.450264227045,30935,0.10863687071890525,0.15637487871861072,0.694720735255643
上午10:05,凌晨班機,TSA,NRT,CI 831,20818.75,22024.204830207047,21105,-0.05790236350439133,0.11200240168117682,-0.5169743026512478
上午10:50,凌晨班機,TSA,HKG,CI 909,14178.0,14217.553784921542,14451,-0.0027898000367852726,0.01728029341232896,-0.16144402008792486
下午6:35,晚間班機,TSA,HKG,CX 473,14340.75,14590.357015748665,14320,-0.017405436657682807,0.004236180116102714,-4.10875746088337
上午8:05,早晨班機,TSA,HKG,BR 851,14901.5,18437.04432628996,15008,-0.23726096878099256,0.0021138811529040702,-112.23950242190351
下午1:40,下午班機,TSA,ICN,OZ 712,17623.75,18009.900343595673,17463,-0.021910793309918315,0.20005674161288034,-0.10952289402132111
上午8:25,早晨班機,TSA,NRT,BR 211,22299.75,21966.93204569755,21592,0.014924739259518557,0.050841377145483695,0.29355497623148746
下午1:40,下午班機,TSA,ICN,OZ 712,16925.75,18816.09569483647,17616,-0.11168460451303305,0.17663914449876666,-0.6322755062585398
下午3:45,下午班機,TSA,ICN,CI 162,18489.5,18317.889916808286,18259,0.009281488584965185,0.09591930555179967,0.09676350898884341
下午3:00,下午班機,TSA,NRT,JX 804,24230.5,24543.115511529977,24503,-0.01290173589195341,0.09159943046986237,-0.14084952085153282
晚上7:40,晚間班機,TSA,HKG,CX 451,14313.75,14328.416324134098,14317,-0.0010246318493824136,0.0024975984630163303,-0.41024682892580483
上午8:25,早晨班機,TSA,NRT,BR 211,27727.5,29679.79486539897,28130,-0.07041005735818122,0.10424668650256966,-0.6754177012278048
下午4:25,下午班機,TSA,NRT,CI 106,21559.5,22911.93581528098,22770,-0.06273038870479278,0.010134743384586841,-6.189637598539954
下午6:50,晚間班機,TSA,NRT,TG 635,16691.25,19602.308564636936,16673,-0.1744062646378753,0.0051673781172770165,-33.75140364796448
上午10:15,凌晨班機,TSA,NRT,JX 802,70187.75,45282.52107999681,77194,0.3548372603481831,0.4144847213367005,0.8560924977013479
下午5:35,下午班機,TSA,SIN,SQ 879,27707.75,27101.450264227045,28045,0.021881954896119483,0.2149488861419639,0.10180073639305791
上午9:50,凌晨班機,TSA,HKG,BR 867,14901.25,14704.121317949794,15825,0.013229003073581505,0.002298464893884741,5.755581957670261
下午1:40,下午班機,TSA,ICN,OZ 712,15153.0,15136.685194256088,14734,0.001076671665275,0.13528674189929388,0.007958441826298573
上午10:05,凌晨班機,TSA,NRT,CI 831,25013.25,27975.34565308793,25124,-0.11842106296014833,0.016401307307127223,-7.220220970354491
中午12:50,下午班機,TSA,NRT,CX 450,19696.75,19847.73230568771,19695,-0.007665341017564335,0.000495005521215429,-15.485364685919007
清晨7:00,早晨班機,TSA,NRT,CI 833,21238.25,20750.657774000632,20731,0.022958211057849287,0.07779595776488175,0.2951080199723817
晚上8:45,晚間班機,TSA,NRT,BR 205,28886.5,19381.06237219852,23707,0.329061590286171,0.2672701781108823,1.2311945635388222
下午1:50,下午班機,TSA,NRT,CI 835,19587.5,19585.813508219384,19314,8.610040998677994e-05,0.11203573707721762,0.0007685084441175904
下午1:40,下午班機,TSA,ICN,OZ 712,14839.25,19175.296620419787,14957,-0.29220119752816265,0.11700389170611722,-2.4973630643166524
上午9:30,凌晨班機,TSA,NRT,CI 100,24115.5,26876.866929427793,24706,-0.11450589576943432,0.05575252431009102,-2.0538244175736655
上午8:50,早晨班機,TSA,NRT,BR 198,25370.0,26063.25888151415,25157,-0.027325931474739842,0.01884115096570753,-1.450332388104916
清晨7:05,早晨班機,TSA,ICN,BR 170,20193.0,20536.548729542566,20188,-0.017013258532291707,0.0014361412370623484,-11.846507915260911
晚上7:40,晚間班機,TSA,HKG,CX 451,14316.0,14355.646825586007,14308,-0.002769406648924787,0.002654372729812797,-1.0433375154212434
上午10:50,凌晨班機,TSA,HKG,CI 909,14255.75,14642.889218690789,14470,-0.027156706500239467,0.06325517773529979,-0.42931989874221105
上午8:25,早晨班機,TSA,NRT,BR 211,22193.75,23806.213684426213,23333,-0.07265395367732867,0.14381301041960012,-0.505197363335541
下午1:25,下午班機,TSA,NRT,JL 8664,22938.0,21646.9378494834,27292,0.05628486138794133,0.00047955357921353214,117.36928641059984
晚上8:45,晚間班機,TSA,NRT,BR 205,21320.25,18535.090252021535,22013,0.13063447886298074,0.0074694246080604125,17.48922918667796
下午3:50,下午班機,TSA,HKG,CX 443,14313.25,14367.837659372257,14317,-0.0038137850853060553,0.002462753043508637,-1.5485860814824652
上午9:35,凌晨班機,TSA,SIN,BR 215,22706.0,28530.50922857585,24118,-0.25651850738024534,0.146701312428433,-1.7485767723133745
上午9:00,凌晨班機,TSA,HND,CI 220,24428.25,27991.766436717207,27706,-0.14587686128630611,0.03271826676081995,-4.458575460390626
上午9:00,凌晨班機,TSA,HND,CI 220,29650.0,27991.766436717207,27775,0.05592693299436063,0.20306913996627318,0.27540833138727666
上午8:05,早晨班機,TSA,HKG,JX 233,18851.5,14620.876948255722,18577,0.2244183779404439,0.3755934541017956,0.5975034322073692
下午3:35,下午班機,TSA,HND,JL 98,34333.0,34036.19935872682,34972,0.008644762801770234,0.0002621384673637608,32.97784903035305
上午8:30,早晨班機,TSA,NRT,JX 800,11622.0,25269.726594486452,11437,-1.1743010320501164,0.22053002925486148,-5.324903080174191
上午9:50,凌晨班機,TSA,HKG,CX 499,18145.25,14440.65440499252,16936,0.20416338132610354,0.13156335680136674,1.5518255712671403
上午9:30,凌晨班機,TSA,NRT,CI 100,24487.5,26876.866929427793,25220,-0.0975749639378374,0.07009698825931598,-1.391999376305152
上午9:20,凌晨班機,TSA,GMP,CI 260,19418.5,21602.845031561123,19719,-0.11248783539208088,0.0834513479413961,-1.3479450981555832
下午1:55,下午班機,TSA,NRT,TG 633,16666.0,16865.350579034326,16677,-0.011961513202587667,0.0016200648025921037,-7.383354779049113
清晨7:15,早晨班機,TSA,HND,BR 192,26165.5,28929.2709859874,26989,-0.10562653058368467,0.0004777283063576083,-221.1016788789921
下午1:25,下午班機,TSA,NRT,JL 8664,22939.75,21646.9378494834,22940,0.056356854391028596,0.0006429886986562626,87.64828139095582
上午8:25,早晨班機,TSA,NRT,BR 211,25936.75,21702.67687511753,23738,0.16324609385842367,0.18378362747838492,0.8882515602627514
下午5:35,下午班機,TSA,SIN,SQ 879,26906.0,27101.450264227045,26529,-0.0072641888139093665,0.191667286107188,-0.03789999306322385
上午9:30,凌晨班機,TSA,HND,JL 96,30345.25,32233.89398376842,32441,-0.06223853762181624,0.02386699730600341,-2.607723829849388
清晨7:00,早晨班機,TSA,NRT,CI 833,20424.25,20579.29718849196,20676,-0.0075913283715172255,0.04104189872333133,-0.18496533073899277
下午1:30,下午班機,TSA,NRT,JX 745,20919.0,20560.195429413332,20909,0.017152089994104305,0.1466609302547923,0.11695064230334679
晚上9:15,晚間班機,TSA,HKG,CX 479,14312.75,14328.416324134098,14320,-0.0010945712133655322,0.0022881696389582713,-0.47836104226251974
上午10:15,凌晨班機,TSA,NRT,JX 802,25012.25,25078.53932235846,24473,-0.0026502742599510843,0.11999120430988816,-0.02208723777041616
晚上10:30,晚間班機,TSA,NRT,CI 837,19233.25,19247.388329956324,19137,-0.0007350983300442731,0.05684166742490219,-0.012932385050376414
下午3:00,下午班機,TSA,NRT,JX 804,24973.5,24537.83282649483,25203,0.017445178829766407,0.11862574328788515,0.14706064928444604
上午9:25,凌晨班機,TSA,NRT,JX 741,25696.0,22377.826809455582,24286,0.1291318956469652,0.3051836861768369,0.4231284354175488
晚上9:15,晚間班機,TSA,HKG,CX 479,14647.75,14333.831441593946,14541,0.02143117942387426,0.025993753306821868,0.8244742177440688
下午4:50,下午班機,TSA,HND,NH 854,34126.25,33348.52110876779,33865,0.022789755429682753,0.011552690377641844,1.9726794958331288
下午6:50,晚間班機,TSA,NRT,TG 635,18097.5,20593.28150551777,16991,-0.13790752896907146,0.15137449924022656,-0.911035409935306
上午10:05,凌晨班機,TSA,NRT,CI 831,20125.25,22024.204830207047,20792,-0.09435683185088618,0.0267946982025068,-3.5214739549504817
上午9:50,凌晨班機,TSA,HKG,BR 867,14908.25,14976.220710886377,14910,-0.004559268249886926,0.0025656934918585348,-1.7770120493170396
下午3:20,下午班機,TSA,NRT,BR 196,29590.5,27688.98611695326,29595,0.06426095818072491,0.0007941738057822612,80.91548438496768
清晨7:55,早晨班機,TSA,ICN,CI 160,18417.75,18650.582126646237,18526,-0.012641724784310632,0.027622809517992154,-0.4576552857911295
下午3:45,下午班機,TSA,ICN,CI 162,17745.0,19589.289738827196,18786,-0.10393292413790904,0.05962242885319809,-1.7431850083432854
下午4:50,下午班機,TSA,HND,NH 854,33840.75,30100.00685113579,33808,0.1105396053238835,0.003213581259280601,34.3976381504755
下午6:35,晚間班機,TSA,HKG,CX 473,7433.25,15350.368540876689,5350,-1.0650951523057464,0.4143880536777318,-2.570284405771184
下午4:35,下午班機,TSA,HKG,BR 871,14486.0,14732.482074800526,14816,-0.017015192240820508,0.08276957061990887,-0.20557303986699407
下午6:35,晚間班機,TSA,HKG,CX 473,15837.5,14386.44419243724,15378,0.09162151902527291,0.09916337805840568,0.9239451178368416
下午1:50,下午班機,TSA,NRT,CI 835,19600.0,19585.813508219384,19452,0.0007238006010518394,0.059744897959183675,0.012114852075675536
上午9:00,凌晨班機,TSA,HND,CI 220,27196.75,30034.254440523935,28358,-0.10433248239307767,0.13118295384558817,-0.7953204233827861
下午3:20,下午班機,TSA,NRT,BR 196,24995.25,25312.673450490587,24780,-0.01269935089629378,0.11495184084976146,-0.11047540258960659
上午9:50,凌晨班機,TSA,HKG,CX 499,14282.25,14555.631090914198,14284,-0.019141318133641238,0.0005776400777188468,-33.137101928993644
上午8:30,早晨班機,TSA,NRT,JX 800,24968.0,24711.651862690727,25079,0.010267067338564272,0.11843159243832105,0.08669196391926708
清晨7:55,早晨班機,TSA,NRT,BR 184,25289.75,26063.25888151415,25028,-0.030585865084239657,0.1248232979764529,-0.24503330371874552
下午1:20,下午班機,TSA,HKG,CX 495,14281.5,14367.837659372257,14283,-0.006045419554826657,0.00045513426460805936,-13.282716826501062
下午2:35,下午班機,TSA,NRT,CI 108,22489.75,22901.799278646988,22748,-0.018321647801642423,0.05107882479796352,-0.3586936049157673
晚上8:45,晚間班機,TSA,NRT,BR 205,33542.5,25749.545666190083,32801,0.23233075452962412,0.03435939479764478,6.761782502221187
晚上10:30,晚間班機,TSA,NRT,CI 837,24790.5,20176.288017051284,25242,0.18612823391818303,0.07113612069139388,2.6165080708526887
清晨7:15,早晨班機,TSA,HND,BR 192,26186.75,28929.2709859874,26353,-0.10472933777530244,0.0012888197275339628,-81.25988106629336
中午12:35,下午班機,TSA,NRT,CI 104,24532.75,26798.480742797004,24287,-0.09235535122629972,0.07181216944696375,-1.2860682519069133
下午2:35,下午班機,TSA,NRT,CI 108,24780.0,23365.187969037714,26410,0.05709491650372423,0.1387812752219532,0.4114021607915925
下午4:50,下午班機,TSA,HND,NH 854,33751.5,31034.394420220524,33749,0.0805032540710628,0.0005777520999066708,139.33874768099878
清晨7:25,早晨班機,TSA,SIN,BR 225,19362.5,19633.32246723661,20342,-0.013986957636493668,0.007049709489993544,-1.984047379022774
下午5:10,下午班機,TSA,ICN,OZ 714,14253.75,15452.78419403918,14645,-0.084120613455349,0.0807331404016487,-1.0419588911919886
晚上8:45,晚間班機,TSA,NRT,BR 205,21294.75,18762.993414505243,21300,0.1188911156738049,0.006046091172706888,19.664128819376753
下午3:35,下午班機,TSA,HND,JL 98,35786.25,31839.497985028134,33035,0.11028682845986561,0.17219602500960565,0.6404725570971423
下午2:10,下午班機,TSA,SIN,SQ 877,32599.5,30911.918272527582,32626,0.05176710463266055,0.004954063712633629,10.44942246112952
