出發時間,出發時段,出發機場代號,抵達機場代號,航班代碼,隨機購買平均價格,預測平均價格,平均價格,效能,最佳效能,標準化效能
晚上8:45,晚間班機,TSA,HKG,BR 205,16916.5,11841.595,16141,0.2999973398752697,0.4721721396269914,0.635355868544601
晚上10:30,晚間班機,TSA,HKG,BR 61,13015.75,11779.836,13602,0.09495526573574328,0.3990357835699057,0.23796178098676304
上午10:05,凌晨班機,TSA,HKG,CI 831,20778.5,16598.96,21687,0.20114733979834928,0.6875616622951609,0.29255170965596894
上午9:25,凌晨班機,TSA,HKG,JX 741,18941.0,15913.832,18825,0.15982091758618866,0.6768913996093131,0.236110131814991
上午9:40,凌晨班機,TSA,HKG,BR 201,18323.5,16294.899,18683,0.11071034463939752,0.6132834884165144,0.1805206674082314
下午1:55,下午班機,TSA,HKG,TG 633,12759.5,11026.532,13236,0.1358178612014578,0.5219248403150594,0.26022494181244854
下午1:50,下午班機,TSA,HKG,CI 835,16572.0,13327.227,18958,0.19579851556842862,0.6407796282886797,0.3055629531970994
下午1:30,下午班機,TSA,HKG,JX 745,14754.75,12075.16,15443,0.18160863450753148,0.6466222741828903,0.2808573749443178
下午3:15,下午班機,TSA,HKG,VZ 567,9521.0,8710.253,9423,0.08515355529881309,0.4507929839302594,0.18889725069897473
凌晨1:25,凌晨班機,TSA,HKG,VZ 571,7730.75,7876.438,7879,-0.018845260809106503,0.39992885554441676,-0.04712153311231507
清晨7:40,早晨班機,TSA,HKG,TG 637,13455.0,10286.526,13280,0.2354867335562988,0.32292827945001856,0.7292230149597239
清晨7:00,早晨班機,TSA,HKG,CI 833,22392.5,16311.256,20361,0.2715750362844703,0.20361728257228984,1.3337523851299484
上午8:25,早晨班機,TSA,HKG,BR 211,15124.75,14558.535,15749,0.03743632126150846,0.4034942726326055,0.09278030396132893
上午8:05,早晨班機,TSA,HKG,BR 67,19063.5,15074.933,18025,0.2092253258845437,0.6682141264720539,0.31311119833575374
下午6:50,晚間班機,TSA,HKG,TG 635,12426.0,12003.138,14085,0.03403042008691447,0.26694028649605667,0.12748326801326473
晚上10:30,晚間班機,TSA,HKG,CI 837,16407.5,14572.773,19871,0.11182245924120071,0.6864238915130276,0.16290583795782468
晚上9:30,晚間班機,TSA,HKG,VZ 565,8377.5,7217.3423,8838,0.13848495374515069,0.5071321993434795,0.27307466164528654
晚上7:45,晚間班機,TSA,HKG,VZ 569,8380.25,7573.1216,8262,0.09631316488171589,0.30109483607290954,0.31987650847121746
晚上8:45,晚間班機,TSA,HKG,BR 205,19881.5,12003.138,16500,0.39626597590725043,0.7274853507029148,0.5447064680056695
上午10:05,凌晨班機,TSA,HKG,CI 831,19566.75,16598.96,19907,0.15167516322332533,0.09709072789298172,1.5622002895117784
上午9:25,凌晨班機,TSA,HKG,JX 741,17968.0,15913.832,18512,0.11432368655387354,0.3009795191451469,0.3798387573964497
上午9:40,凌晨班機,TSA,HKG,BR 201,17359.5,16294.899,18652,0.061326708718569115,0.05550275065526081,1.1049309807991703
下午1:50,下午班機,TSA,HKG,CI 835,21253.75,19029.895,19634,0.10463353525848378,0.2052696582955949,0.5097369778236203
下午1:30,下午班機,TSA,HKG,JX 745,16832.75,17231.85,17014,-0.023709732515483122,0.25377612095468655,-0.09342775209223352
下午3:15,下午班機,TSA,HKG,VZ 567,12946.25,11322.109,12373,0.12545262141546776,0.30010620836149465,0.41802741136349
清晨7:00,早晨班機,TSA,HKG,CI 833,22640.0,15116.265,22260,0.33232045053003534,0.31846289752650175,1.0435138696255202
上午8:25,早晨班機,TSA,HKG,BR 211,16087.75,14176.183,19521,0.1188212770586315,0.30636664542897546,0.38784012173471955
清晨7:35,早晨班機,TSA,HKG,BR 75,23511.5,14176.183,18934,0.39705322927078235,0.3035323139740127,1.3081085966510193
