出發時間,出發時段,出發機場代號,抵達機場代號,航班代碼,隨機購買平均價格,預測中位數價格,中位數價格,效能,最佳效能,標準化效能
晚上10:30,晚間班機,TSA,ICN,CI 837,18915.0,19535.72266206545,19604.0,-0.03281642411131118,0.04097277293153582,-0.800932467181227
下午1:55,下午班機,TSA,ICN,TG 633,16686.75,16849.18325652856,16684.0,-0.00973426560166351,0.07962904699836697,-0.12224516013438086
上午8:25,早晨班機,TSA,SIN,JX 771,21083.25,31659.075086005705,21065.0,-0.5016221448783136,0.0011027711571982499,-454.87419724755716
上午9:50,早晨班機,TSA,HKG,BR 867,18361.5,16495.94449126956,14881.0,0.10160147638975238,0.19031669525910191,0.5338547742825693
下午3:15,下午班機,TSA,ICN,BR 160,20220.5,20130.673991183692,20185.5,0.004442323820692261,0.0026458297272569918,1.6789908189964087
下午4:05,下午班機,TSA,SIN,SQ 881,24679.75,20666.648739940378,25656.0,0.16260704667023054,0.1187106838602498,1.369776008212176
下午3:20,下午班機,TSA,NRT,BR 196,25771.75,29390.69984347099,25770.0,-0.14042313166436077,0.0010379582294566725,-135.28784461573792
上午10:15,早晨班機,TSA,NRT,JX 802,23511.25,30504.43382166668,24970.0,-0.2974398988427532,0.06380987824977405,-4.661345656834981
下午3:35,下午班機,TSA,HND,JL 98,34901.5,33970.11157275315,34845.0,0.026686200514214272,0.0022205349340286232,12.01791519028193
下午1:50,下午班機,TSA,ICN,CI 835,18006.0,21144.495296986643,18621.0,-0.17430274891628583,0.03515494835054982,-4.958128431258519
上午9:30,早晨班機,TSA,NRT,CI 100,24371.0,25658.703604858292,24910.0,-0.052837536615579675,0.06565179926962374,-0.8048147530364326
下午2:10,下午班機,TSA,SIN,SQ 877,25531.0,26778.5302483066,26907.0,-0.04886335232880031,0.23822020289060358,-0.20511842293761934
上午8:25,早晨班機,TSA,ICN,BR 211,22403.0,22853.314227220675,21370.5,-0.020100621667663934,0.055439003704860955,-0.36257184156254035
上午8:25,早晨班機,TSA,ICN,BR 211,21347.25,24919.732490066348,21362.0,-0.16735094637793382,0.008490554989518556,-19.71024822105571
下午5:35,下午班機,TSA,SIN,SQ 879,25929.0,26778.5302483066,28155.0,-0.03276371045187245,0.16120945659300398,-0.20323690150875615
下午4:35,下午班機,TSA,HKG,BR 871,14895.5,15004.4184493637,14882.0,-0.007312171418461975,0.0019133295290523983,-3.821699977673697
晚上8:45,晚間班機,TSA,ICN,BR 205,21366.25,20301.528615498763,21362.0,0.04983192579424267,0.11055987831275961,0.4507234139067573
上午10:35,早晨班機,TSA,NRT,JL 802,33391.5,34572.09223599881,33345.0,-0.03535607073652908,0.002021472530434392,-17.49025534813053
上午8:05,早晨班機,TSA,ICN,BR 67,22346.75,21570.466808910187,21371.0,0.03473808008277772,0.052390168592748386,0.6630648653340278
上午10:05,早晨班機,TSA,ICN,CI 831,20125.5,25993.973456460815,21170.5,-0.29159392096896053,0.02680678740900847,-10.87761530391254
清晨7:00,早晨班機,TSA,HKG,BR 891,14901.5,14358.4310396259,14885.0,0.03644391238292114,0.0023152031674663624,15.74112928620578
下午2:35,下午班機,TSA,NRT,CI 108,22965.25,23388.506372156444,23321.0,-0.018430296737742626,0.07072642361829286,-0.26058573012556185
上午9:20,早晨班機,TSA,GMP,CI 260,20182.5,20189.810659601662,20170.5,-0.00036222765275175707,0.08430571039266692,-0.004296596886078364
晚上7:30,晚間班機,TSA,HKG,CX 565,14284.25,14328.416324134098,14287.0,-0.0030919596152473895,0.00043754484834695556,-7.066611861455604
上午9:30,早晨班機,TSA,HND,JL 96,30287.0,30925.353097200394,29642.0,-0.02107680183578412,0.02189058011688183,-0.9628251843143193
上午8:50,早晨班機,TSA,NRT,BR 198,37999.25,29973.35701848813,33503.0,0.21121187869528665,0.3224866280255531,0.6549477105095679
下午1:55,下午班機,TSA,ICN,TG 633,21360.0,18398.67594131079,21350.0,0.138638766792566,0.0032771535580524347,42.30462940984585
下午5:10,下午班機,TSA,ICN,OZ 714,16354.5,15317.092826080026,15226.0,0.06343252156409389,0.19881378213947232,0.3190549512286555
清晨7:55,早晨班機,TSA,NRT,BR 184,24901.5,25332.24409265241,24907.0,-0.017297917501050558,0.00038150312230186937,-45.34148343709584
下午4:50,下午班機,TSA,HND,NH 854,33740.5,30672.40597988915,33747.0,0.09093208518281738,0.0002519227634445251,360.95223766009997
清晨7:35,早晨班機,TSA,ICN,BR 75,21322.5,21326.645929233473,21362.0,-0.0001944391714608042,0.1087349044436628,-0.0017881946230204864
晚上10:30,晚間班機,TSA,ICN,CI 837,19657.0,19535.72266206545,19599.5,0.006169676854787047,0.07717352597039223,0.07994550951519379
中午12:50,下午班機,TSA,NRT,CX 450,19697.75,19732.059938928996,19697.0,-0.0017418202042871098,0.00044421317155512687,-3.9211358775995904
下午1:20,下午班機,TSA,HKG,CX 495,19535.5,14328.416324134098,20519.0,0.2665446840810782,0.2696885157789665,0.9883427305430202
清晨7:55,早晨班機,TSA,ICN,CI 160,19934.5,21268.7944923471,19536.0,-0.06693393324874466,0.13536833128495823,-0.4944578441160276
下午3:15,下午班機,TSA,ICN,BR 160,23618.5,22847.75393062211,22501.0,0.03263315068179133,0.3142663589982429,0.10383914710379098
下午1:25,下午班機,TSA,NRT,JL 8664,22942.75,22999.85828414333,22941.0,-0.0024891647314873246,0.0006864913752710551,-3.625922802751163
中午12:35,下午班機,TSA,NRT,CI 104,35184.5,41810.38363566118,41286.0,-0.1883182547900689,0.058392189742642354,-3.225058961139537
上午8:50,早晨班機,TSA,NRT,BR 198,25095.5,25771.26522346177,25290.0,-0.026927744952751322,0.007989480185690661,-3.3704001170163136
下午1:55,下午班機,TSA,ICN,TG 633,16674.5,16654.611208553644,16678.0,0.0011927668863447633,0.002368886623287055,0.5035137075026773
上午10:50,早晨班機,TSA,HKG,CI 909,13798.75,13761.769998712529,13360.0,0.0026799529875873663,0.04542078086783223,0.059002794236092816
晚上7:00,晚間班機,TSA,HKG,BR 809,14481.25,17765.88346902375,14872.0,-0.22681974753724637,0.08246870953819595,-2.7503734302061953
上午8:05,早晨班機,TSA,ICN,BR 67,21291.5,21641.913274740313,21362.0,-0.016457895157237057,0.00589437099311932,-2.7921376473331696
晚上10:30,晚間班機,TSA,ICN,CI 837,20183.0,19535.72266206545,19602.0,0.03207042253057271,0.10122380220978051,0.31682689081475723
下午4:25,下午班機,TSA,NRT,CI 106,21756.0,23482.84041010775,23316.0,-0.07937306536623231,0.05566280566280566,-1.4259623535158963
上午9:30,早晨班機,TSA,HND,JL 96,36516.75,33976.694838797644,34341.0,0.06955863161980065,0.060047786289853286,1.1583879426301928
上午9:30,早晨班機,TSA,HND,JL 96,33910.0,33976.694838797644,33965.0,-0.0019668191919093034,0.005485107637864937,-0.35857440213787356
晚上8:15,晚間班機,TSA,HKG,CX 531,4427.25,14218.98515447567,4519.0,-2.2116969121860452,0.016771133322039642,-131.87522093569925
上午8:05,早晨班機,TSA,HKG,BR 851,14486.25,18163.35008360483,14877.0,-0.2538338136926278,0.08271636897057555,-3.068725294057859
下午4:55,下午班機,TSA,HKG,CI 919,14451.25,14913.170087272743,14885.0,-0.031964022992664536,0.07592768791627022,-0.4209798015700555
中午12:25,下午班機,TSA,HKG,CX 461,7900.75,14328.416324134098,6643.0,-0.8135514127309557,0.429547827737873,-1.8939716608866588
下午4:30,下午班機,TSA,HKG,JX 235,12752.5,13554.221577686692,13481.0,-0.0628677967211678,0.07704371691825132,-0.816001605787982
下午6:50,晚間班機,TSA,ICN,TG 635,16353.25,20301.528615498763,16685.0,-0.24143693855953785,0.060859462186415546,-3.9671224471225948
上午8:45,早晨班機,TSA,SIN,JX 771,24774.75,26132.534692732763,28621.0,-0.054805182402759375,0.27527018436109346,-0.19909596286268014
下午1:20,下午班機,TSA,HKG,CX 495,14341.75,14328.416324134098,14288.0,0.0009297105210941815,0.004375337737723779,0.2124888584207566
清晨7:55,早晨班機,TSA,ICN,CI 160,18709.0,18586.29425890072,18657.0,0.006558647768415115,0.042760168902667164,0.15338217637409798
上午10:05,早晨班機,TSA,ICN,CI 831,25081.5,21363.71079657039,24631.0,0.14822834373660304,0.2640392321033431,0.5613875731868039
下午3:35,下午班機,TSA,HND,JL 98,31591.25,30859.566007831338,32240.0,0.023160969957461714,0.06179717485063111,0.37479010995961703
上午8:05,早晨班機,TSA,ICN,BR 67,22245.75,21570.466808910187,24861.0,0.03035560460266851,0.1452299877504692,0.2090174699651205
上午10:45,早晨班機,TSA,HKG,CX 489,14312.0,14328.416324134098,14288.0,-0.0011470321502304026,0.0023756288429290107,-0.48283306276757415
下午1:30,下午班機,TSA,HND,NH 852,33743.75,33860.35026024483,33749.0,-0.0034554624262219803,0.00034821263196888313,-9.923426403815144
中午12:25,下午班機,TSA,ICN,KE 186,19531.75,19247.53367403143,18752.5,0.014551503371104455,0.1037669435662447,0.14023255259334869
上午10:15,早晨班機,TSA,NRT,JX 802,34727.75,25106.448387669974,32680.0,0.27704938017378106,0.3661841034907243,0.756584946022374
晚上9:15,晚間班機,TSA,HKG,CX 479,14314.25,14328.416324134098,14287.0,-0.000989665831887631,0.002532441448207206,-0.39079514852682823
上午10:45,早晨班機,TSA,HKG,CX 489,20275.75,14328.416324134098,15760.0,0.2933224998269313,0.29615427296154273,0.9904381824165707
下午4:35,下午班機,TSA,HKG,BR 871,14886.0,14913.170087272743,14888.0,-0.0018252107532408526,0.0010748354158269515,-1.6981304545464582
晚上10:30,晚間班機,TSA,ICN,BR 61,22368.75,22356.692354526615,21360.0,0.0005390397529314553,0.05376920927633417,0.01002506378996923
上午10:50,早晨班機,TSA,HKG,CI 909,14019.0,13784.376949321972,14874.0,0.016736076088025426,0.047435623082958844,0.352816617560945
上午9:50,早晨班機,TSA,HKG,CX 469,15394.75,10256.4582276239,15763.0,0.3337690948132383,0.07254096364020202,4.601111951982181
清晨7:55,早晨班機,TSA,NRT,BR 184,33407.0,30969.910194918008,33479.0,0.0729514714006643,0.2331547280510073,0.312888664152265
上午8:20,早晨班機,TSA,SIN,CI 753,22454.25,19148.889435445548,19231.0,0.14720422924633209,0.2151597136399568,0.6841626006839746
下午6:50,晚間班機,TSA,ICN,TG 635,16362.75,19615.51183533508,16684.0,-0.1987906577644394,0.06140471497761684,-3.237384260099608
下午4:35,下午班機,TSA,HKG,BR 871,15281.0,15004.4184493637,14881.0,0.018099702286257423,0.02709246777043387,0.66807137834855
上午9:50,早晨班機,TSA,HKG,BR 867,14923.25,14972.483357334631,14887.0,-0.0032991042389982988,0.0037692861809592412,-0.875259685949002
晚上7:30,晚間班機,TSA,HKG,CX 565,14283.5,14328.416324134098,14288.0,-0.0031446301070534198,0.0003150488325690482,-9.981405363132781
清晨7:15,早晨班機,TSA,HND,BR 192,26165.75,27887.524304354363,26167.0,-0.06580259707267566,0.00048727821675281617,-135.04112191014613
下午3:15,下午班機,TSA,ICN,BR 160,23565.25,22847.75393062211,21960.0,0.030447208044807016,0.14412111053351864,0.21126126444693072
上午9:30,早晨班機,TSA,NRT,CI 100,23739.75,34108.74240731227,24893.0,-0.43677765803398383,0.07665413494244884,-5.6980312720496045
上午9:40,早晨班機,TSA,ICN,BR 201,25908.25,23627.053568819367,23393.5,0.08804903577743126,0.18246118514372836,0.4825631035339009
上午8:30,早晨班機,TSA,NRT,JX 800,24970.75,25084.364431454745,24968.0,-0.004549900641940891,0.11852867855390807,-0.03838649597254684
上午8:20,早晨班機,TSA,SIN,CI 753,18309.0,19121.26451441435,17985.5,-0.044364220569902774,0.08334698782019771,-0.5322834301535714
下午3:50,下午班機,TSA,HKG,CX 443,14313.0,14328.416324134098,14288.0,-0.0010770854561655504,0.00244532942080626,-0.4404664038313578
中午12:25,下午班機,TSA,ICN,KE 186,19898.75,19565.581551909003,18756.0,0.01674318477748588,0.12381430994409197,0.1352281879618456
上午9:20,早晨班機,TSA,GMP,CI 260,22153.0,21163.965963897856,22817.0,0.04464560267693515,0.08924299191983028,0.5002701244826223
下午1:55,下午班機,TSA,ICN,TG 633,16917.75,16849.18325652856,16690.0,0.004052946962299445,0.09219606626176649,0.04396008557232982
上午8:45,早晨班機,TSA,SIN,JX 771,28622.5,26132.534692732763,28622.0,0.08699328525695649,0.2642152153026465,0.32925161087831234
上午9:30,早晨班機,TSA,NRT,CI 100,16770.5,34108.74240731227,11535.0,-1.0338536362846824,0.43329059956471183,-2.3860513875059888
上午9:30,早晨班機,TSA,HND,JL 96,30283.5,31327.656434770317,29640.0,-0.034479384310608645,0.021876599468357356,-1.576085184558969
下午4:30,下午班機,TSA,HKG,JX 235,14608.25,14617.869534342688,14570.0,-0.0006585001175834193,0.11727961939315112,-0.005614787300562081
晚上8:45,晚間班機,TSA,ICN,BR 205,26099.25,26815.56702863307,24868.0,-0.027445885557365497,0.04836345872007816,-0.5674921993527997
上午8:20,早晨班機,TSA,HKG,CX 407,14315.25,14328.416324134098,14289.0,-0.0009197411246116919,0.0023925533958540717,-0.3844182228933583
晚上9:15,晚間班機,TSA,HKG,CX 479,15761.75,14347.424151864863,15760.0,0.0897315239827517,0.09458023379383634,0.9487344277277456
上午8:45,早晨班機,TSA,SIN,JX 771,26260.25,26132.534692732763,28621.0,0.004863445978893469,0.1982178387486791,0.024535864226931887
上午9:20,早晨班機,TSA,GMP,CI 260,19752.5,21163.965963897856,20170.0,-0.07145758581940795,0.06437159853183141,-1.1100794053463277
晚上8:15,晚間班機,TSA,HKG,CX 531,14342.0,14328.416324134098,14288.0,0.0009471256356088745,0.004322967508018407,0.21909154622423352
晚上7:25,晚間班機,TSA,ICN,KE 188,17196.75,17771.43405952588,17901.5,-0.03341817840730836,0.030630787794205302,-1.090999638397494
下午2:35,下午班機,TSA,NRT,CI 108,27264.5,23388.506372156444,23338.0,0.1421626520876435,0.21726054026297933,0.6543417958712849
下午3:35,下午班機,TSA,HND,JL 98,31612.75,30859.566007831338,29643.0,0.023825323395423124,0.06290974369518627,0.3787223090728661
下午4:30,下午班機,TSA,HKG,JX 235,14629.25,14617.869534342688,14570.0,0.0007779254341344919,0.11854674709913358,0.006562182878657642
下午1:20,下午班機,TSA,HKG,CX 495,14314.5,14731.896376659335,14287.0,-0.02915899099928989,0.002549862028013553,-11.435517168748907
下午2:10,下午班機,TSA,SIN,SQ 877,32403.0,31619.5386099122,34252.0,0.024178668335888633,0.17174335709656513,0.14078371789538174
下午4:50,下午班機,TSA,HND,NH 854,41092.0,32009.900683979544,43538.0,0.2210186731242202,0.17889126837340602,1.2354916767814523
下午1:25,下午班機,TSA,NRT,JL 8664,25167.75,21770.21574023353,22944.0,0.13499555024849147,0.08915179147917474,1.514221397110405
中午12:25,下午班機,TSA,ICN,KE 186,21869.5,19565.581551909003,21869.0,0.105348473814719,0.15050641304099316,0.6999600328394341
下午2:10,下午班機,TSA,SIN,SQ 877,32756.25,26778.5302483066,32756.0,0.1824909674243358,0.00019080328181644724,956.4351602709439
下午5:10,下午班機,TSA,ICN,OZ 714,18754.25,15317.092826080026,16702.0,0.1832735072807483,0.2482770572003679,0.7381814064794574
清晨7:55,早晨班機,TSA,ICN,CI 160,18477.5,18676.82280485154,18657.0,-0.010787325387717015,0.03076714923555676,-0.3506117939341093
上午8:05,早晨班機,TSA,HKG,CI 903,14237.5,13802.936368387112,14880.0,0.030522467540852506,0.062054433713784024,0.4918660233309423
下午5:35,下午班機,TSA,SIN,SQ 879,25654.25,26778.5302483066,25651.0,-0.04382432728715908,0.15222623931707222,-0.28788944326396537
上午9:30,早晨班機,TSA,HND,JL 96,40534.5,40859.62428538777,42428.0,-0.008020927491094504,0.15289444793940965,-0.05246055431831709
晚上7:25,晚間班機,TSA,ICN,KE 188,19226.5,18359.108587397237,17521.0,0.045114368845227314,0.1327074610563545,0.3399535224780572
晚上7:55,晚間班機,TSA,SIN,CI 755,22697.0,21377.16048156966,21431.0,0.058150395137257824,0.057011939903952064,1.0199687159430764
下午3:00,下午班機,TSA,NRT,JX 804,24044.75,25133.32666475862,24966.0,-0.04527294585132391,0.11560735711537862,-0.3916095565279685
清晨7:15,早晨班機,TSA,HND,BR 192,32279.0,27887.524304354363,26174.0,0.13604745176881677,0.1896898912605719,0.7172098147387941
上午9:30,早晨班機,TSA,NRT,CI 100,29317.5,34108.74240731227,29321.0,-0.1634260222499281,0.0011426622324550184,-143.02216141230647
中午12:50,下午班機,TSA,NRT,CX 450,19695.5,24520.24264288551,19696.0,-0.24496675092714126,0.0004315706633494961,-567.6167815159424
下午3:35,下午班機,TSA,HND,JL 98,30440.25,31424.78369033017,29641.0,-0.03234315389427382,0.02691337948932745,-1.201750003454585
下午3:15,下午班機,TSA,ICN,BR 160,20171.75,20130.673991183692,20179.0,0.002036313597794335,0.0003842006766889338,5.300130169846177
清晨7:25,早晨班機,TSA,SIN,BR 225,29767.5,25538.374966607986,29765.0,0.1420718916063497,0.2528428655412782,0.5618979649760201
上午8:05,早晨班機,TSA,HKG,BR 851,15663.0,18310.89075902167,16395.0,-0.16905386956660087,0.05030964693864522,-3.360267460687398
下午2:10,下午班機,TSA,SIN,SQ 877,22780.25,26778.5302483066,21756.5,-0.1755152049826758,0.14623412824705612,-1.20023422088003
下午2:35,下午班機,TSA,NRT,CI 108,24669.5,23388.506372156444,23323.0,0.0519262096047166,0.16654168102312572,0.31179107407656226
下午1:40,下午班機,TSA,ICN,OZ 712,18348.5,18336.344863723298,16705.0,0.0006624593986812138,0.13687767392429898,0.004839791469919272
上午9:30,早晨班機,TSA,NRT,CI 100,23539.25,25658.703604858292,24895.0,-0.0900391305949974,0.03263697866329641,-2.758807165451731
晚上9:15,晚間班機,TSA,HKG,CX 479,14283.75,14328.416324134098,14280.0,-0.003127072661877835,0.0011726612409206265,-2.6666462169610465
上午9:50,早晨班機,TSA,HKG,CX 469,14281.0,14281.924561117976,14280.0,-6.474064267038912e-05,0.0009803235067572299,-0.06604007985541621
下午2:30,下午班機,TSA,HKG,CI 915,13881.0,14533.157330413487,13647.0,-0.046982013573480814,0.051077011742669834,-0.9198269822475137
晚上7:55,晚間班機,TSA,SIN,CI 755,18962.0,19028.90277692635,19239.0,-0.003528255296189666,0.07061491403860352,-0.049964732581290854
晚上9:10,晚間班機,TSA,HKG,CI 921,14925.25,14159.872952947491,14880.0,0.05128068521817113,0.10527461851560276,0.48711347465553456
上午9:50,早晨班機,TSA,HKG,BR 867,14942.5,14913.170087272743,14887.0,0.001962851780308293,0.00505270202442697,0.38847566526167776
晚上8:45,晚間班機,TSA,ICN,BR 205,20150.25,19027.296291861287,21362.0,0.05572902113565407,0.05633925137405243,0.9891686484375366
下午6:35,晚間班機,TSA,HKG,CX 473,14284.25,15057.78571309037,14288.0,-0.054153050604012834,0.0002975304968759298,-182.00840308008713
晚上10:30,晚間班機,TSA,ICN,BR 61,29322.75,25108.959158045294,26269.5,0.1437038082019833,0.13125474247811,1.0948465974549415
下午5:10,下午班機,TSA,ICN,OZ 714,17298.0,18559.907229859487,16692.0,-0.07295104808992296,0.18499248468030985,-0.3943460093310898
中午12:25,下午班機,TSA,HKG,CX 461,14311.0,14328.416324134098,14287.0,-0.001216988619530258,0.0023059185242121443,-0.5277673980029552
晚上7:55,晚間班機,TSA,SIN,CI 755,18644.0,19028.90277692635,19237.0,-0.020644860380087345,0.054762926410641496,-0.37698606946753027
上午8:05,早晨班機,TSA,HKG,CI 903,14285.25,14145.409637768476,13942.0,0.009789143503370512,0.06518961866260653,0.15016414736270992
上午9:20,早晨班機,TSA,GMP,BR 156,20840.5,25010.68301896239,20186.0,-0.20009995052721338,0.03246083347328519,-6.164350360624376
下午1:30,下午班機,TSA,HND,NH 852,33741.75,33860.35026024483,33748.0,-0.003514940992830187,0.00028895952343906286,-12.164129255879791
中午12:25,下午班機,TSA,HKG,BR 869,17018.5,15138.553790426917,16395.0,0.11046485939260706,0.1264212474659929,0.8737839691253001
上午9:50,早晨班機,TSA,HKG,CX 469,15026.25,11987.948624584284,15764.0,0.2021995757701167,0.04979619000083188,4.060543101123576
清晨7:05,早晨班機,TSA,ICN,BR 170,20324.75,20385.89990671976,20186.0,-0.0030086425033399324,0.007663070886480768,-0.39261577348159415
下午4:30,下午班機,TSA,HND,BR 190,38937.75,33201.87267516991,34641.0,0.14730890523541018,0.297930671392158,0.4944402150576551
下午3:35,下午班機,TSA,HND,JL 98,31904.25,30859.566007831338,29829.0,0.03274435199600876,0.06564172484857034,0.4988344238599319
中午12:25,下午班機,TSA,ICN,KE 186,16646.75,17510.289329916326,16684.0,-0.051874349642802714,0.007133524561851412,-7.2719101466637985
晚上8:45,晚間班機,TSA,ICN,BR 205,21297.5,19229.69542326259,21360.0,0.0970914227837732,0.006174433618969363,15.724749632984103
中午12:35,下午班機,TSA,NRT,CI 104,35189.75,28397.223823191296,33159.0,0.19302570142750955,0.3618596324213727,0.533427009074994
上午10:50,早晨班機,TSA,HKG,CI 909,14691.25,14880.397176500996,14886.0,-0.012874818446421887,0.09102356845060836,-0.14144488801719615
清晨7:15,早晨班機,TSA,HKG,CI 601,14076.5,13802.936368387112,13933.0,0.019434066111099175,0.06425602955280077,0.302447353911429
上午8:05,早晨班機,TSA,HKG,JX 233,21373.75,13635.33685302235,21375.0,0.3620521970631101,0.2361658576524943,1.5330420775548808
上午9:25,早晨班機,TSA,ICN,JX 741,22703.0,23004.321240332683,20916.0,-0.01327230940107842,0.21402457824957055,-0.062013015092134874
下午1:30,下午班機,TSA,HND,NH 852,33737.75,33860.35026024483,33747.0,-0.0036339192816600974,0.001059643870738268,-3.429377908946236
下午2:35,下午班機,TSA,NRT,CI 108,22057.25,23412.129548281555,23333.0,-0.06142558788069931,0.03247231635856691,-1.8916293867805303
下午3:15,下午班機,TSA,ICN,BR 160,20182.25,20115.246389126893,20184.0,0.0033199277024666424,0.0009042599313753422,3.6714307327730076
下午5:00,下午班機,TSA,HKG,CX 421,14341.5,15670.64176984833,14287.0,-0.09267801623598154,0.00442770979325733,-20.9313664543044
上午9:30,早晨班機,TSA,HND,JL 96,32230.5,33976.694838797644,32241.0,-0.05417833539031801,0.015187477699694389,-3.5673030414660767
上午8:20,早晨班機,TSA,SIN,CI 753,18914.25,19148.889435445548,19218.0,-0.012405431642573607,0.06826863343775195,-0.18171495484650366
上午9:25,早晨班機,TSA,ICN,JX 741,22116.25,24821.62371376829,20917.0,-0.12232515520344955,0.19299157859040297,-0.6338367513075127
上午8:05,早晨班機,TSA,HKG,CI 903,14434.0,14864.929903819828,14886.0,-0.029855196329487865,0.07482333379520577,-0.39900917020354426
上午9:25,早晨班機,TSA,ICN,JX 741,22746.5,23004.321240332683,20923.0,-0.011334545549103526,0.18805090893104434,-0.06027381422155075
上午9:50,早晨班機,TSA,HKG,CX 469,14283.5,14249.168685762714,14289.0,0.002403564549115152,0.0003850596842510589,6.24205713405205
下午1:40,下午班機,TSA,ICN,OZ 712,15046.25,15299.717455879749,15148.0,-0.016845888901204534,0.1291517820054831,-0.1304348158393149
上午9:40,早晨班機,TSA,ICN,BR 201,21266.25,23627.053568819367,21262.0,-0.11101174719658458,0.004384882148944925,-25.316928351950313
晚上7:00,晚間班機,TSA,HKG,BR 809,16638.0,14913.170087272743,21849.0,0.10366810390234744,0.10644308210121409,0.9739299337816244
下午4:25,下午班機,TSA,NRT,CI 106,23565.5,31310.90337999185,23955.0,-0.32867553754394563,0.07012369777853218,-4.687082226923963
晚上7:55,晚間班機,TSA,SIN,CI 755,21428.75,20012.60083500856,21431.5,0.06608641031284787,0.0012016566528612262,54.99608407733743
下午6:25,晚間班機,TSA,HND,CI 222,33029.25,28050.5631033894,41285.0,0.15073569326008315,0.2951701900588115,0.5106738361013002
清晨7:15,早晨班機,TSA,HKG,CI 601,14620.25,13846.669314675726,13935.0,0.05291159079525137,0.09816863596723722,0.538986716825831
下午6:50,晚間班機,TSA,ICN,TG 635,16674.5,19027.296291861287,16673.0,-0.1411014598255592,0.002368886623287055,-59.564463085095866
下午3:00,下午班機,TSA,NRT,JX 804,32588.75,40033.52948304151,32593.0,-0.22844630380243205,0.32452149898354493,-0.7039481344624738
上午8:25,早晨班機,TSA,ICN,BR 211,21343.25,22250.954928209525,21357.0,-0.04252889921682616,0.008304733346608412,-5.121043318530465
下午1:55,下午班機,TSA,ICN,TG 633,16675.75,16654.611208553644,16683.0,0.0012676366248208179,0.007241053625773953,0.17506245504228365
清晨7:00,早晨班機,TSA,ICN,CI 833,20452.5,21131.049378383792,21178.0,-0.0331768428497148,0.04236645886810903,-0.7830921850938164
下午6:50,晚間班機,TSA,ICN,TG 635,16673.75,19229.69542326259,16678.0,-0.15329157647575323,0.0023240122947747206,-65.9598818906475
下午3:50,下午班機,TSA,HKG,CX 443,14286.5,14615.572621035286,14287.0,-0.023033816612556324,0.000594967276799776,-38.714426004151285
下午4:30,下午班機,TSA,HND,BR 190,26163.25,29776.00672844393,26163.0,-0.13808516634760315,0.11207514356970177,-1.2320766402741676
上午8:50,早晨班機,TSA,NRT,BR 198,27213.25,29973.35701848813,24912.0,-0.10142511528347875,0.08529852185975582,-1.1890606433982243
中午12:25,下午班機,TSA,HKG,CX 461,14314.75,14328.416324134098,14288.0,-0.0009547022570493736,0.0025672819993363487,-0.37187276555367405
下午6:50,晚間班機,TSA,ICN,TG 635,19461.5,22630.58208932796,18999.0,-0.16283853193885156,0.14420779487706498,-1.1291936894095704
中午12:25,下午班機,TSA,ICN,KE 186,17512.0,19880.15797211458,17518.0,-0.13523058314953054,0.00039972590223846506,-338.30828173065413
下午5:00,下午班機,TSA,HKG,CX 421,24796.25,17806.196358183886,24792.0,0.2818996276378934,0.42418712506931494,0.6645643183814907
中午12:25,下午班機,TSA,ICN,KE 186,18337.0,17510.289329916326,16690.0,0.04508429241880754,0.0942902328625184,0.47814382306748054
下午4:30,下午班機,TSA,HND,BR 190,27372.25,30672.40597988915,27366.0,-0.1205657547293025,0.0012878006009736137,-93.62144623799009
上午10:50,早晨班機,TSA,HKG,CI 909,14570.0,13761.769998712529,13945.0,0.0554722032455368,0.08345916266300618,0.664662830006144
晚上7:30,晚間班機,TSA,HKG,CX 565,14340.25,14328.416324134098,14288.0,0.0008252070825754417,0.004340928505430519,0.19009921069722857
上午9:25,早晨班機,TSA,ICN,JX 741,31094.75,28131.54058677617,31072.5,0.09529613240897035,0.4060412127449167,0.23469571417332286
下午4:05,下午班機,TSA,SIN,SQ 881,23709.5,20666.648739940378,21756.0,0.12833890466098494,0.17969590248634515,0.7142005069967426
上午8:45,早晨班機,TSA,SIN,JX 771,30328.5,31808.406365447976,33350.0,-0.048795897108263715,0.23283380318842015,-0.20957393832018353
晚上7:40,晚間班機,TSA,HKG,CX 451,14315.0,14328.416324134098,14289.0,-0.0009372213855464563,0.0024449877750611247,-0.38332354668850066
上午8:05,早晨班機,TSA,HKG,CI 903,14402.0,14864.929903819828,14888.0,-0.03214344562004082,0.04110540202749618,-0.7819761888848444
上午8:20,早晨班機,TSA,SIN,CI 753,19280.0,19121.26451441435,19238.5,0.008233168339504677,0.08594398340248963,0.0957969134493966
上午9:25,早晨班機,TSA,ICN,JX 741,27215.75,23004.321240332683,20918.0,0.1547423370536295,0.32138559473834083,0.4814849812407257
清晨7:35,早晨班機,TSA,ICN,BR 75,29105.5,22059.162629893573,29813.0,0.24209642061144548,0.265774509972342,0.9109091034976959
上午9:50,早晨班機,TSA,HKG,CX 469,14684.0,10256.4582276239,14285.0,0.301521504520301,0.027649141923181693,10.905275301418966
下午3:45,下午班機,TSA,ICN,CI 162,18294.5,18666.091888524177,18903.5,-0.02031167227987522,0.08715734237065785,-0.23304602604213057
清晨7:15,早晨班機,TSA,HKG,CI 601,13760.5,14864.929903819828,13935.0,-0.0802608846931309,0.04167726463427928,-1.9257714103222803
